;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%
Div;;;;;;;;;
P/L;106.67;119.39;278.94;79.1;54.93;44.35;153.13;54.75;-300.55
PEG Ratio;1,32;-;-;-;-;-;-;-;-
P/VP;5,80;3,40;4,26;1,91;23,17;18,92;18,47;14,57;16,64
EV/EBITDA;86,53;36,61;56,58;17,65;40,85;64,18;67,90;28,14;33,99
EV/EBIT;383,95;92,51;392,83;79,42;46,01;82,05;109,87;41,12;85,83
P/EBITDA;87,53;37,26;57,37;18,24;41,64;65,34;69,25;28,00;33,28
P/EBIT;388,38;94,15;398,35;82,08;46,90;83,53;112,05;40,91;84,05
VPA;37,34;35,49;34,59;33,96;6,21;4,85;2,48;1,27;0,62
P/Ativo;4,59;2,83;3,51;1,55;13,99;12,32;8,66;4,05;2,79
LPA;2.03;1.01;0.53;0.82;2.62;2.07;0.3;0.34;-0.03
P/SR;11,01;7,60;10,50;4,42;10,57;11,31;7,76;2,85;1,89
P/Cap. Giro;23,05;16,65;23,63;12,07;39,99;29,64;23,33;11,86;8,85
P/Ativo Circ. Liq.;-7,07;-3,90;-4,66;-1,99;-45,28;-39,17;-36,49;-18,16;-10,80
Dív. líquida/PL;-0,07;-0,06;-0,06;-0,06;-0,44;-0,34;-0,36;0,07;0,35
Dív. líquida/EBITDA;-1,00;-0,65;-0,80;-0,59;-0,79;-1,16;-1,35;0,14;0,70
Dív. líquida/EBIT;-4,43;-1,64;-5,53;-2,66;-0,89;-1,48;-2,18;0,21;1,78
PL/Ativos;0,79;0,83;0,82;0,81;0,60;0,65;0,47;0,28;0,17
Passivos/Ativos;0,21;0,17;0,18;0,19;0,40;0,35;0,53;0,72;0,83
Liq. corrente;2,31;2,62;2,51;2,36;2,02;2,54;1,95;1,78;1,74
M. Bruta;48,26%;49,35%;46,12%;44,93%;48,25%;44,53%;42,61%;37,79%;34,02%
M. EBITDA;12,58%;20,39%;18,31%;24,25%;25,38%;17,31%;11,20%;10,18%;5,67%
M. EBIT;2,84%;8,07%;2,64%;5,39%;22,53%;13,54%;6,92%;6,97%;2,25%
M. Líquida;10,32%;6,36%;3,77%;5,59%;19,24%;25,50%;5,07%;5,20%;-0,63%
ROE;5,44%;2,85%;1,53%;2,41%;42,18%;42,66%;12,06%;26,62%;-5,54%
ROA;4,30%;2,37%;1,26%;1,95%;25,46%;27,78%;5,66%;7,40%;-0,93%
ROIC;1,20%;2,87%;0,43%;2,01%;40,85%;1,82%;13,13%;17,57%;5,02%
Giro ativos;0,42;0,37;0,33;0,35;1,32;1,09;1,12;1,42;1,48
CAGR Receitas 5 anos;30,81%;28,49%;35,05%;30,64%;19,59%;4,10%;4,09%;-0,63%;-8,04%
CAGR Lucros 5 anos;36,92%;20,44%;-%;-%;-%;-%;-%;-%;-%
