;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,43%;1,49%;1,27%;1,29%;1,99%;3,44%;3,98%;4,25%;4,25%
Div;0.52;0.48;0.44;0.4;0.75;1.04;0.96;0.88;0.78
P/L;23.36;17.67;18.51;15.36;21.9;8.37;5.63;5.29;3.0
PEG Ratio;-1,12;-;-;-;-;-;-;-;-
P/VP;5,32;4,90;5,67;5,07;6,14;1,77;1,58;1,39;1,11
EV/EBITDA;30,39;11,19;11,73;10,44;13,65;6,37;5,16;4,96;5,55
EV/EBIT;75,54;14,63;15,08;12,99;17,07;8,38;6,54;6,30;7,53
P/EBITDA;23,87;8,70;9,37;8,36;11,67;4,01;2,93;2,79;3,28
P/EBIT;59,32;11,38;12,04;10,40;14,59;5,28;3,71;3,54;4,44
VPA;6,85;6,58;6,12;6,11;6,13;17,13;15,24;14,88;16,45
P/Ativo;1,57;1,43;1,61;1,53;2,04;0,58;0,49;0,48;0,46
LPA;1.56;1.83;1.87;2.02;1.72;3.62;4.28;3.92;6.12
P/SR;4,80;4,22;4,63;4,31;6,61;2,19;1,57;1,43;1,44
P/Cap. Giro;-149,01;-134,47;499,26;46,45;50,48;9,55;16,64;26,90;780,38
P/Ativo Circ. Liq.;-1,66;-1,54;-1,75;-1,68;-2,26;-0,65;-0,54;-0,51;-0,48
Dív. líquida/PL;1,45;1,40;1,43;1,27;1,04;1,04;1,21;1,09;0,77
Dív. líquida/EBITDA;6,53;2,48;2,36;2,08;1,98;2,35;2,23;2,18;2,28
Dív. líquida/EBIT;16,22;3,25;3,03;2,59;2,48;3,10;2,83;2,76;3,09
PL/Ativos;0,29;0,29;0,28;0,30;0,33;0,33;0,31;0,34;0,41
Passivos/Ativos;0,71;0,71;0,72;0,70;0,67;0,67;0,69;0,66;0,59
Liq. corrente;0,85;0,86;1,04;1,56;1,73;2,20;1,52;1,34;1,01
M. Bruta;17,76%;72,35%;71,49%;70,98%;75,66%;78,98%;77,76%;75,70%;73,90%
M. EBITDA;20,12%;48,45%;49,43%;51,55%;56,64%;54,46%;53,63%;51,22%;43,86%
M. EBIT;8,09%;37,05%;38,47%;41,45%;45,30%;41,40%;42,33%;40,35%;32,33%
M. Líquida;20,55%;23,87%;25,03%;28,05%;30,19%;26,13%;27,90%;27,01%;47,96%
ROE;22,76%;27,76%;30,62%;33,02%;28,03%;21,11%;28,11%;26,34%;37,21%
ROA;6,71%;8,11%;8,69%;9,94%;9,33%;6,95%;8,71%;9,01%;15,31%
ROIC;0,81%;13,88%;14,67%;16,01%;15,08%;11,81%;14,48%;14,45%;5,13%
Giro ativos;0,33;0,34;0,35;0,35;0,31;0,27;0,31;0,33;0,32
CAGR Receitas 5 anos;4,02%;3,65%;5,42%;2,50%;-2,17%;-1,18%;0,37%;-0,61%;-1,26%
CAGR Lucros 5 anos;0,82%;2,08%;-5,54%;17,14%;7,04%;11,57%;12,16%;24,04%;-1,56%
