;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,49%;1,56%;1,54%;1,89%;1,08%;1,07%;1,29%;1,26%;0,63%
Div;1.24;1.2;1.16;1.08;0.96;0.88;0.8;0.8;0.45
P/L;18.93;16.99;17.69;12.71;21.8;31.48;18.44;17.49;27.84
PEG Ratio;-3,44;-;-;-;-;-;-;-;-
P/VP;2,70;2,64;2,84;2,36;3,88;4,04;3,08;3,22;3,93
EV/EBITDA;29,36;10,39;10,53;7,56;13,06;15,60;10,10;9,93;12,08
EV/EBIT;50,75;12,28;12,59;8,98;15,70;19,71;12,17;11,68;14,08
P/EBITDA;30,71;10,77;11,12;8,08;13,66;16,35;10,97;11,06;13,42
P/EBIT;53,08;12,72;13,30;9,59;16,42;20,67;13,22;13,02;15,64
VPA;30,87;29,11;26,56;24,18;22,84;20,27;20,13;19,73;18,09
P/Ativo;2,00;1,91;2,04;1,63;2,61;2,59;2,10;2,32;2,75
LPA;4.41;4.53;4.27;4.5;4.07;2.6;3.36;3.63;2.55
P/SR;1,93;1,93;1,94;1,50;2,52;2,63;2,02;2,28;2,83
P/Cap. Giro;8,64;9,71;9,01;7,43;12,22;13,23;7,34;6,23;6,68
P/Ativo Circ. Liq.;-3,35;-3,05;-3,43;-2,75;-4,43;-4,35;-3,95;-5,08;-6,85
Dív. líquida/PL;-0,12;-0,09;-0,15;-0,15;-0,17;-0,19;-0,24;-0,33;-0,39
Dív. líquida/EBITDA;-1,35;-0,38;-0,59;-0,51;-0,60;-0,76;-0,87;-1,13;-1,34
Dív. líquida/EBIT;-2,33;-0,45;-0,71;-0,61;-0,72;-0,95;-1,05;-1,33;-1,56
PL/Ativos;0,74;0,72;0,72;0,69;0,67;0,64;0,68;0,72;0,70
Passivos/Ativos;0,26;0,28;0,28;0,31;0,33;0,36;0,32;0,28;0,30
Liq. corrente;2,36;2,09;2,25;2,17;2,08;1,94;2,55;3,18;3,21
M. Bruta;8,56%;34,34%;34,56%;35,93%;37,30%;35,92%;36,64%;38,99%;38,20%
M. EBITDA;6,29%;17,91%;17,48%;18,55%;18,43%;16,09%;18,44%;20,60%;21,07%
M. EBIT;3,64%;15,16%;14,61%;15,62%;15,32%;12,73%;15,31%;17,51%;18,08%
M. Líquida;10,20%;11,35%;10,99%;11,79%;11,55%;8,36%;10,98%;13,03%;10,16%
ROE;14,28%;15,55%;16,07%;18,60%;17,82%;12,85%;16,71%;18,39%;14,10%
ROA;10,57%;11,22%;11,50%;12,83%;11,97%;8,23%;11,37%;13,26%;9,88%
ROIC;-2,99%;14,88%;15,58%;17,79%;16,93%;12,27%;16,38%;17,47%;13,21%
Giro ativos;1,04;0,99;1,05;1,09;1,04;0,98;1,04;1,02;0,97
CAGR Receitas 5 anos;3,29%;3,72%;5,58%;6,53%;6,05%;10,34%;12,77%;15,05%;17,12%
CAGR Lucros 5 anos;3,99%;0,24%;8,77%;6,59%;-3,04%;5,06%;11,33%;7,43%;11,94%
