;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;4,45%;3,00%;2,24%;2,21%;2,01%;2,05%;1,98%;2,40%;1,92%
Div;2.41;1.79;1.62;1.47;1.33;1.2;1.09;0.96;0.82
P/L;19.77;17.07;19.7;33.51;21.46;23.52;20.18;17.55;22.62
PEG Ratio;-2,65;-;-;-;-;-;-;-;-
P/VP;2,67;2,92;3,45;3,39;3,26;3,03;2,91;2,27;2,46
EV/EBITDA;30,24;12,28;15,57;23,55;18,26;-;19,48;18,09;18,71
EV/EBIT;55,04;14,77;18,62;30,69;22,48;25,07;24,71;22,45;23,06
P/EBITDA;23,52;10,17;13,19;19,13;15,56;-;16,02;13,95;14,80
P/EBIT;42,80;12,22;15,78;24,93;19,16;20,95;20,32;17,31;18,24
VPA;20,29;20,44;21,01;19,68;20,31;19,28;18,92;17,63;17,39
P/Ativo;0,98;1,15;1,37;1,28;1,38;1,23;1,23;0,93;1,02
LPA;2.74;3.5;3.68;1.99;3.09;2.49;2.73;2.28;1.89
P/SR;1,85;2,16;2,71;2,89;3,21;3,15;3,07;2,24;2,47
P/Cap. Giro;-8,35;-12,48;-13,36;-13,71;-25,17;-16,14;-10,31;-6,37;-7,73
P/Ativo Circ. Liq.;-1,20;-1,42;-1,64;-1,49;-1,63;-1,45;-1,39;-1,06;-1,15
Dív. líquida/PL;0,76;0,61;0,62;0,78;0,56;0,60;0,63;0,67;0,65
Dív. líquida/EBITDA;6,72;2,12;2,38;4,42;2,69;-;3,46;4,14;3,91
Dív. líquida/EBIT;12,23;2,55;2,84;5,75;3,32;4,12;4,39;5,14;4,82
PL/Ativos;0,37;0,39;0,40;0,38;0,42;0,41;0,42;0,41;0,41
Passivos/Ativos;0,63;0,61;0,60;0,62;0,58;0,59;0,58;0,59;0,59
Liq. corrente;0,61;0,68;0,62;0,60;0,74;0,66;0,50;0,45;0,48
M. Bruta;31,05%;39,12%;38,22%;35,92%;39,19%;39,30%;39,96%;39,91%;38,75%
M. EBITDA;7,88%;21,25%;20,56%;15,11%;20,64%;-%;19,14%;16,09%;16,69%
M. EBIT;4,33%;17,68%;17,19%;11,59%;16,77%;15,01%;15,09%;12,96%;13,54%
M. Líquida;9,38%;12,65%;13,77%;8,63%;14,97%;13,37%;15,19%;12,79%;10,92%
ROE;13,49%;17,12%;17,50%;10,11%;15,21%;12,89%;14,42%;12,94%;10,88%
ROA;4,95%;6,73%;6,95%;3,82%;6,41%;5,24%;6,09%;5,29%;4,49%
ROIC;1,88%;11,13%;9,75%;5,59%;7,59%;5,81%;8,54%;5,88%;6,51%
Giro ativos;0,53;0,53;0,50;0,44;0,43;0,39;0,40;0,41;0,41
CAGR Receitas 5 anos;7,09%;6,79%;3,99%;2,07%;-2,15%;-5,46%;-5,98%;-5,86%;-6,26%
CAGR Lucros 5 anos;3,25%;8,38%;-0,80%;21,34%;-13,32%;12,46%;-3,26%;-1,61%;-14,38%
