;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,45%;1,73%;1,73%;1,85%;1,57%;1,68%;1,82%;2,24%;2,02%
Div;3.96;;3.44;3.04;2.76;2.48;2.16;1.93;1.79
P/L;71.48;;29.73;30.39;66.41;44.71;32.19;21.17;40.75
PEG Ratio;-2,78;-;-;-;-;-;-;-;-
P/VP;3,76;2.997,56;2,77;2,29;2,43;4,55;3,74;2,82;3,23
EV/EBITDA;-;25.488,18;16,95;15,83;37,53;25,34;19,16;13,79;22,51
EV/EBIT;-;51.873,09;26,99;26,86;64,17;38,99;28,24;19,59;33,82
P/EBITDA;-;25.487,15;15,98;14,93;35,68;23,57;17,36;11,77;18,79
P/EBIT;-;51.870,99;25,44;25,32;61,01;36,27;25,59;16,73;28,23
VPA;72,63;0,07;71,67;71,60;72,32;32,47;31,79;30,44;27,57
P/Ativo;2,74;2.186,34;2,02;1,66;1,76;2,54;2,05;1,55;1,55
LPA;3.82;0.0;6.68;5.4;2.65;3.3;3.69;4.06;2.18
P/SR;13,05;11.185,05;8,01;6,95;12,62;9,74;7,31;5,10;6,26
P/Cap. Giro;113,10;42.238,56;83,29;33,48;35,41;47,35;91,86;29,96;43,47
P/Ativo Circ. Liq.;-3,01;-2.466,88;-2,22;-1,84;-1,97;-2,88;-2,26;-1,73;-1,75
Dív. líquida/PL;0,17;0,12;0,17;0,14;0,13;0,34;0,39;0,48;0,64
Dív. líquida/EBITDA;-;1,03;0,97;0,91;1,85;1,77;1,80;2,02;3,72
Dív. líquida/EBIT;-;2,10;1,55;1,54;3,17;2,72;2,66;2,87;5,59
PL/Ativos;0,73;0,73;0,73;0,72;0,73;0,56;0,55;0,55;0,48
Passivos/Ativos;0,27;0,27;0,27;0,28;0,27;0,44;0,45;0,45;0,52
Liq. corrente;1,37;1,84;1,37;2,02;1,94;1,84;1,32;2,01;1,47
M. Bruta;59,90%;57,08%;64,01%;62,70%;61,83%;65,87%;67,00%;68,28%;60,39%
M. EBITDA;-%;43,89%;50,11%;46,58%;35,37%;41,33%;42,09%;43,35%;33,30%
M. EBIT;0,00%;21,56%;31,47%;27,46%;20,68%;26,86%;28,55%;30,52%;22,16%
M. Líquida;18,25%;17,35%;26,94%;22,88%;19,00%;21,79%;22,70%;24,11%;15,35%
ROE;5,26%;4,65%;9,32%;7,54%;3,66%;10,17%;11,61%;13,32%;7,93%
ROA;3,84%;3,39%;6,79%;5,46%;2,66%;5,69%;6,36%;7,34%;3,81%
ROIC;-%;-339.781,91%;8,42%;6,86%;3,24%;8,25%;9,40%;9,99%;5,83%
Giro ativos;0,21;0,20;0,25;0,24;0,14;0,26;0,28;0,30;0,25
CAGR Receitas 5 anos;-72,50%;14,60%;18,02%;16,42%;10,28%;15,90%;18,77%;14,20%;2,71%
CAGR Lucros 5 anos;-73,94%;17,17%;27,83%;10,04%;11,87%;16,66%;17,39%;4,34%;-0,13%
