;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,91%;4,59%;0,89%;0,17%;-%;-%;-%;7,70%;3,43%
Div;0.31;0.2;0.08;0.01;;;;0.72;0.42
P/L;8.0;3.27;11.52;12.61;13.7;-17.62;-49.1;13.99;17.51
PEG Ratio;1,63;-;-;-;-;-;-;-3,06;-0,12
P/VP;1,75;0,86;2,40;1,35;2,40;132,96;20,00;8,18;10,43
EV/EBITDA;6,20;5,49;4,70;6,26;5,69;10,32;11,57;-;-
EV/EBIT;6,83;5,43;7,29;8,59;8,19;16,76;19,82;8,48;9,25
P/EBITDA;1,63;0,85;1,52;1,46;2,26;5,31;6,68;-;-
P/EBIT;1,80;0,84;2,36;2,01;3,25;8,63;11,45;4,43;5,67
VPA;6,04;4,92;3,93;3,31;3,05;0,10;0,82;1,15;1,18
P/Ativo;0,21;0,10;0,25;0,17;0,31;0,67;0,79;0,52;0,88
LPA;1.33;1.3;0.82;0.35;0.53;-0.76;-0.33;0.67;0.7
P/SR;0,68;0,30;0,74;0,51;1,10;1,87;2,30;1,65;2,24
P/Cap. Giro;4,18;-1,27;-70,14;-2,51;-3,43;-9,72;-5,42;4,90;18,09
P/Ativo Circ. Liq.;-0,25;-0,12;-0,32;-0,19;-0,37;-0,80;-0,99;-0,75;-1,21
Dív. líquida/PL;4,92;4,72;5,02;4,40;3,65;125,34;14,63;7,49;6,57
Dív. líquida/EBITDA;4,57;4,64;3,18;4,79;3,43;5,01;4,89;-;-
Dív. líquida/EBIT;5,04;4,59;4,94;6,58;4,94;8,13;8,37;4,05;3,57
PL/Ativos;0,12;0,12;0,11;0,13;0,13;0,01;0,04;0,06;0,08
Passivos/Ativos;0,87;0,87;0,88;0,86;0,86;0,99;0,96;0,94;0,90
Liq. corrente;1,51;0,67;0,98;0,63;0,64;0,69;0,58;1,54;1,22
M. Bruta;39,37%;39,59%;36,80%;31,79%;39,55%;41,08%;38,05%;43,84%;46,41%
M. EBITDA;41,40%;35,29%;48,80%;34,91%;48,56%;35,17%;34,48%;-%;-%
M. EBIT;37,58%;35,68%;31,46%;25,45%;33,71%;21,64%;20,13%;37,37%;39,52%
M. Líquida;8,44%;9,16%;6,44%;4,05%;8,00%;-10,60%;-4,69%;11,82%;12,80%
ROE;21,93%;26,38%;20,80%;10,67%;17,55%;-754,68%;-40,73%;58,49%;59,59%
ROA;2,63%;3,09%;2,19%;1,36%;2,27%;-3,82%;-1,61%;3,74%;5,02%
ROIC;11,35%;11,45%;6,69%;8,99%;10,42%;4,31%;5,64%;10,57%;12,96%
Giro ativos;0,31;0,34;0,34;0,33;0,28;0,36;0,34;0,32;0,39
CAGR Receitas 5 anos;20,09%;20,09%;22,79%;14,60%;10,46%;7,89%;6,12%;3,73%;7,99%
CAGR Lucros 5 anos;-%;-%;8,75%;-8,94%;-%;-%;-%;-1,20%;-1,44%
