;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,83%;3,67%;4,55%;10,48%;6,01%;1,50%;1,42%;-%;-%
Div;0.05;0.36;0.58;0.86;0.65;0.24;0.19;;
P/L;20.09;7.98;11.04;5.73;5.13;8.37;15.8;;
PEG Ratio;-0,28;-;-;-;-;-;-;-;-
P/VP;0,60;1,01;1,52;0,99;1,42;2,72;2,13;-;-
EV/EBITDA;5,52;4,66;3,13;3,30;4,57;5,22;8,46;-;-
EV/EBIT;7,58;5,88;5,13;3,97;5,52;6,11;10,60;-;-
P/EBITDA;1,25;2,02;2,00;1,80;2,70;4,69;7,23;-;-
P/EBIT;1,72;2,55;3,28;2,16;3,25;5,48;9,06;-;-
VPA;9,39;9,81;8,43;8,33;7,65;5,92;6,31;-;-
P/Ativo;0,11;0,21;0,33;0,21;0,33;0,62;0,74;-;-
LPA;0.28;1.24;1.16;1.43;2.12;1.92;0.85;;
P/SR;0,15;0,27;0,39;0,24;0,40;1,04;0,92;-;-
P/Cap. Giro;0,36;0,77;1,27;0,69;1,37;2,45;1,94;-;-
P/Ativo Circ. Liq.;-0,23;-0,50;-0,78;-0,54;-0,86;-1,51;1,94;-;-
Dív. líquida/PL;2,04;1,38;0,89;0,83;0,91;0,56;0,52;0,73;0,39
Dív. líquida/EBITDA;4,25;2,77;1,17;1,52;1,73;0,97;1,32;1,98;1,80
Dív. líquida/EBIT;5,84;3,49;1,93;1,83;2,09;1,13;1,66;2,54;2,91
PL/Ativos;0,18;0,21;0,22;0,21;0,24;0,23;0,27;0,26;0,29
Passivos/Ativos;0,74;0,71;0,70;0,70;0,69;0,70;0,66;0,65;0,62
Liq. corrente;2,23;1,91;1,81;2,01;1,66;1,75;2,49;2,20;1,96
M. Bruta;25,86%;26,72%;25,66%;23,54%;25,04%;25,18%;24,72%;23,75%;23,73%
M. EBITDA;11,94%;13,55%;19,37%;13,50%;14,65%;22,11%;13,09%;13,13%;10,50%
M. EBIT;8,70%;10,74%;11,80%;11,23%;12,15%;18,92%;10,43%;10,26%;6,50%
M. Líquida;0,75%;3,43%;3,51%;4,23%;7,70%;12,39%;4,86%;3,56%;1,59%
ROE;2,99%;12,65%;13,74%;17,19%;27,69%;32,46%;14,63%;9,93%;3,26%
ROA;0,53%;2,65%;2,98%;3,66%;6,51%;7,40%;3,91%;2,60%;0,94%
ROIC;8,18%;9,09%;9,26%;11,21%;12,70%;9,99%;7,97%;7,07%;3,44%
Giro ativos;0,72;0,77;0,85;0,87;0,84;0,60;0,80;0,73;0,59
CAGR Receitas 5 anos;18,53%;18,53%;20,63%;30,59%;28,12%;11,59%;6,15%;0,04%;-3,46%
CAGR Lucros 5 anos;-16,86%;10,53%;20,26%;58,80%;-%;-%;4,16%;-8,38%;1,88%
