;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;12,83%;3,52%;3,51%;4,32%;6,89%;6,16%;6,13%;7,24%;0,71%
Div;3.8;0.6;0.85;0.56;1.09;1.81;1.82;1.11;0.09
P/L;7.43;3.95;10.22;6.46;6.9;6.69;28.54;-73.3;-55.63
PEG Ratio;0,25;-;-;-;-;-;-;6,54;0,34
P/VP;1,30;0,73;1,25;0,73;1,02;2,14;2,49;1,20;0,89
EV/EBITDA;9,80;5,82;9,96;9,54;9,24;6,83;26,73;-;-
EV/EBIT;7,83;4,73;10,73;7,94;7,00;5,74;22,05;136,35;393,36
P/EBITDA;7,88;4,02;7,94;6,88;7,83;6,37;24,39;-;-
P/EBIT;6,29;3,27;8,55;5,72;5,93;5,34;20,12;117,92;314,22
VPA;22,84;23,16;19,24;17,82;15,51;13,77;11,91;12,88;14,82
P/Ativo;0,54;0,31;0,55;0,32;0,46;1,03;1,19;0,63;0,51
LPA;3.99;4.29;2.36;2.02;2.29;4.4;1.04;-0.21;-0.24
P/SR;1,56;0,82;1,54;0,97;1,32;3,08;3,02;1,97;1,98
P/Cap. Giro;1,30;0,77;1,52;0,96;1,17;2,98;3,75;1,46;1,19
P/Ativo Circ. Liq.;-1,30;-0,71;-1,27;-0,71;-1,07;-2,19;-2,56;-1,58;-1,41
Dív. líquida/PL;0,32;0,33;0,32;0,28;0,18;0,16;0,24;0,19;0,22
Dív. líquida/EBITDA;1,92;1,80;2,02;2,66;1,41;0,47;2,34;-;-
Dív. líquida/EBIT;1,53;1,47;2,18;2,21;1,07;0,39;1,93;18,43;79,14
PL/Ativos;0,42;0,42;0,44;0,43;0,45;0,48;0,48;0,52;0,57
Passivos/Ativos;0,54;0,53;0,51;0,54;0,51;0,49;0,48;0,44;0,39
Liq. corrente;3,51;3,27;2,83;2,48;3,11;2,88;2,44;3,52;3,01
M. Bruta;32,51%;32,39%;32,68%;32,04%;34,77%;32,70%;30,93%;26,54%;27,47%
M. EBITDA;19,75%;20,34%;19,39%;14,03%;16,82%;48,40%;12,38%;-%;-%
M. EBIT;24,72%;25,02%;18,00%;16,87%;22,19%;57,66%;15,01%;1,67%;0,63%
M. Líquida;20,95%;20,70%;15,07%;14,95%;19,09%;46,04%;10,58%;-2,68%;-3,55%
ROE;17,45%;18,54%;12,25%;11,36%;14,75%;31,98%;8,73%;-1,64%;-1,60%
ROA;7,30%;7,76%;5,42%;4,88%;6,61%;15,40%;4,16%;-0,86%;-0,91%
ROIC;10,25%;11,35%;5,95%;6,28%;9,33%;20,53%;6,56%;-0,20%;-0,54%
Giro ativos;0,35;0,38;0,36;0,33;0,35;0,33;0,39;0,32;0,26
CAGR Receitas 5 anos;15,17%;15,17%;14,72%;15,15%;8,44%;-2,51%;-7,54%;-10,15%;-13,84%
CAGR Lucros 5 anos;34,36%;31,72%;-%;-%;43,29%;31,49%;-8,87%;-%;-%
