;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;4,26%;5,77%;5,42%;5,17%;3,24%;2,32%;2,32%;-%;-%
Div;1.38;1.09;1.16;0.8;0.52;0.41;0.58;;
P/L;8.92;6.31;5.81;3.97;5.01;7.61;13.55;;
PEG Ratio;0,51;-;-;-;-;-;-;-;-
P/VP;1,09;0,70;0,87;0,70;0,82;1,01;1,59;-;-
EV/EBITDA;6,39;5,28;4,06;4,75;-;-;8,87;-;-
EV/EBIT;8,28;6,98;6,56;5,93;6,69;8,75;11,42;-;-
P/EBITDA;2,91;1,79;1,64;1,61;-;-;5,49;-;-
P/EBIT;3,77;2,37;2,64;2,01;2,50;4,38;7,07;-;-
VPA;29,82;26,89;24,61;22,03;19,68;17,44;15,63;14,21;2,63
P/Ativo;0,35;0,21;0,26;0,20;0,23;0,32;0,56;-;-
LPA;3.63;2.99;3.68;3.89;3.23;2.31;1.84;1.27;0.07
P/SR;0,75;0,47;0,58;0,44;0,46;0,67;1,06;-;-
P/Cap. Giro;9,75;5,19;18,16;5,91;10,69;7,18;8,94;-;-
P/Ativo Circ. Liq.;-0,43;-0,27;-0,34;-0,27;-0,31;-0,42;-0,73;-;-
Dív. líquida/PL;1,30;1,37;1,28;1,37;1,38;1,01;0,98;0,99;0,94
Dív. líquida/EBITDA;3,48;3,49;2,42;3,14;-;-;3,38;3,89;4,81
Dív. líquida/EBIT;4,51;4,62;3,91;3,92;4,19;4,37;4,35;5,23;6,80
PL/Ativos;0,32;0,30;0,30;0,29;0,28;0,32;0,35;0,37;0,36
Passivos/Ativos;0,68;0,70;0,70;0,71;0,72;0,68;0,64;0,62;0,63
Liq. corrente;1,23;1,22;1,07;1,13;1,09;1,25;1,35;1,43;0,92
M. Bruta;26,84%;26,73%;26,43%;29,14%;25,26%;23,05%;22,40%;19,56%;17,64%
M. EBITDA;25,83%;26,17%;35,67%;27,26%;-%;-%;19,34%;16,95%;14,65%
M. EBIT;19,94%;19,80%;22,10%;21,83%;18,24%;15,25%;15,01%;12,60%;10,36%
M. Líquida;8,44%;7,42%;10,06%;11,03%;9,09%;8,78%;7,83%;5,92%;1,98%
ROE;12,18%;11,14%;14,94%;17,64%;16,43%;13,27%;11,75%;8,90%;2,64%
ROA;3,88%;3,32%;4,50%;5,11%;4,57%;4,24%;4,11%;3,30%;0,96%
ROIC;11,42%;10,16%;11,77%;12,19%;10,10%;8,22%;8,71%;7,15%;5,44%
Giro ativos;0,46;0,45;0,45;0,46;0,50;0,48;0,52;0,56;0,49
CAGR Receitas 5 anos;11,47%;11,47%;11,31%;15,85%;23,82%;16,97%;18,25%;19,63%;11,97%
CAGR Lucros 5 anos;14,61%;10,27%;23,76%;63,32%;66,92%;55,46%;27,69%;10,64%;-17,29%
