;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;14,95%;7,47%;5,64%;7,22%;4,41%;5,50%;8,45%;7,87%;3,52%
Div;1.75;0.66;0.58;0.61;0.39;0.65;1.19;0.95;0.38
P/L;8.23;6.48;7.95;6.04;6.46;13.98;11.49;9.57;10.0
PEG Ratio;0,62;-;-;-;-;-;-;0,60;-12,25
P/VP;1,42;1,06;1,29;1,13;1,20;1,72;2,15;1,64;1,57
EV/EBITDA;7,27;5,72;6,84;5,45;6,04;12,19;10,15;-;-
EV/EBIT;7,78;6,13;7,80;5,74;6,37;13,17;10,82;9,50;9,93
P/EBITDA;6,97;5,45;6,66;5,03;5,71;11,81;10,11;-;-
P/EBIT;7,46;5,84;7,59;5,30;6,02;12,77;10,78;9,09;9,78
VPA;8,24;8,34;8,03;7,50;7,46;6,82;6,57;7,38;6,90
P/Ativo;1,15;0,84;1,02;0,85;0,92;1,36;1,76;1,36;1,27
LPA;1.42;1.36;1.3;1.41;1.38;0.84;1.23;1.26;1.08
P/SR;15,94;11,63;14,51;9,73;9,65;16,78;23,66;16,80;16,38
P/Cap. Giro;24,87;14,20;13,64;19,05;19,99;22,97;31,15;22,89;32,61
P/Ativo Circ. Liq.;-1,26;-0,94;-1,16;-0,97;-1,03;-1,53;-1,94;-1,51;-1,39
Dív. líquida/PL;0,05;0,05;0,04;0,08;0,05;0,02;0,01;0,01;0,04
Dív. líquida/EBITDA;0,23;0,24;0,19;0,34;0,25;0,16;0,05;-;-
Dív. líquida/EBIT;0,25;0,25;0,22;0,36;0,27;0,17;0,05;0,06;0,25
PL/Ativos;0,81;0,79;0,79;0,75;0,77;0,79;0,82;0,83;0,81
Passivos/Ativos;0,15;0,17;0,17;0,21;0,19;0,16;0,14;0,12;0,14
Liq. corrente;2,18;2,17;2,64;1,59;1,68;2,15;2,48;2,66;1,76
M. Bruta;23,52%;29,78%;32,20%;33,88%;35,18%;31,50%;25,76%;25,38%;26,06%
M. EBITDA;228,63%;213,54%;217,95%;193,54%;169,14%;142,02%;234,03%;-%;-%
M. EBIT;213,64%;199,00%;191,11%;183,47%;160,31%;131,36%;219,53%;184,69%;167,50%
M. Líquida;193,63%;179,45%;182,39%;161,14%;149,33%;120,00%;205,91%;175,55%;163,90%
ROE;17,22%;16,34%;16,23%;18,78%;18,52%;12,30%;18,67%;17,11%;15,30%
ROA;14,03%;12,89%;12,78%;14,15%;14,19%;9,72%;15,28%;14,25%;12,42%
ROIC;16,30%;15,36%;13,81%;17,12%;16,64%;11,36%;17,33%;15,80%;13,40%
Giro ativos;0,07;0,07;0,07;0,09;0,10;0,08;0,07;0,08;0,08
CAGR Receitas 5 anos;10,46%;10,46%;6,55%;11,30%;11,75%;3,78%;-0,05%;0,32%;0,35%
CAGR Lucros 5 anos;9,06%;7,46%;7,37%;10,92%;8,24%;-4,47%;5,44%;10,61%;12,40%
