;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;7,67%;10,75%;7,59%;14,00%;12,38%;9,63%;6,06%;11,81%;8,27%
Div;3.23;3.53;2.91;4.86;4.51;3.21;1.89;2.79;1.76
P/L;8.42;6.68;9.67;8.24;5.66;5.07;10.72;7.59;11.34
PEG Ratio;3,82;-;-;-;-;-;-;0,12;-0,46
P/VP;1,90;1,63;2,03;1,82;1,87;1,91;2,18;1,78;1,69
EV/EBITDA;10,13;8,72;11,24;10,05;7,10;7,11;14,48;10,05;13,52
EV/EBIT;8,15;7,11;9,26;7,79;5,52;5,27;11,39;7,98;11,12
P/EBITDA;6,18;4,85;6,88;6,31;4,70;4,85;9,72;7,16;9,65
P/EBIT;4,97;3,95;5,66;4,89;3,65;3,59;7,65;5,69;7,94
VPA;22,19;20,14;18,94;19,07;19,40;17,49;14,30;13,27;12,62
P/Ativo;0,67;0,55;0,68;0,69;0,79;0,81;0,96;0,94;0,91
LPA;5.0;4.92;3.97;4.21;6.43;6.57;2.91;3.11;1.88
P/SR;3,22;3,04;3,93;4,56;3,61;3,22;5,98;4,97;6,83
P/Cap. Giro;10,69;20,22;7,45;5,78;17,45;7,56;4,18;6,35;5,65
P/Ativo Circ. Liq.;-0,79;-0,65;-0,84;-0,84;-0,91;-0,98;-1,40;-1,22;-1,20
Dív. líquida/PL;1,21;1,30;1,26;1,08;0,96;0,89;1,07;0,72;0,68
Dív. líquida/EBITDA;3,94;3,88;4,37;3,74;2,41;2,26;4,76;2,89;3,87
Dív. líquida/EBIT;3,17;3,16;3,60;2,90;1,87;1,68;3,74;2,29;3,18
PL/Ativos;0,35;0,34;0,34;0,38;0,42;0,43;0,44;0,53;0,54
Passivos/Ativos;0,65;0,66;0,66;0,62;0,58;0,57;0,56;0,47;0,46
Liq. corrente;1,67;1,23;2,00;3,02;1,51;2,80;3,58;2,98;3,02
M. Bruta;57,72%;66,49%;63,10%;80,95%;81,31%;70,57%;68,02%;77,84%;81,64%
M. EBITDA;52,04%;62,80%;57,20%;72,30%;76,84%;66,53%;61,57%;69,41%;70,71%
M. EBIT;64,68%;77,01%;69,45%;93,30%;98,94%;89,71%;78,27%;87,44%;86,00%
M. Líquida;38,21%;45,56%;40,68%;55,39%;63,76%;63,54%;55,82%;65,51%;60,19%
ROE;22,54%;24,41%;20,48%;22,06%;33,12%;37,55%;20,33%;23,43%;14,91%
ROA;7,90%;8,29%;7,03%;8,37%;13,93%;16,04%;8,92%;12,43%;8,05%
ROIC;15,75%;15,58%;14,17%;14,85%;22,42%;22,30%;12,28%;16,29%;11,84%
Giro ativos;0,21;0,18;0,17;0,15;0,22;0,25;0,16;0,19;0,13
CAGR Receitas 5 anos;15,68%;15,68%;15,51%;19,43%;20,07%;18,22%;3,71%;2,46%;-0,90%
CAGR Lucros 5 anos;11,46%;11,08%;5,01%;17,46%;20,76%;20,00%;2,06%;3,71%;1,93%
