;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;14,08%;9,55%;4,38%;4,07%;8,08%;-%;-%;-%;-%
Div;4.54;1.67;0.79;0.52;0.57;;;;
P/L;11.4;7.84;10.9;11.2;6.82;18.88;;;
PEG Ratio;0,32;-;-;-;-;-;-;-;-
P/VP;7,17;4,65;6,07;4,92;3,46;6,20;-;-;-
EV/EBITDA;-;5,47;6,85;7,48;4,63;12,00;-;-;-
EV/EBIT;8,25;5,69;8,37;7,89;4,89;12,80;-;-;-
P/EBITDA;-;5,97;7,38;8,16;5,15;12,64;-;-;-
P/EBIT;8,64;6,22;9,02;8,60;5,43;13,49;-;-;-
VPA;4,50;3,75;2,96;2,58;2,03;1,68;-;-;-
P/Ativo;1,76;1,17;1,70;1,32;0,79;1,85;-;-;-
LPA;2.83;2.23;1.65;1.13;1.03;0.55;;;
P/SR;1,98;1,30;1,82;1,64;1,18;2,65;-;-;-
P/Cap. Giro;5,84;3,45;4,67;3,71;2,79;4,04;-;-;-
P/Ativo Circ. Liq.;-4,46;-3,16;-5,97;-5,03;-2,72;-10,39;-;-;-
Dív. líquida/PL;-0,33;-0,39;-0,44;-0,41;-0,34;-0,32;-0,13;-0,16;-0,05
Dív. líquida/EBITDA;-;-0,50;-0,53;-0,68;-0,51;-0,64;-0,11;-0,17;-0,08
Dív. líquida/EBIT;-0,39;-0,52;-0,65;-0,72;-0,54;-0,69;-0,12;-0,17;-0,09
PL/Ativos;0,25;0,25;0,28;0,27;0,23;0,30;0,17;0,19;0,17
Passivos/Ativos;0,71;0,70;0,68;0,69;0,72;0,61;0,72;0,69;0,74
Liq. corrente;2,00;2,18;2,03;1,93;1,66;2,25;1,67;1,88;1,41
M. Bruta;39,45%;38,53%;37,95%;37,08%;37,09%;37,42%;34,92%;34,20%;29,94%
M. EBITDA;-%;21,74%;24,66%;20,07%;22,84%;20,97%;24,00%;21,25%;16,56%
M. EBIT;22,92%;20,88%;20,16%;19,02%;21,65%;19,66%;23,30%;20,86%;15,66%
M. Líquida;17,37%;16,55%;16,69%;14,61%;17,24%;14,05%;15,71%;14,24%;13,86%
ROE;62,90%;59,32%;55,70%;43,88%;50,71%;32,85%;74,96%;61,54%;53,18%
ROA;15,47%;14,98%;15,58%;11,79%;11,54%;9,78%;12,43%;11,60%;8,84%
ROIC;34,56%;31,79%;27,14%;27,44%;30,10%;21,63%;33,11%;30,76%;21,69%
Giro ativos;0,89;0,90;0,93;0,81;0,67;0,70;0,79;0,81;0,64
CAGR Receitas 5 anos;30,96%;30,96%;25,68%;22,62%;-%;-%;-%;-%;-%
CAGR Lucros 5 anos;40,32%;32,33%;29,75%;23,93%;-%;-%;-%;-%;-%
