;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;1,64%;-%;-%;-%;-%;-%;-%;-%
Div;;0.39;;;;;;;
P/L;8.05;-12.0;15.56;51.26;;-15.71;;;
PEG Ratio;0,09;-;-;-;-;-;-;-;-
P/VP;0,63;1,04;1,15;1,79;1,65;3,78;-;-;-
EV/EBITDA;-;5,93;6,72;14,33;8,15;-;-;-;-
EV/EBIT;7,01;9,69;10,79;29,10;10,45;-23,21;-;-;-
P/EBITDA;-;2,67;3,10;13,93;12,77;-;-;-;-
P/EBIT;3,00;4,37;4,98;28,28;16,38;-23,64;-;-;-
VPA;26,70;22,67;22,89;21,09;20,28;9,84;-;-;-
P/Ativo;0,19;0,25;0,31;0,96;1,25;1,93;-;-;-
LPA;2.09;-1.96;1.69;0.74;0.0;-2.37;;;
P/SR;0,71;1,25;1,12;4,45;9,34;19,94;-;-;-
P/Cap. Giro;2,23;2,90;10,03;11,29;3,17;6,20;-;-;-
P/Ativo Circ. Liq.;-0,23;-0,31;-0,39;-1,20;-2,48;-3,05;-;-;-
Dív. líquida/PL;0,84;1,26;1,34;0,05;-0,60;-0,07;-0,27;-0,32;-0,52
Dív. líquida/EBITDA;-;3,26;3,62;0,40;-4,62;-;-;-;-
Dív. líquida/EBIT;4,01;5,32;5,81;0,81;-5,93;0,42;4,16;-3,25;2,00
PL/Ativos;0,29;0,24;0,27;0,54;0,75;0,51;0,60;0,60;0,51
Passivos/Ativos;0,71;0,76;0,72;0,46;0,23;0,49;0,40;0,40;0,49
Liq. corrente;1,72;1,69;1,19;1,76;4,79;6,74;2,71;3,14;5,46
M. Bruta;30,20%;26,68%;31,28%;51,49%;56,10%;47,99%;50,52%;65,45%;66,39%
M. EBITDA;-%;46,79%;36,19%;31,95%;73,15%;-%;-%;-%;-%
M. EBIT;23,64%;28,62%;22,52%;15,74%;57,03%;-84,38%;-47,16%;75,48%;-172,23%
M. Líquida;8,81%;-10,42%;7,21%;8,68%;-0,12%;-126,92%;-98,66%;-34,93%;-151,16%
ROE;7,83%;-8,64%;7,38%;3,49%;-0,02%;-24,07%;-13,50%;-4,60%;-22,68%
ROA;2,31%;-2,05%;2,01%;1,88%;-0,02%;-12,29%;-8,06%;-2,76%;-11,62%
ROIC;6,15%;7,06%;6,30%;-1,31%;8,39%;-11,55%;-8,07%;8,57%;-28,16%
Giro ativos;0,26;0,20;0,28;0,22;0,13;0,10;0,08;0,08;0,08
CAGR Receitas 5 anos;206,24%;206,24%;178,26%;118,19%;-%;-%;-%;-%;-%
CAGR Lucros 5 anos;-%;-%;-%;-%;-%;-%;-%;-%;-%
