;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;12,08%;3,82%;0,95%;1,85%;0,59%;-%;-%;-%;-%
Div;1.4;0.49;0.21;0.56;0.16;;;;
P/L;8.05;7.92;13.24;20.77;25.14;;;;
PEG Ratio;-0,41;-;-;-;-;-;-;-;-
P/VP;1,21;1,42;2,77;4,47;4,82;-;-;-;-
EV/EBITDA;6,95;6,60;10,24;18,84;22,26;-;-;-;-
EV/EBIT;8,35;7,79;13,10;20,53;23,92;-;-;-;-
P/EBITDA;7,35;6,51;10,81;19,76;23,52;-;-;-;-
P/EBIT;8,83;7,69;13,83;21,53;25,27;-;-;-;-
VPA;9,63;8,98;7,94;6,81;5,80;-;-;-;-
P/Ativo;0,68;0,75;1,47;2,00;2,58;-;-;-;-
LPA;1.44;1.61;1.66;1.47;1.11;;;;
P/SR;0,83;0,88;1,76;2,36;2,97;-;-;-;-
P/Cap. Giro;1,53;1,84;3,21;4,81;5,43;-;-;-;-
P/Ativo Circ. Liq.;-2,57;-2,80;-5,66;-8,56;-15,26;-;-;-;-
Dív. líquida/PL;-0,07;0,02;-0,15;-0,21;-0,26;-0,26;-0,19;-0,30;-0,26
Dív. líquida/EBITDA;-0,40;0,08;-0,57;-0,92;-1,26;-0,63;-0,69;-0,93;-0,72
Dív. líquida/EBIT;-0,48;0,10;-0,73;-1,00;-1,35;-0,65;-0,74;-0,98;-0,75
PL/Ativos;0,56;0,53;0,53;0,45;0,53;0,40;0,45;0,48;0,44
Passivos/Ativos;0,43;0,47;0,46;0,55;0,46;0,60;0,55;0,52;0,56
Liq. corrente;2,54;2,27;2,64;2,19;2,33;1,89;1,96;2,03;1,86
M. Bruta;29,64%;30,75%;31,12%;28,39%;29,45%;32,84%;34,93%;36,55%;35,03%
M. EBITDA;11,29%;13,51%;16,25%;11,93%;12,62%;18,92%;11,67%;13,86%;12,73%
M. EBIT;9,41%;11,44%;12,70%;10,95%;11,75%;18,10%;10,83%;13,05%;12,15%
M. Líquida;10,32%;11,12%;13,26%;11,35%;11,81%;15,37%;11,15%;11,28%;12,27%
ROE;14,99%;17,98%;20,93%;21,53%;19,18%;33,59%;26,13%;25,97%;35,31%
ROA;8,45%;9,50%;11,13%;9,63%;10,25%;13,43%;11,83%;12,59%;15,46%
ROIC;8,87%;13,42%;12,60%;13,58%;14,98%;25,39%;18,44%;22,19%;23,91%
Giro ativos;0,82;0,85;0,84;0,85;0,87;0,87;1,06;1,12;1,26
CAGR Receitas 5 anos;22,88%;22,88%;23,30%;23,09%;-%;-%;-%;-%;-%
CAGR Lucros 5 anos;20,07%;22,80%;27,35%;21,18%;-%;-%;-%;-%;-%
