;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;9,35%;4,68%;3,20%;11,72%;19,45%;4,03%;3,74%;3,55%;12,57%
Div;1.222475;0.385905;0.304025;0.805099;1.190503;2.81832;2.586693;1.05692;2.6909
P/L;17,67;8,75;12,53;16,91;3,38;4,91;9,50;5,80;5,67
PEG Ratio;-0,61;-;-;-;-;-;-;0,16;0,37
P/VP;1,50;0,96;1,19;0,90;0,77;0,96;1,10;0,51;0,39
EV/EBITDA;11,35;6,76;14,22;-;-;-;-;-;-
EV/EBIT;12,42;9,98;16,24;10,40;4,75;-;-;-;-
P/EBITDA;7,91;4,10;6,71;-;-;3,72;4,53;-;-
P/EBIT;8,65;6,05;7,66;6,45;3,08;4,50;5,93;3,41;2,73
VPA;8,71;8,61;8,01;7,61;7,98;72,94;63,04;58,59;55,57
P/Ativo;0,63;0,43;0,51;0,38;0,34;0,41;0,49;0,23;0,18
LPA;0,74;0,94;0,76;0,41;1,81;14,27;7,27;5,14;3,78
P/SR;1,56;1,09;1,32;0,86;0,70;1,03;1,16;0,55;0,42
P/Cap. Giro;9,81;9,11;6,42;8,66;5,22;10,93;7,38;-472,26;-14,35
P/Ativo Circ. Liq.;-0,80;-0,55;-0,67;-0,47;-0,44;-0,54;-0,62;-0,28;-0,21
Dív. líquida/PL;0,65;0,51;0,39;0,47;0,38;0,34;0,50;0,59;0,57
Dív. líquida/EBITDA;3,44;2,18;2,21;-;-;1,31;2,07;-;-
Dív. líquida/EBIT;3,76;3,22;2,52;3,35;1,53;1,58;2,70;3,96;4,08
PL/Ativos;0,42;0,45;0,43;0,42;0,44;0,43;0,45;0,45;0,46
Passivos/Ativos;0,58;0,55;0,57;0,57;0,55;0,57;0,54;0,55;0,53
Liq. corrente;1,43;1,26;1,47;1,30;1,40;1,18;1,48;1,00;0,93
M. Bruta;21,31%;21,59%;22,80%;22,80%;20,28%;28,37%;27,60%;22,99%;23,95%
M. EBITDA;19,76%;26,49%;19,64%;-%;-%;27,61%;25,72%;-%;-%
M. EBIT;18,07%;17,94%;17,20%;13,30%;22,71%;22,83%;19,64%;16,03%;15,27%
M. Líquida;8,85%;12,40%;10,52%;5,07%;20,65%;20,95%;12,25%;9,42%;7,37%
ROE;8,50%;10,94%;9,34%;5,34%;22,68%;19,56%;11,53%;8,78%;6,80%
ROA;3,56%;4,90%;4,05%;2,24%;10,00%;8,35%;5,19%;3,92%;3,12%
ROIC;8,15%;8,13%;7,69%;8,09%;12,31%;9,83%;8,75%;6,75%;7,37%
Giro ativos;0,40;0,39;0,38;0,44;0,48;0,40;0,42;0,42;0,42
CAGR Receitas 5 anos;6,88%;6,88%;7,54%;9,35%;12,85%;4,51%;3,14%;10,22%;10,55%
CAGR Lucros 5 anos;2,10%;7,14%;9,93%;1,47%;40,78%;26,76%;10,54%;5,58%;8,09%
