;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,17%;3,27%;2,09%;6,49%;-%;-%;1,12%;0,50%;2,68%
Div;1.1165;2.017363;1.163375;3.128753;;;0.4447;0.192228;0.183
P/L;9,93;-11,04;5,23;2,81;9,49;-7,43;-19,17;132,28;11,43
PEG Ratio;0,18;-;-;-;-;-;-;-1,61;1,68
P/VP;1,44;2,42;1,65;1,99;5,43;11,02;3,01;3,51;1,78
EV/EBITDA;3,58;5,73;2,50;4,20;5,58;9,49;10,17;-;-
EV/EBIT;11,67;10,04;10,61;5,54;7,72;17,00;41,20;10,46;9,25
P/EBITDA;1,73;2,84;1,42;2,24;3,25;5,27;5,07;-;-
P/EBIT;5,65;4,98;6,03;2,96;4,50;9,44;20,55;8,41;6,34
VPA;35,69;25,54;33,75;24,29;11,07;5,31;13,20;10,86;10,51
P/Ativo;0,40;0,47;0,51;0,49;0,69;0,78;0,55;0,78;0,72
LPA;5,18;-5,60;10,64;17,18;6,34;-7,88;-2,07;0,29;1,63
P/SR;1,27;1,65;1,85;1,32;2,00;2,62;2,08;3,13;1,96
P/Cap. Giro;2,22;4,41;3,10;2,90;3,63;8,14;7,29;1,70;6,69
P/Ativo Circ. Liq.;-0,53;-0,63;-0,70;-0,68;-0,96;-0,95;-0,68;-1,82;-0,95
Dív. líquida/PL;1,54;2,46;1,25;1,74;3,88;8,83;3,02;0,85;0,82
Dív. líquida/EBITDA;1,85;2,89;1,08;1,96;2,33;4,22;5,10;-;-
Dív. líquida/EBIT;6,02;5,06;4,58;2,59;3,22;7,56;20,65;2,05;2,91
PL/Ativos;0,27;0,19;0,31;0,25;0,13;0,07;0,18;0,22;0,41
Passivos/Ativos;0,72;0,80;0,69;0,75;0,87;0,93;0,82;0,78;0,59
Liq. corrente;3,20;1,72;2,61;2,56;2,95;2,20;1,65;5,08;1,83
M. Bruta;34,44%;42,19%;36,92%;50,19%;49,68%;37,73%;20,26%;48,51%;38,70%
M. EBITDA;73,45%;58,03%;130,39%;58,93%;61,43%;49,65%;40,94%;-%;-%
M. EBIT;22,51%;33,10%;30,73%;44,60%;44,38%;27,72%;10,10%;37,25%;30,97%
M. Líquida;12,80%;-14,92%;35,43%;46,92%;21,06%;-35,21%;-10,83%;2,37%;17,18%
ROE;14,52%;-21,91%;31,51%;70,72%;57,22%;-148,30%;-15,68%;2,65%;15,55%
ROA;3,98%;-4,26%;9,81%;17,55%;7,25%;-10,54%;-2,88%;0,59%;6,34%
ROIC;1,67%;2,43%;-2,23%;15,74%;18,97%;1,89%;1,65%;10,16%;11,87%
Giro ativos;0,31;0,29;0,28;0,37;0,34;0,30;0,27;0,25;0,37
CAGR Receitas 5 anos;12,75%;12,75%;24,23%;36,49%;32,90%;24,40%;29,06%;18,76%;15,17%
CAGR Lucros 5 anos;-%;-%;113,39%;66,86%;38,51%;-%;-%;-%;-%
