;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;3,22%;4,10%;1,36%;3,51%;1,43%;3,58%;4,02%;5,30%;3,94%
Div;0.484843;0.416715;0.19333;0.380301;0.16598;0.481803;0.762375;0.594058;0.636632
P/L;10,52;16,45;16,80;5,29;33,66;142,43;26,66;28,90;18,15
PEG Ratio;0,13;-;-;-;-;-;-;-0,51;3,72
P/VP;1,96;1,51;2,30;1,91;2,83;3,51;4,71;2,75;4,00
EV/EBITDA;8,43;8,73;6,95;3,65;6,70;9,18;9,54;9,59;8,94
EV/EBIT;8,04;8,79;8,37;4,21;12,18;20,10;14,77;15,59;11,47
P/EBITDA;4,07;3,76;3,82;1,87;3,53;6,11;6,98;5,93;6,52
P/EBIT;3,88;3,78;4,60;2,16;6,43;13,37;10,81;9,63;8,37
VPA;7,70;6,74;6,17;5,68;4,09;3,83;4,03;4,08;4,04
P/Ativo;0,45;0,35;0,52;0,43;0,57;0,81;1,15;0,73;1,07
LPA;1,43;0,62;0,84;2,05;0,34;0,09;0,71;0,39;0,89
P/SR;1,39;0,94;1,51;1,14;1,91;2,75;3,62;2,33;3,09
P/Cap. Giro;5,55;4,77;11,40;11,78;11,38;54,00;62,58;-71,84;63,65
P/Ativo Circ. Liq.;-0,55;-0,42;-0,66;-0,58;-0,70;-1,07;-1,47;-0,87;-1,35
Dív. líquida/PL;2,09;2,00;1,88;1,81;2,54;1,77;1,72;1,70;1,48
Dív. líquida/EBITDA;4,36;4,97;3,13;1,78;3,16;3,07;2,56;3,67;2,41
Dív. líquida/EBIT;4,16;5,00;3,77;2,05;5,76;6,73;3,96;5,96;3,10
PL/Ativos;0,23;0,23;0,23;0,23;0,20;0,23;0,24;0,27;0,27
Passivos/Ativos;0,76;0,76;0,76;0,77;0,79;0,76;0,75;0,73;0,72
Liq. corrente;1,89;1,70;1,30;1,17;1,35;1,07;1,09;0,94;1,09
M. Bruta;43,84%;33,68%;42,88%;58,37%;37,92%;34,64%;42,40%;39,77%;37,30%
M. EBITDA;34,25%;25,09%;39,60%;60,90%;54,14%;45,06%;51,83%;39,29%;47,36%
M. EBIT;35,90%;24,92%;32,87%;52,72%;29,75%;20,58%;33,50%;24,18%;36,90%
M. Líquida;13,25%;5,73%;9,00%;21,55%;5,68%;1,93%;13,58%;8,06%;17,02%
ROE;18,60%;9,18%;13,68%;36,05%;8,42%;2,47%;17,67%;9,51%;22,03%
ROA;4,30%;2,11%;3,12%;8,18%;1,68%;0,57%;4,32%;2,54%;5,87%
ROIC;12,86%;9,19%;8,83%;17,92%;7,27%;5,17%;9,71%;6,35%;11,69%
Giro ativos;0,32;0,37;0,35;0,38;0,30;0,30;0,32;0,32;0,34
CAGR Receitas 5 anos;15,52%;15,52%;14,27%;12,68%;4,14%;3,13%;7,44%;10,06%;15,57%
CAGR Lucros 5 anos;14,99%;-2,79%;16,85%;18,12%;-16,50%;-26,23%;1,29%;-10,34%;8,83%
