;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;3,04%;4,41%;6,78%;12,36%;11,26%;1,31%;1,40%;2,56%;0,40%
Div;0.62;0.8;1.61;3.63;3.07;0.32;0.28;0.25;0.05
P/L;13,59;8,26;5,57;4,30;3,03;17,77;28,57;11,06;-59,24
PEG Ratio;-0,36;-;-;-;-;-;-;-0,01;0,68
P/VP;0,75;0,65;0,85;1,07;1,10;1,36;1,28;0,99;0,90
EV/EBITDA;5,07;3,96;3,50;2,75;2,22;6,57;8,05;6,00;10,31
EV/EBIT;8,59;5,64;4,39;3,02;2,44;9,53;13,35;8,79;30,24
P/EBITDA;4,35;3,54;3,18;2,52;2,03;5,58;6,52;4,30;6,60
P/EBIT;7,39;5,04;3,99;2,77;2,23;8,09;10,80;6,30;19,35
VPA;27,26;27,88;28,02;27,56;24,77;17,95;15,68;14,96;13,75
P/Ativo;0,47;0,43;0,56;0,67;0,64;0,67;0,64;0,50;0,42
LPA;1,50;2,20;4,27;6,83;9,01;1,38;0,70;1,34;-0,21
P/SR;0,59;0,56;0,61;0,60;0,60;0,96;0,87;0,55;0,58
P/Cap. Giro;1,94;1,73;2,33;2,76;2,52;3,53;3,18;2,83;2,07
P/Ativo Circ. Liq.;-0,76;-0,70;-0,91;-1,16;-1,14;-1,06;-0,96;-0,75;-0,66
Dív. líquida/PL;0,16;0,09;0,11;0,16;0,17;0,32;0,36;0,45;0,56
Dív. líquida/EBITDA;0,94;0,50;0,42;0,37;0,31;1,31;1,85;1,95;4,07
Dív. líquida/EBIT;1,59;0,72;0,53;0,40;0,34;1,90;3,06;2,86;11,94
PL/Ativos;0,63;0,67;0,66;0,62;0,58;0,49;0,50;0,50;0,47
Passivos/Ativos;0,37;0,33;0,34;0,37;0,42;0,51;0,50;0,49;0,52
Liq. corrente;2,70;3,01;2,59;2,32;2,33;2,04;2,46;2,06;2,33
M. Bruta;11,68%;13,73%;16,44%;22,75%;26,57%;13,54%;10,60%;13,32%;9,76%
M. EBITDA;13,45%;15,90%;19,03%;23,62%;29,51%;17,21%;13,31%;12,84%;8,74%
M. EBIT;7,92%;11,17%;15,17%;21,54%;26,83%;11,86%;8,03%;8,77%;2,98%
M. Líquida;4,31%;6,81%;10,89%;13,86%;19,78%;5,40%;3,04%;4,99%;-0,97%
ROE;5,50%;7,88%;15,24%;24,78%;36,37%;7,67%;4,47%;8,95%;-1,52%
ROA;3,44%;5,26%;10,02%;15,48%;20,99%;3,75%;2,23%;4,49%;-0,71%
ROIC;5,81%;8,83%;9,95%;22,70%;28,69%;8,41%;6,31%;9,50%;1,99%
Giro ativos;0,80;0,77;0,92;1,12;1,06;0,69;0,73;0,90;0,73
CAGR Receitas 5 anos;11,07%;11,07%;8,35%;17,42%;15,78%;0,11%;-1,40%;2,98%;-0,57%
CAGR Lucros 5 anos;20,05%;30,56%;26,63%;-%;-%;-%;-3,02%;7,78%;-%
