;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;6,23%;5,33%;4,10%;3,26%;1,91%;0,74%;1,03%;1,06%;1,14%
Div;0.83829;0.64559;0.713738;0.667067;0.467453;0.323648;0.580647;0.377802;0.403827
P/L;9,73;10,73;17,19;15,72;38,17;31,62;40,49;29,64;34,45
PEG Ratio;0,77;-;-;-;-;-;-;0,76;2,00
P/VP;1,34;1,19;1,67;2,01;2,46;6,30;9,46;7,65;7,83
EV/EBITDA;3,41;3,19;3,24;7,84;12,53;21,47;18,86;17,71;18,33
EV/EBIT;7,38;8,75;17,55;13,64;26,64;41,29;27,24;21,62;23,88
P/EBITDA;3,77;3,71;3,48;8,29;13,97;21,04;18,75;17,40;17,82
P/EBIT;8,13;10,20;18,87;14,42;29,69;40,46;27,08;21,24;23,21
VPA;10,07;10,17;10,43;10,18;9,92;6,91;5,94;5,54;4,53
P/Ativo;0,74;0,63;0,82;0,96;1,13;2,37;3,77;3,43;3,34
LPA;1,38;1,13;1,01;1,30;0,64;1,38;1,39;1,43;1,03
P/SR;0,87;0,89;1,23;1,53;2,29;4,60;4,64;3,59;3,39
P/Cap. Giro;2,96;2,75;3,57;3,36;4,01;10,62;23,57;18,83;12,84
P/Ativo Circ. Liq.;-1,75;-1,60;-2,02;-2,51;-3,25;-6,03;-8,67;-10,46;-9,56
Dív. líquida/PL;-0,12;-0,17;-0,12;-0,11;-0,25;0,13;0,06;0,14;0,23
Dív. líquida/EBITDA;-0,35;-0,53;-0,24;-0,45;-1,43;0,43;0,11;0,31;0,51
Dív. líquida/EBIT;-0,76;-1,45;-1,32;-0,78;-3,05;0,83;0,17;0,38;0,67
PL/Ativos;0,55;0,53;0,49;0,48;0,46;0,38;0,40;0,45;0,43
Passivos/Ativos;0,45;0,47;0,51;0,52;0,54;0,62;0,60;0,55;0,57
Liq. corrente;1,76;1,61;1,63;1,86;1,76;1,58;1,40;1,37;1,67
M. Bruta;61,41%;60,56%;60,23%;60,17%;58,39%;57,23%;61,09%;61,02%;60,44%
M. EBITDA;23,05%;23,95%;35,29%;18,45%;16,36%;21,86%;24,76%;20,63%;19,03%
M. EBIT;10,67%;8,72%;6,51%;10,60%;7,70%;11,37%;17,14%;16,90%;14,60%
M. Líquida;8,92%;8,29%;7,15%;9,73%;5,99%;14,54%;11,46%;12,11%;9,84%
ROE;13,72%;11,11%;9,72%;12,80%;6,46%;19,93%;23,36%;25,80%;22,73%
ROA;7,59%;5,88%;4,76%;6,11%;2,96%;7,49%;9,32%;11,56%;9,71%
ROIC;14,06%;8,77%;4,45%;10,52%;6,08%;8,47%;19,39%;18,27%;16,01%
Giro ativos;0,85;0,71;0,67;0,63;0,49;0,51;0,81;0,96;0,99
CAGR Receitas 5 anos;8,53%;8,53%;10,12%;12,26%;10,38%;4,17%;12,95%;14,03%;14,02%
CAGR Lucros 5 anos;4,84%;1,72%;-0,88%;12,01%;0,26%;13,62%;18,45%;20,15%;15,57%
