;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;9,05%;5,91%;6,09%;7,56%;1,43%;0,08%;4,67%;6,52%;2,52%
Div;1.69689;1.371494;1.354107;1.509122;0.365973;0.021821;0.669826;1.100335;0.423885
P/L;12,67;15,66;9,27;4,78;9,55;-11,95;29,47;125,00;31,31
PEG Ratio;-1,22;-;-;-;-;-;-;-1,69;-0,40
P/VP;2,29;4,31;2,16;2,35;5,02;7,81;3,29;2,73;2,30
EV/EBITDA;5,82;6,92;3,44;5,35;7,64;11,31;9,38;7,39;10,97
EV/EBIT;10,21;13,53;10,73;6,41;9,03;15,41;13,57;9,91;18,00
P/EBITDA;2,75;3,26;1,88;2,80;4,43;6,79;5,45;4,29;6,54
P/EBIT;4,83;6,38;5,88;3,35;5,24;9,25;7,88;5,76;10,73
VPA;8,20;5,38;10,31;8,51;5,11;3,39;5,59;5,82;7,64
P/Ativo;0,38;0,48;0,45;0,47;0,69;0,84;0,57;0,58;0,55
LPA;1,48;1,48;2,40;4,18;2,69;-2,21;0,62;0,13;0,56
P/SR;1,13;1,46;1,39;1,12;1,75;2,49;1,94;1,72;1,99
P/Cap. Giro;2,67;4,31;2,36;3,71;3,46;4,15;1,88;2,40;2,07
P/Ativo Circ. Liq.;-0,51;-0,63;-0,64;-0,64;-1,02;-1,21;-0,95;-0,92;-0,89
Dív. líquida/PL;2,55;4,84;1,78;2,14;3,64;5,19;2,37;1,97;1,56
Dív. líquida/EBITDA;3,07;3,66;1,56;2,55;3,21;4,52;3,93;3,10;4,43
Dív. líquida/EBIT;5,38;7,15;4,85;3,06;3,80;6,15;5,68;4,16;7,27
PL/Ativos;0,16;0,11;0,21;0,20;0,14;0,11;0,17;0,21;0,24
Passivos/Ativos;0,76;0,85;0,75;0,76;0,83;0,88;0,81;0,78;0,76
Liq. corrente;2,12;1,93;2,70;1,90;2,49;2,98;4,40;2,93;3,15
M. Bruta;38,34%;37,52%;38,00%;47,50%;45,77%;39,52%;33,30%;42,95%;32,67%
M. EBITDA;40,92%;44,78%;73,51%;40,02%;39,50%;36,65%;35,58%;39,95%;30,40%
M. EBIT;23,31%;22,89%;23,58%;33,40%;33,41%;26,90%;24,60%;29,79%;18,54%
M. Líquida;8,89%;9,32%;14,95%;23,42%;18,32%;-20,82%;6,58%;1,37%;6,36%
ROE;18,06%;27,53%;23,26%;49,08%;52,61%;-65,29%;11,18%;2,18%;7,36%
ROA;2,97%;3,08%;4,86%;9,86%;7,18%;-7,05%;1,95%;0,46%;1,74%
ROIC;7,93%;8,61%;2,82%;12,41%;12,34%;5,83%;7,77%;10,50%;4,65%
Giro ativos;0,33;0,33;0,33;0,42;0,39;0,34;0,30;0,34;0,27
CAGR Receitas 5 anos;13,85%;13,85%;12,47%;19,06%;18,37%;16,01%;15,98%;16,84%;15,00%
CAGR Lucros 5 anos;22,30%;22,06%;81,33%;54,55%;4,00%;-%;-1,54%;-13,88%;-6,68%
