;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;17,38%;52,03%;-%;12,63%;114,83%;6,81%;-%;23,05%;64,92%
Div;3.039743;6.551172;;0.524094;8.267783;;;;
P/L;6,52;1,55;-72,81;-11,11;0,85;41,28;92,67;-1.173,70;6,11
PEG Ratio;-0,09;-;-;-;-;-;-;11,68;-0,01
P/VP;1,05;0,79;0,48;0,42;0,66;1,28;1,60;1,00;0,92
EV/EBITDA;-;-;-;-;-;12,96;15,29;11,19;-
EV/EBIT;5,26;1,51;8,07;9,25;1,20;12,96;15,29;11,23;5,06
P/EBITDA;-;-;-;-;-;8,56;11,22;4,87;-
P/EBIT;4,37;1,01;4,24;4,43;0,67;8,56;11,22;4,89;2,26
VPA;4,79;7,03;9,93;10,00;10,91;10,66;15,91;8,74;9,70
P/Ativo;0,33;0,27;0,18;0,16;0,22;0,42;0,57;0,29;0,29
LPA;0,77;3,58;-0,07;-0,37;8,43;0,33;0,27;-0,01;1,46
P/SR;2,39;0,62;1,72;1,34;0,48;4,30;6,46;2,13;2,39
P/Cap. Giro;6,35;0,91;2,17;1,75;1,87;6,41;4,08;7,33;8,16
P/Ativo Circ. Liq.;-0,39;-0,42;-0,20;-0,18;-0,28;-0,48;-0,71;-0,34;-0,34
Dív. líquida/PL;0,21;0,38;0,44;0,45;0,52;0,66;0,58;1,29;1,14
Dív. líquida/EBITDA;-;-;-;-;-;4,40;4,08;6,32;-
Dív. líquida/EBIT;0,89;0,49;3,83;4,82;0,53;4,40;4,08;6,34;2,80
PL/Ativos;0,31;0,34;0,38;0,37;0,34;0,33;0,36;0,29;0,32
Passivos/Ativos;0,40;0,42;0,36;0,37;0,43;0,40;0,40;0,51;0,48
Liq. corrente;1,51;5,21;5,28;4,84;2,78;2,57;3,88;1,39;1,39
M. Bruta;53,31%;42,22%;55,28%;43,52%;72,20%;63,04%;65,32%;58,16%;58,14%
M. EBITDA;-%;-%;-%;-%;-%;50,22%;57,58%;43,63%;-%
M. EBIT;54,54%;61,47%;40,58%;30,12%;70,87%;50,22%;57,58%;43,49%;105,56%
M. Líquida;36,60%;40,23%;-2,36%;-12,01%;55,79%;10,42%;6,97%;-0,18%;39,04%
ROE;16,18%;50,87%;-0,66%;-3,73%;77,27%;3,11%;1,72%;-0,08%;15,00%
ROA;5,01%;17,35%;-0,25%;-1,40%;26,30%;1,03%;0,62%;-0,02%;4,79%
ROIC;6,52%;22,31%;2,75%;3,23%;35,25%;4,79%;4,37%;5,03%;12,28%
Giro ativos;0,14;0,43;0,11;0,12;0,47;0,10;0,09;0,14;0,12
CAGR Receitas 5 anos;23,59%;23,59%;-2,81%;1,23%;40,50%;4,82%;4,28%;8,73%;3,66%
CAGR Lucros 5 anos;29,23%;75,50%;-%;-%;-%;16,80%;-19,65%;-%;2,63%
