;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;37,03%;8,39%;19,62%;5,07%;10,01%;2,00%;2,61%;10,84%;4,40%
Div;1.703218;0.409482;1.387759;0.30559;0.865834;0.311606;0.321101;0.889158;1.252811
P/L;5,72;5,99;11,24;9,58;12,98;18,66;22,38;12,63;12,94
PEG Ratio;0,55;-;-;-;-;-;-;-1,11;3,11
P/VP;1,02;1,09;1,74;1,25;1,91;1,79;3,01;2,14;2,66
EV/EBITDA;6,03;4,40;7,07;12,23;13,79;15,82;23,03;11,45;13,51
EV/EBIT;6,71;5,97;20,41;18,44;16,99;20,45;28,06;13,10;15,27
P/EBITDA;7,98;5,82;8,04;15,08;16,10;19,42;25,72;14,15;16,26
P/EBIT;8,88;7,90;23,20;22,75;19,83;25,10;31,34;16,19;18,38
VPA;4,49;4,48;4,06;4,84;4,54;4,69;4,08;3,84;10,70
P/Ativo;0,92;0,98;1,57;1,13;1,71;1,62;2,73;1,92;2,39
LPA;0,80;0,82;0,63;0,63;0,67;0,45;0,55;0,65;2,20
P/SR;1,52;1,67;2,62;2,17;3,33;3,99;5,35;3,17;3,80
P/Cap. Giro;1,80;1,68;2,75;2,12;2,91;2,65;4,70;2,89;3,39
P/Ativo Circ. Liq.;-2,35;-3,02;-4,64;-2,93;-5,22;-5,13;-7,86;-7,95;-11,73
Dív. líquida/PL;-0,25;-0,27;-0,21;-0,24;-0,27;-0,33;-0,31;-0,41;-0,45
Dív. líquida/EBITDA;-1,95;-1,42;-0,97;-2,86;-2,31;-3,60;-2,69;-2,70;-2,74
Dív. líquida/EBIT;-2,18;-1,93;-2,79;-4,31;-2,84;-4,66;-3,27;-3,09;-3,10
PL/Ativos;0,90;0,90;0,90;0,91;0,90;0,90;0,91;0,90;0,90
Passivos/Ativos;0,10;0,10;0,10;0,09;0,10;0,10;0,09;0,10;0,10
Liq. corrente;6,07;7,10;7,02;7,28;8,02;9,12;8,91;7,99;8,84
M. Bruta;47,01%;47,21%;44,53%;40,11%;43,97%;46,10%;45,61%;47,40%;48,88%
M. EBITDA;18,99%;28,76%;32,61%;14,35%;20,69%;20,52%;20,80%;22,40%;23,37%
M. EBIT;17,06%;21,21%;11,30%;9,52%;16,80%;15,88%;17,07%;19,58%;20,67%
M. Líquida;26,50%;27,97%;23,33%;22,61%;25,66%;21,36%;23,90%;25,09%;29,35%
ROE;17,92%;18,19%;15,51%;13,02%;14,68%;9,58%;13,44%;16,90%;20,54%
ROA;16,04%;16,34%;13,93%;11,78%;13,20%;8,67%;12,18%;15,17%;18,48%
ROIC;9,10%;9,75%;3,66%;5,14%;8,03%;6,18%;8,21%;11,79%;12,64%
Giro ativos;0,61;0,58;0,60;0,52;0,51;0,41;0,51;0,60;0,63
CAGR Receitas 5 anos;4,88%;4,88%;0,84%;2,21%;2,75%;-2,95%;-1,50%;1,30%;3,65%
CAGR Lucros 5 anos;7,96%;8,24%;-0,62%;-2,98%;-1,08%;-5,97%;0,19%;6,19%;9,03%
