;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;9,84%;16,85%;3,07%;3,28%;12,61%;1,20%;-%;-%;-%
Div;0.765226;0.902899;0.503485;0.150011;0.830795;0.144301;;;
P/L;8,70;25,46;7,59;9,30;6,04;173,54;28,33;-8,40;-3,83
PEG Ratio;0,15;-;-;-;-;-;-;0,16;0,00
P/VP;0,79;0,60;0,84;0,51;0,77;1,46;2,02;0,86;0,74
EV/EBITDA;12,38;12,41;5,92;5,73;2,83;22,44;21,54;-;-7,72
EV/EBIT;12,10;14,12;6,95;6,21;2,90;6,29;22,61;-13,03;-7,18
P/EBITDA;10,39;8,96;4,77;7,14;5,14;33,39;18,89;-;-4,28
P/EBIT;10,16;10,20;5,60;7,73;5,27;9,37;19,83;-8,35;-3,99
VPA;9,90;9,00;9,73;9,02;8,59;8,24;7,69;7,01;7,74
P/Ativo;0,31;0,21;0,22;0,15;0,24;0,49;0,68;0,28;0,27
LPA;0,89;0,21;1,08;0,49;1,09;0,07;0,55;-0,71;-1,50
P/SR;0,95;0,50;0,55;0,42;0,61;1,53;1,77;0,92;0,93
P/Cap. Giro;0,54;0,33;0,43;0,32;0,55;1,19;1,53;0,56;0,52
P/Ativo Circ. Liq.;-1,09;-1,17;-0,90;-0,61;-0,88;-1,85;-2,36;-1,48;-1,63
Dív. líquida/PL;0,15;0,23;0,20;-0,10;-0,34;-0,48;0,28;0,48;0,59
Dív. líquida/EBITDA;1,99;3,45;1,15;-1,41;-2,31;-10,95;2,65;-;-3,44
Dív. líquida/EBIT;1,95;3,92;1,35;-1,53;-2,37;-3,07;2,79;-4,68;-3,20
PL/Ativos;0,40;0,35;0,27;0,29;0,31;0,34;0,33;0,33;0,37
Passivos/Ativos;0,55;0,60;0,61;0,59;0,56;0,52;0,62;0,62;0,58
Liq. corrente;5,14;4,32;3,27;2,48;2,38;2,30;2,65;2,73;2,66
M. Bruta;26,08%;26,78%;21,74%;22,54%;27,77%;28,87%;24,87%;13,75%;11,10%
M. EBITDA;9,12%;5,54%;11,56%;5,87%;11,93%;4,57%;9,34%;-%;-21,77%
M. EBIT;9,34%;4,87%;9,84%;5,42%;11,65%;16,28%;8,90%;-10,96%;-23,39%
M. Líquida;10,90%;1,95%;7,26%;4,50%;10,16%;0,88%;6,23%;-10,90%;-24,32%
ROE;9,03%;2,34%;11,10%;5,46%;12,70%;0,84%;7,14%;-10,19%;-19,13%
ROA;3,57%;0,81%;2,96%;1,56%;3,90%;0,28%;2,39%;-3,39%;-7,10%
ROIC;3,21%;2,01%;4,21%;1,98%;7,68%;8,15%;3,97%;-5,56%;-9,81%
Giro ativos;0,33;0,42;0,41;0,35;0,38;0,32;0,38;0,31;0,29
CAGR Receitas 5 anos;2,43%;2,43%;15,06%;10,85%;5,48%;-5,40%;-2,81%;-9,72%;-11,22%
CAGR Lucros 5 anos;8,46%;-18,79%;-%;-%;162,14%;-32,05%;-13,93%;-%;-%
