;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;11,17%;5,79%;2,41%;6,50%;5,32%;2,73%;3,32%;4,86%;2,16%
Div;1.675297;0.698911;0.434801;1.004291;0.957664;0.736762;1.014661;0.830304;0.77152
P/L;13,67;10,72;23,29;18,43;16,35;33,37;30,90;18,81;14,54
PEG Ratio;-6,40;-;-;-;-;-;-;5,50;0,36
P/VP;1,52;1,25;1,94;2,12;3,10;4,90;5,49;3,56;2,73
EV/EBITDA;4,49;3,91;4,01;6,76;7,45;11,27;11,81;-;-
EV/EBIT;9,28;8,06;14,40;10,94;11,80;19,72;18,57;13,29;10,58
P/EBITDA;3,29;2,68;3,00;4,77;5,42;10,24;10,95;-;-
P/EBIT;6,80;5,51;10,78;7,72;8,57;17,91;17,23;12,39;9,77
VPA;9,86;9,67;9,29;7,30;5,80;5,52;5,56;5,55;10,84
P/Ativo;0,60;0,51;0,85;0,73;0,94;1,55;1,89;1,59;1,32
LPA;1,10;1,13;0,77;0,84;1,10;0,81;0,99;1,05;2,04
P/SR;1,02;0,86;1,53;1,27;1,48;2,89;3,32;2,34;1,96
P/Cap. Giro;3,08;2,51;8,84;4,90;10,68;11,13;13,07;7,70;7,42
P/Ativo Circ. Liq.;-0,94;-0,76;-1,12;-1,05;-1,32;-2,35;-2,67;-2,52;-2,06
Dív. líquida/PL;0,55;0,58;0,65;0,88;1,17;0,49;0,43;0,26;0,22
Dív. líquida/EBITDA;1,20;1,24;1,01;1,99;2,04;1,03;0,85;-;-
Dív. líquida/EBIT;2,48;2,55;3,62;3,22;3,22;1,80;1,34;0,89;0,80
PL/Ativos;0,40;0,40;0,44;0,34;0,30;0,32;0,35;0,45;0,48
Passivos/Ativos;0,60;0,59;0,56;0,65;0,69;0,68;0,65;0,55;0,52
Liq. corrente;2,21;2,51;1,66;1,94;1,44;1,69;1,99;2,30;1,98
M. Bruta;26,88%;27,89%;26,89%;27,11%;29,10%;27,25%;30,58%;30,34%;30,89%
M. EBITDA;30,89%;32,12%;50,83%;26,66%;27,27%;28,18%;30,33%;-%;-%
M. EBIT;14,96%;15,59%;14,15%;16,47%;17,23%;16,11%;19,28%;18,89%;20,01%
M. Líquida;7,44%;8,02%;6,55%;6,90%;9,04%;8,65%;10,75%;12,44%;13,45%
ROE;11,13%;11,65%;8,34%;11,48%;18,96%;14,68%;17,76%;18,95%;18,79%
ROA;4,42%;4,72%;3,66%;3,95%;5,76%;4,65%;6,13%;8,48%;9,09%
ROIC;9,31%;9,25%;7,45%;10,01%;10,88%;10,81%;13,46%;12,75%;13,39%
Giro ativos;0,59;0,59;0,56;0,57;0,64;0,54;0,57;0,68;0,68
CAGR Receitas 5 anos;21,48%;21,48%;19,42%;13,37%;13,06%;9,42%;11,59%;9,97%;9,67%
CAGR Lucros 5 anos;13,97%;14,56%;5,03%;-0,81%;8,87%;19,07%;29,49%;40,23%;24,64%
