;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;8,50%;9,07%;11,84%;18,28%;4,28%;1,44%;1,18%;-%;-%
Div;0.836693;0.844001;1.294024;3.680376;1.67342;0.546845;0.34886;;
P/L;12,46;8,40;7,73;4,73;7,68;14,78;20,62;47,49;-15,00
PEG Ratio;-0,29;-;-;-;-;-;-;-0,38;-0,27
P/VP;2,34;2,26;2,70;3,03;2,57;1,93;1,66;0,89;1,18
EV/EBITDA;10,66;11,24;11,10;2,99;4,79;6,76;8,87;8,45;-39,15
EV/EBIT;8,43;5,47;5,98;3,17;5,45;9,15;14,09;19,49;-12,67
P/EBITDA;10,73;11,89;12,07;3,30;5,09;9,19;9,30;8,11;-40,31
P/EBIT;8,48;5,79;6,51;3,49;5,80;12,43;14,78;18,70;-13,04
VPA;4,21;4,12;4,04;6,65;15,21;19,67;17,76;16,76;16,55
P/Ativo;1,14;1,05;1,34;1,42;1,17;1,05;1,15;0,56;0,72
LPA;0,79;1,11;1,41;4,26;5,09;2,57;1,43;0,31;-1,30
P/SR;1,14;1,04;1,30;1,00;0,97;1,49;1,33;0,68;0,89
P/Cap. Giro;3,60;3,16;5,25;5,35;9,22;6,51;6,13;3,51;6,64
P/Ativo Circ. Liq.;-3,30;-3,19;-4,01;-5,01;-3,00;-2,51;-2,08;-1,01;-1,25
Dív. líquida/PL;-0,02;-0,12;-0,22;-0,28;-0,15;-0,51;-0,08;0,04;-0,03
Dív. líquida/EBITDA;-0,07;-0,66;-0,97;-0,30;-0,30;-2,43;-0,44;0,34;1,16
Dív. líquida/EBIT;-0,06;-0,32;-0,53;-0,32;-0,34;-3,29;-0,69;0,79;0,38
PL/Ativos;0,49;0,46;0,49;0,47;0,45;0,55;0,69;0,63;0,61
Passivos/Ativos;0,51;0,54;0,51;0,53;0,55;0,45;0,31;0,37;0,39
Liq. corrente;1,94;1,98;1,62;1,59;1,26;1,39;1,71;1,55;1,34
M. Bruta;25,38%;29,94%;29,68%;36,48%;27,03%;24,21%;24,88%;14,46%;8,37%
M. EBITDA;10,62%;8,75%;10,76%;30,20%;19,02%;16,20%;14,28%;8,40%;-2,20%
M. EBIT;13,44%;17,99%;19,96%;28,54%;16,71%;11,98%;8,99%;3,64%;-6,81%
M. Líquida;9,14%;12,39%;16,81%;21,07%;12,61%;10,08%;6,44%;1,43%;-5,92%
ROE;18,77%;26,89%;35,01%;64,04%;33,50%;13,07%;8,04%;1,87%;-7,87%
ROA;9,14%;12,50%;17,28%;30,03%;15,18%;7,13%;5,56%;1,17%;-4,78%
ROIC;13,10%;18,72%;23,25%;49,59%;29,17%;11,01%;8,32%;2,76%;-8,22%
Giro ativos;1,00;1,01;1,03;1,43;1,20;0,71;0,86;0,82;0,81
CAGR Receitas 5 anos;22,47%;22,47%;21,28%;25,71%;20,87%;-1,00%;-8,42%;-0,63%;6,38%
CAGR Lucros 5 anos;30,44%;39,60%;98,42%;-%;-%;61,09%;-22,30%;-33,19%;-%
