;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;12,22%;5,32%;3,91%;3,24%;2,01%;2,38%;2,48%;3,24%;2,64%
Div;6.01;5.2;4.98;4.73;4.48;4.24;4.01;3.74;3.45
P/L;-20.66;54.27;235.74;48.46;62.54;31.61;53.01;34.04;86.6
PEG Ratio;0,09;-;-;-;-;-;-;-;-
P/VP;0,51;0,94;1,18;1,31;2,18;2,05;1,83;1,57;1,95
EV/EBITDA;15,76;15,61;23,67;19,99;26,80;18,25;26,39;20,90;23,82
EV/EBIT;652,88;41,31;91,60;44,52;51,22;29,50;58,15;46,52;54,97
P/EBITDA;6,22;9,21;15,90;14,55;21,66;14,15;19,53;14,72;17,56
P/EBIT;257,80;24,36;61,52;32,40;41,39;22,88;43,03;32,76;40,53
VPA;96,28;103,88;107,45;111,11;102,44;86,89;88,18;73,32;67,12
P/Ativo;0,23;0,45;0,59;0,70;1,17;1,05;1,01;0,86;1,04
LPA;-2.38;1.8;0.54;3.01;3.56;5.64;3.05;3.39;1.51
P/SR;10,76;5,39;7,55;9,61;16,67;12,75;12,15;9,33;11,16
P/Cap. Giro;-;-;-;-;-;-;-17,44;-17,71;-26,43
P/Ativo Circ. Liq.;-0,23;-0,45;-0,59;-0,70;-1,17;-1,05;-1,03;-0,87;-1,07
Dív. líquida/PL;0,78;0,65;0,58;0,49;0,52;0,59;0,64;0,66;0,69
Dív. líquida/EBITDA;9,54;6,40;7,77;5,44;5,15;4,10;6,86;6,18;6,26
Dív. líquida/EBIT;395,07;16,95;30,08;12,12;9,84;6,63;15,11;13,76;14,44
PL/Ativos;0,45;0,48;0,50;0,53;0,54;0,51;0,55;0,55;0,53
Passivos/Ativos;0,55;0,52;0,50;0,47;0,46;0,49;0,45;0,45;0,47
Liq. corrente;-;-;-;-;-;-;0,19;0,29;0,38
M. Bruta;69,52%;70,82%;70,23%;69,75%;70,51%;71,88%;70,91%;71,29%;71,14%
M. EBITDA;172,87%;58,55%;47,51%;66,02%;76,96%;90,11%;62,20%;63,42%;63,56%
M. EBIT;4,17%;22,13%;12,27%;29,65%;40,27%;55,75%;28,24%;28,50%;27,54%
M. Líquida;-52,09%;9,93%;3,20%;19,83%;26,65%;40,35%;22,92%;27,42%;12,89%
ROE;-2,47%;1,73%;0,50%;2,71%;3,48%;6,49%;3,46%;4,62%;2,25%
ROA;-1,10%;0,82%;0,25%;1,44%;1,86%;3,33%;1,91%;2,52%;1,20%
ROIC;0,11%;2,29%;1,19%;2,63%;3,41%;5,45%;2,55%;2,83%;2,77%
Giro ativos;0,02;0,08;0,08;0,07;0,07;0,08;0,08;0,09;0,09
CAGR Receitas 5 anos;15,27%;16,80%;18,07%;18,06%;17,46%;16,07%;16,03%;14,45%;11,42%
CAGR Lucros 5 anos;-1,65%;-22,22%;29,11%;-%;45,84%;37,23%;27,33%;16,54%;-%
