;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,83%;3,16%;1,76%;1,65%;1,69%;2,13%;2,79%;4,05%;3,29%
Div;;1.81;1.59;1.16;1.48;1.47;1.46;1.46;1.44
P/L;;16.17;21.78;29.94;138.54;31.51;35.16;33.3;62.44
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;4,91;4,63;7,48;6,53;9,07;3,22;2,37;2,59;3,14
EV/EBITDA;35,37;10,47;13,31;15,60;29,43;-;13,06;5,63;15,57
EV/EBIT;132,98;14,24;17,64;26,36;81,89;41,78;31,65;10,01;50,51
P/EBITDA;31,03;8,84;11,80;13,09;24,98;-;7,30;5,11;13,42
P/EBIT;116,68;12,03;15,65;22,12;69,51;27,76;17,69;9,08;43,53
VPA;13,10;12,38;12,05;10,76;9,60;21,45;22,13;13,87;13,98
P/Ativo;2,26;1,94;2,98;2,38;2,94;1,03;0,68;1,03;1,34
LPA;0.0;3.55;4.14;2.35;0.63;2.19;1.49;1.08;0.7
P/SR;7,90;4,04;5,77;5,64;8,90;3,41;2,34;2,14;3,02
P/Cap. Giro;18,94;62,48;-988,48;36,52;-183,07;31,01;-78,35;6,35;6,42
P/Ativo Circ. Liq.;-2,81;-2,40;-3,66;-2,80;-3,38;-1,18;-0,78;-1,74;-1,91
Dív. líquida/PL;0,69;0,85;0,95;1,25;1,62;1,63;1,87;0,27;0,50
Dív. líquida/EBITDA;4,34;1,63;1,50;2,51;4,45;-;5,76;0,52;2,15
Dív. líquida/EBIT;16,30;2,22;1,99;4,24;12,38;14,02;13,96;0,93;6,98
PL/Ativos;0,46;0,42;0,40;0,36;0,32;0,32;0,29;0,40;0,43
Passivos/Ativos;0,54;0,58;0,60;0,64;0,68;0,68;0,71;0,60;0,57
Liq. corrente;2,59;1,20;0,98;1,75;0,89;1,35;0,93;1,66;3,27
M. Bruta;56,07%;65,44%;67,52%;65,23%;62,13%;61,47%;54,80%;60,81%;51,56%
M. EBITDA;25,46%;45,69%;48,93%;43,09%;35,63%;-%;32,05%;41,83%;22,47%
M. EBIT;6,77%;33,59%;36,90%;25,50%;12,81%;12,28%;13,22%;23,52%;6,93%
M. Líquida;-0,01%;24,98%;26,52%;18,85%;6,42%;10,82%;6,65%;6,42%;4,83%
ROE;-0,01%;28,64%;34,35%;21,81%;6,55%;10,22%;6,73%;7,79%;5,03%
ROA;0,00%;12,01%;13,67%;7,94%;2,12%;3,27%;1,94%;3,09%;2,14%
ROIC;2,04%;16,63%;18,85%;11,36%;4,82%;1,51%;3,57%;7,16%;2,50%
Giro ativos;0,29;0,48;0,52;0,42;0,33;0,30;0,29;0,48;0,44
CAGR Receitas 5 anos;7,37%;16,21%;14,89%;20,14%;19,69%;22,60%;20,27%;19,76%;7,88%
CAGR Lucros 5 anos;39,89%;54,35%;50,84%;1,51%;9,11%;-2,08%;14,93%;-13,34%;-5,00%
