;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,14%;6,06%;9,02%;4,30%;0,48%;1,71%;6,45%;9,54%;5,20%
Div;0.15;0.6;1.1;0.5;0.1;0.15;0.51;0.73;0.65
P/L;11.17;6.67;11.14;-24.3;4.77;-27.34;784.54;8.28;6.42
PEG Ratio;0,33;-;-;-;-;-;-;-;-
P/VP;1,11;0,88;1,13;1,11;1,76;1,14;1,11;0,85;1,39
EV/EBITDA;20,52;11,21;13,36;30,20;6,82;18,36;17,76;10,77;9,21
EV/EBIT;66,04;19,10;29,89;-81,41;8,89;275,22;414,55;27,04;17,65
P/EBITDA;6,26;2,76;4,11;10,16;3,35;4,38;4,16;2,18;2,77
P/EBIT;20,14;4,70;9,19;-27,40;4,37;65,61;97,04;5,46;5,31
VPA;11,89;11,31;10,76;10,45;11,77;7,71;8,37;9,03;8,96
P/Ativo;0,17;0,14;0,18;0,19;0,33;0,13;0,14;0,12;0,19
LPA;1.18;1.48;1.09;-0.48;4.35;-0.32;0.01;0.92;1.95
P/SR;0,28;0,21;0,27;0,30;0,63;0,28;0,24;0,19;0,32
P/Cap. Giro;3,73;2,23;2,43;2,45;4,69;1,79;2,32;1,59;2,23
P/Ativo Circ. Liq.;-0,31;-0,24;-0,32;-0,35;-0,58;-0,23;-0,26;-0,21;-0,35
Dív. líquida/PL;2,53;2,68;2,55;2,19;1,82;3,64;3,64;3,35;3,24
Dív. líquida/EBITDA;14,26;8,45;9,25;20,04;3,46;13,98;13,60;8,60;6,44
Dív. líquida/EBIT;45,90;14,40;20,70;-54,01;4,52;209,61;317,52;21,58;12,34
PL/Ativos;0,16;0,16;0,16;0,17;0,19;0,11;0,13;0,14;0,14
Passivos/Ativos;0,84;0,84;0,84;0,83;0,81;0,89;0,87;0,86;0,86
Liq. corrente;1,12;1,16;1,20;1,20;1,20;1,20;1,16;1,20;1,23
M. Bruta;2,11%;8,38%;9,17%;10,86%;12,06%;4,55%;7,53%;9,11%;10,47%
M. EBITDA;4,43%;7,68%;6,69%;3,00%;18,73%;6,28%;5,69%;8,72%;11,43%
M. EBIT;1,38%;4,51%;2,99%;-1,11%;14,36%;0,42%;0,24%;3,48%;5,96%
M. Líquida;2,48%;3,18%;2,47%;-1,25%;13,16%;-1,01%;0,03%;2,29%;4,93%
ROE;9,93%;13,11%;10,16%;-4,58%;36,97%;-4,17%;0,14%;10,23%;21,73%
ROA;1,56%;2,06%;1,59%;-0,77%;6,98%;-0,48%;0,02%;1,43%;2,99%
ROIC;0,97%;3,45%;2,56%;-1,44%;10,42%;0,19%;-0,18%;2,59%;4,71%
Giro ativos;0,63;0,65;0,64;0,62;0,53;0,48;0,60;0,63;0,61
CAGR Receitas 5 anos;3,48%;1,90%;0,16%;-2,13%;-3,20%;1,59%;1,76%;3,26%;2,28%
CAGR Lucros 5 anos;162,69%;3,40%;-%;31,34%;-%;-47,96%;-21,00%;6,61%;-25,66%
