;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,25%;0,85%;0,98%;1,08%;1,13%;1,46%;1,81%;2,23%;2,47%
Div;0.65;2.41;2.2;2.04;1.92;1.81;1.73;1.64;1.56
P/L;41.91;48.51;50.26;35.86;39.01;29.06;26.56;21.37;23.77
PEG Ratio;1,15;-;-;-;-;-;-;-;-
P/VP;2,89;3,52;4,52;4,37;4,16;3,85;3,41;2,96;2,66
EV/EBITDA;51,05;21,43;24,28;19,87;27,67;19,13;14,80;13,88;13,60
EV/EBIT;180,60;30,54;37,41;28,47;42,30;30,30;23,52;23,29;24,44
P/EBITDA;43,60;22,07;21,34;17,61;19,26;14,07;13,87;13,05;13,16
P/EBIT;154,23;31,45;32,89;25,22;29,45;22,29;22,04;21,91;23,64
VPA;90,36;80,61;49,72;43,15;40,81;32,17;27,96;24,88;23,78
P/Ativo;0,85;1,10;0,94;1,04;1,06;1,07;0,90;0,83;0,77
LPA;6.24;5.85;4.47;5.26;4.35;4.26;3.59;3.45;2.66
P/SR;5,15;6,14;4,84;4,67;4,31;3,40;2,47;1,95;1,83
P/Cap. Giro;-;-;-;-;-;-;90,39;31,84;21,22
P/Ativo Circ. Liq.;-0,85;-1,10;-0,94;-1,04;-1,06;-1,07;-1,69;-1,65;-1,50
Dív. líquida/PL;0,49;-0,10;0,62;0,56;1,81;1,38;0,23;0,19;0,09
Dív. líquida/EBITDA;7,45;-0,64;2,94;2,26;8,40;5,06;0,93;0,82;0,44
Dív. líquida/EBIT;26,37;-0,91;4,52;3,24;12,85;8,01;1,48;1,38;0,80
PL/Ativos;0,29;0,31;0,21;0,24;0,26;0,28;0,27;0,28;0,29
Passivos/Ativos;0,71;0,69;0,79;0,76;0,74;0,72;0,73;0,72;0,71
Liq. corrente;-;-;-;-;-;-;1,02;1,06;1,08
M. Bruta;20,84%;100,00%;100,00%;100,00%;100,00%;100,00%;34,78%;30,17%;29,86%
M. EBITDA;11,81%;27,83%;22,67%;26,53%;22,37%;24,14%;17,79%;14,95%;13,92%
M. EBIT;3,34%;19,53%;14,71%;18,52%;14,63%;15,24%;11,20%;8,91%;7,74%
M. Líquida;12,29%;12,66%;9,63%;13,03%;11,05%;11,69%;9,30%;9,14%;7,70%
ROE;6,90%;7,26%;9,00%;12,19%;10,66%;13,24%;12,82%;13,86%;11,19%
ROA;2,03%;2,28%;1,88%;2,90%;2,72%;3,67%;3,41%;3,88%;3,23%
ROIC;0,05%;5,60%;6,84%;9,14%;4,16%;5,76%;7,93%;5,50%;4,67%
Giro ativos;0,16;0,18;0,20;0,22;0,25;0,31;0,37;0,42;0,42
CAGR Receitas 5 anos;9,94%;7,75%;6,47%;7,64%;5,37%;9,23%;16,88%;19,91%;21,62%
CAGR Lucros 5 anos;16,94%;8,88%;18,28%;17,97%;18,07%;17,13%;18,72%;19,81%;22,46%
