;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%
Div;;;;;;;;;
P/L;30.1;25.2;30.92;34.87;55.67;123.12;156.97;89.73;15.95
PEG Ratio;-3,47;-;-;-;-;-;-;-;-
P/VP;6,27;5,70;6,87;6,60;8,90;5,72;4,99;3,46;2,55
EV/EBITDA;27,64;13,46;16,52;16,92;22,93;21,35;19,98;17,57;17,59
EV/EBIT;72,18;19,99;25,35;27,82;42,13;56,09;49,49;44,77;44,89
P/EBITDA;20,69;9,96;12,80;13,01;19,14;16,30;14,71;12,26;12,11
P/EBIT;54,01;14,80;19,65;21,39;35,17;42,83;36,43;31,24;30,90
VPA;36,17;34,45;33,67;31,04;31,70;31,30;30,94;33,56;38,44
P/Ativo;1,34;1,29;1,57;1,50;2,18;1,40;1,29;1,03;0,89
LPA;7.53;7.8;7.48;5.88;5.07;1.46;0.98;1.29;6.14
P/SR;2,43;2,25;2,80;2,64;3,88;3,02;2,70;2,23;2,10
P/Cap. Giro;-15,27;-30,68;-46,92;-63,73;-112,50;64,57;165,64;68,35;51,16
P/Ativo Circ. Liq.;-1,70;-1,64;-1,99;-1,87;-2,70;-1,76;-1,57;-1,24;-1,05
Dív. líquida/PL;2,11;2,00;1,99;1,98;1,76;1,77;1,79;1,50;1,15
Dív. líquida/EBITDA;6,96;3,49;3,71;3,91;3,79;5,05;5,27;5,31;5,48
Dív. líquida/EBIT;18,16;5,19;5,70;6,43;6,96;13,26;13,06;13,53;13,99
PL/Ativos;0,21;0,23;0,23;0,23;0,24;0,24;0,26;0,30;0,35
Passivos/Ativos;0,79;0,77;0,77;0,77;0,76;0,76;0,74;0,70;0,65
Liq. corrente;0,70;0,84;0,86;0,89;0,91;1,12;1,05;1,10;1,13
M. Bruta;8,66%;34,89%;34,96%;34,89%;33,45%;33,97%;34,16%;35,21%;35,05%
M. EBITDA;11,74%;22,55%;21,89%;20,29%;20,25%;18,55%;18,38%;18,21%;17,34%
M. EBIT;4,50%;15,18%;14,26%;12,35%;11,02%;7,06%;7,42%;7,15%;6,79%
M. Líquida;8,07%;8,91%;9,06%;7,57%;6,96%;2,46%;1,72%;2,49%;13,16%
ROE;20,83%;22,63%;22,22%;18,92%;15,99%;4,65%;3,18%;3,86%;15,97%
ROA;4,47%;5,10%;5,09%;4,31%;3,91%;1,14%;0,82%;1,15%;5,59%
ROIC;1,94%;10,16%;10,29%;8,21%;7,52%;3,94%;4,01%;3,87%;-1,83%
Giro ativos;0,55;0,57;0,56;0,57;0,56;0,46;0,48;0,46;0,42
CAGR Receitas 5 anos;6,80%;7,55%;8,23%;15,28%;14,64%;15,22%;15,35%;14,80%;9,51%
CAGR Lucros 5 anos;48,36%;39,29%;-3,10%;68,08%;-6,33%;-11,76%;2,71%;48,38%;-21,52%
