;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,46%;2,14%;2,07%;2,02%;2,25%;3,38%;2,49%;3,25%;2,15%
Div;0.4;1.56;1.4;1.28;1.28;1.28;1.28;;1.28
P/L;14.25;-31.43;12.91;4.55;4.97;-5.49;13.43;;-8.8
PEG Ratio;-0,06;-;-;-;-;-;-;-;-
P/VP;1,13;1,04;0,91;1,13;0,71;0,49;0,68;0,62;0,82
EV/EBITDA;8,52;4,68;7,72;3,76;3,03;-23,13;4,62;6,99;11,13
EV/EBIT;26,90;8,57;16,47;4,84;4,08;-6,80;8,06;30,94;27,51
P/EBITDA;8,89;5,57;6,46;2,34;2,58;-19,01;3,81;5,03;8,23
P/EBIT;28,05;10,19;13,80;3,01;3,47;-5,59;6,66;22,26;20,33
VPA;76,14;70,15;74,47;55,81;80,56;77,03;75,49;63,71;72,50
P/Ativo;0,28;0,27;0,09;0,09;0,08;0,06;0,09;0,07;0,11
LPA;6.04;-2.32;5.25;13.89;11.43;-6.9;3.82;-0.01;-6.77
P/SR;1,69;1,62;1,67;0,85;0,89;0,75;0,90;0,74;1,08
P/Cap. Giro;-;-;-0,96;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,28;-0,27;-0,10;-0,09;-0,08;-0,06;-0,09;-0,07;-0,11
Dív. líquida/PL;-0,05;-0,16;0,18;0,69;0,12;0,11;0,14;0,24;0,29
Dív. líquida/EBITDA;-0,37;-0,88;1,25;1,42;0,45;-4,12;0,80;1,96;2,90
Dív. líquida/EBIT;-1,16;-1,62;2,68;1,83;0,61;-1,21;1,40;8,68;7,17
PL/Ativos;0,25;0,26;0,10;0,08;0,11;0,11;0,13;0,11;0,13
Passivos/Ativos;0,75;0,74;0,90;0,92;0,89;0,89;0,87;0,89;0,87
Liq. corrente;-;-;0,51;-;-;-;-;-;-
M. Bruta;9,05%;33,98%;31,41%;52,66%;44,37%;33,65%;38,56%;30,79%;30,82%
M. EBITDA;19,07%;29,10%;25,86%;36,42%;34,65%;-3,92%;23,54%;14,62%;13,14%
M. EBIT;6,04%;15,90%;12,11%;28,33%;25,75%;-13,34%;13,48%;3,30%;5,32%
M. Líquida;11,89%;-5,15%;12,94%;18,73%;17,98%;-13,59%;6,69%;-0,01%;-12,29%
ROE;7,93%;-3,30%;7,04%;24,89%;14,19%;-8,96%;5,06%;-0,01%;-9,34%
ROA;1,99%;-0,87%;0,67%;1,95%;1,57%;-1,01%;0,63%;0,00%;-1,22%
ROIC;0,41%;6,17%;5,26%;14,84%;12,52%;-7,72%;6,08%;1,71%;-5,05%
Giro ativos;0,17;0,17;0,05;0,10;0,09;0,07;0,09;0,10;0,10
CAGR Receitas 5 anos;-11,34%;-10,03%;-9,54%;-0,12%;-5,60%;-5,03%;-7,21%;-7,01%;-4,26%
CAGR Lucros 5 anos;-%;-%;-%;-%;-%;-14,96%;-%;-%;-%
