;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;3,66%;3,60%;3,43%;2,28%;2,01%;2,00%;1,86%;2,20%;1,87%
Div;0.87;1.13;1.1;1.04;0.98;0.93;0.84;0.94;0.68
P/L;27.37;21.39;22.13;24.89;29.14;27.71;24.64;22.54;22.76
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;1,66;2,15;2,27;3,30;3,80;3,92;4,07;4,07;3,91
EV/EBITDA;15,16;14,06;15,01;17,25;20,87;18,44;17,00;16,78;13,42
EV/EBIT;20,55;17,30;18,51;20,28;24,94;21,78;19,29;19,03;14,78
P/EBITDA;13,02;12,53;13,10;15,79;18,95;18,76;17,32;16,66;13,55
P/EBIT;17,65;15,43;16,16;18,57;22,65;22,16;19,65;18,89;14,93
VPA;14,36;14,56;14,14;13,79;12,85;11,90;11,07;10,48;9,32
P/Ativo;0,98;1,28;1,31;1,87;2,09;2,54;2,97;2,80;2,76
LPA;0.87;1.47;1.45;1.83;1.68;1.68;1.83;1.89;1.6
P/SR;1,08;1,44;1,45;2,00;2,33;2,62;2,54;2,39;2,10
P/Cap. Giro;6,46;9,32;17,82;11,50;17,28;12,13;19,20;25,04;19,91
P/Ativo Circ. Liq.;-1,31;-1,69;-1,73;-2,57;-2,72;-3,98;-4,20;-3,75;-3,89
Dív. líquida/PL;0,27;0,26;0,33;0,31;0,39;-0,07;-0,07;0,03;-0,04
Dív. líquida/EBITDA;2,14;1,52;1,91;1,46;1,92;-0,32;-0,31;0,12;-0,14
Dív. líquida/EBIT;2,90;1,87;2,35;1,72;2,30;-0,38;-0,36;0,14;-0,15
PL/Ativos;0,59;0,59;0,58;0,57;0,55;0,65;0,73;0,69;0,71
Passivos/Ativos;0,41;0,41;0,42;0,43;0,45;0,35;0,27;0,31;0,29
Liq. corrente;2,47;2,32;1,43;2,47;2,08;2,38;2,14;1,80;1,92
M. Bruta;15,63%;16,96%;16,51%;17,37%;16,93%;19,00%;19,84%;20,74%;21,78%
M. EBITDA;8,30%;11,53%;11,07%;12,65%;12,28%;13,96%;14,67%;14,35%;15,51%
M. EBIT;6,12%;9,36%;8,98%;10,76%;10,27%;11,82%;12,93%;12,65%;14,09%
M. Líquida;3,95%;6,75%;6,55%;8,03%;7,98%;9,45%;10,31%;10,60%;9,24%
ROE;6,05%;10,07%;10,26%;13,27%;13,03%;14,13%;16,53%;18,07%;17,15%
ROA;3,57%;5,99%;5,90%;7,51%;7,16%;9,16%;12,07%;12,43%;12,14%
ROIC;5,17%;8,16%;7,84%;9,81%;9,25%;12,02%;16,16%;16,69%;16,58%
Giro ativos;0,90;0,89;0,90;0,94;0,90;0,97;1,17;1,17;1,31
CAGR Receitas 5 anos;4,65%;4,87%;6,33%;3,64%;0,73%;0,39%;1,75%;2,18%;3,82%
CAGR Lucros 5 anos;-3,83%;-4,75%;3,38%;0,42%;5,77%;10,18%;13,98%;11,11%;13,42%
