;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,30%;1,09%;1,40%;1,57%;1,47%;2,10%;2,29%;3,38%;1,91%
Div;1.49;5.81;5.32;4.89;4.44;4.08;3.81;3.53;3.24
P/L;12.69;15.06;14.89;10.41;12.12;14.95;11.15;6.93;16.94
PEG Ratio;0,37;-;-;-;-;-;-;-;-
P/VP;7,13;9,79;8,05;8,62;5,88;3,91;3,68;2,60;4,18
EV/EBITDA;26,22;8,72;8,23;6,41;7,29;7,42;6,65;3,91;8,36
EV/EBIT;24,44;8,46;7,93;6,34;7,50;8,17;7,12;4,19;9,15
P/EBITDA;31,31;10,04;9,60;7,87;9,16;10,15;7,63;4,82;9,27
P/EBIT;29,18;9,74;9,24;7,80;9,41;11,17;8,17;5,16;10,15
VPA;69,48;54,36;47,21;36,12;51,28;49,73;45,22;40,10;40,53
P/Ativo;0,24;0,28;0,22;0,21;0,19;0,14;0,14;0,11;0,17
LPA;39.03;35.37;25.52;29.91;24.9;13.0;14.94;15.05;10.0
P/SR;2,49;2,86;2,36;2,29;2,49;1,92;1,61;1,13;2,06
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,24;-0,28;-0,22;-0,21;-0,19;-0,14;-0,14;-0,11;-0,17
Dív. líquida/PL;-1,16;-1,29;-1,14;-1,60;-1,20;-1,05;-0,47;-0,49;-0,41
Dív. líquida/EBITDA;-5,08;-1,32;-1,36;-1,47;-1,87;-2,73;-0,98;-0,91;-0,92
Dív. líquida/EBIT;-4,74;-1,28;-1,31;-1,45;-1,92;-3,01;-1,05;-0,97;-1,00
PL/Ativos;0,03;0,03;0,03;0,02;0,03;0,04;0,04;0,04;0,04
Passivos/Ativos;0,97;0,97;0,97;0,98;0,97;0,96;0,96;0,96;0,96
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;23,80%;92,75%;91,61%;98,31%;94,67%;84,90%;80,34%;82,19%;81,67%
M. EBITDA;7,94%;28,44%;24,63%;29,06%;27,16%;18,89%;21,10%;23,34%;22,19%
M. EBIT;8,52%;29,33%;25,59%;29,34%;26,43%;17,16%;19,71%;21,80%;20,27%
M. Líquida;19,59%;18,97%;15,88%;21,97%;20,53%;12,83%;14,45%;16,23%;12,15%
ROE;56,17%;65,05%;54,05%;82,80%;48,55%;26,15%;33,04%;37,54%;24,69%
ROA;1,91%;1,87%;1,46%;1,98%;1,57%;0,92%;1,25%;1,53%;1,00%
ROIC;6,43%;51,84%;40,34%;48,72%;33,23%;19,29%;24,31%;27,46%;18,68%
Giro ativos;0,10;0,10;0,09;0,09;0,08;0,07;0,09;0,09;0,08
CAGR Receitas 5 anos;6,47%;4,49%;3,31%;2,57%;-0,35%;1,33%;2,91%;3,58%;3,04%
CAGR Lucros 5 anos;12,43%;4,03%;16,30%;16,02%;-0,36%;3,18%;9,48%;7,54%;3,30%
