;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,27%;0,41%;-%;-%;-%;1,04%;2,22%;2,66%;1,81%
Div;0.76;0.95;;;;0.78;2.96;2.6;2.16
P/L;18.78;21.56;19.57;-5.85;-3.73;-3.06;14.9;11.29;15.71
PEG Ratio;0,25;-;-;-;-;-;-;-;-
P/VP;7,57;8,20;7,03;4,40;3,85;2,02;2,30;1,84;2,39
EV/EBITDA;37,81;13,81;12,11;47,28;-16,58;-;11,44;10,24;11,86
EV/EBIT;125,03;19,36;18,63;-40,15;-9,91;-7,06;18,62;15,97;18,55
P/EBITDA;30,12;10,47;7,43;17,50;-8,55;-;8,25;6,76;9,23
P/EBIT;99,58;14,68;11,43;-14,86;-5,11;-3,76;13,42;10,54;14,44
VPA;37,01;28,13;18,42;11,24;19,96;36,91;58,02;53,14;49,99
P/Ativo;1,90;1,67;0,95;0,37;0,61;0,55;0,92;0,74;1,14
LPA;14.91;10.7;6.62;-8.45;-20.64;-24.42;8.96;8.67;7.59
P/SR;4,38;3,76;2,39;1,43;12,79;8,03;2,56;2,15;2,91
P/Cap. Giro;-7,97;-7,65;-4,36;-2,35;-5,32;-78,67;-4,12;-3,48;-6,47
P/Ativo Circ. Liq.;-2,00;-1,75;-1,00;-0,41;-0,68;-0,63;-0,96;-0,77;-1,19
Dív. líquida/PL;1,93;2,61;4,43;7,48;3,62;1,78;0,89;0,95;0,68
Dív. líquida/EBITDA;7,70;3,34;4,68;29,78;-8,03;-;3,19;3,48;2,63
Dív. líquida/EBIT;25,45;4,68;7,21;-25,29;-4,80;-3,30;5,20;5,43;4,11
PL/Ativos;0,25;0,20;0,13;0,08;0,16;0,27;0,40;0,40;0,48
Passivos/Ativos;0,75;0,80;0,87;0,92;0,84;0,73;0,58;0,58;0,52
Liq. corrente;0,16;0,17;0,19;0,37;0,49;0,95;0,15;0,17;0,19
M. Bruta;9,80%;47,51%;44,06%;25,16%;-73,45%;-25,19%;44,64%;44,57%;44,22%
M. EBITDA;14,54%;35,93%;32,16%;8,16%;-149,59%;-%;31,00%;31,86%;31,51%
M. EBIT;4,40%;25,63%;20,91%;-9,60%;-250,19%;-213,58%;19,04%;20,42%;20,15%
M. Líquida;23,33%;17,45%;12,21%;-24,39%;-343,34%;-262,47%;17,16%;19,08%;18,51%
ROE;40,30%;38,04%;35,92%;-75,15%;-103,44%;-66,18%;15,45%;16,31%;15,18%
ROA;10,14%;7,76%;4,83%;-6,38%;-16,31%;-17,86%;6,20%;6,54%;7,27%
ROIC;2,52%;15,24%;11,09%;-3,22%;-14,57%;-16,76%;8,95%;8,83%;9,67%
Giro ativos;0,43;0,44;0,40;0,26;0,05;0,07;0,36;0,34;0,39
CAGR Receitas 5 anos;8,52%;7,92%;0,14%;-29,01%;-23,26%;6,28%;3,59%;2,69%;2,42%
CAGR Lucros 5 anos;8,89%;-1,29%;-%;-%;-%;19,71%;30,76%;145,33%;16,14%
