;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,23%;4,14%;4,36%;3,97%;2,76%;3,60%;5,41%;7,65%;6,01%
Div;0.25;0.96;0.93;0.83;0.68;0.54;1.13;1.12;1.1
P/L;24.34;42.37;20.99;130.01;18.57;6.66;25.72;14.04;20.74
PEG Ratio;0,43;-;-;-;-;-;-;-;-
P/VP;1,31;1,49;1,39;1,38;1,54;1,16;1,80;1,16;1,43
EV/EBITDA;27,77;19,14;13,82;26,84;16,24;-;16,46;9,71;14,63
EV/EBIT;118,45;35,88;20,68;70,23;22,80;10,30;24,51;13,42;24,68
P/EBITDA;17,51;12,86;9,11;17,49;11,05;-;10,33;5,50;8,72
P/EBIT;74,70;24,11;13,63;45,75;15,51;5,79;15,38;7,60;14,71
VPA;15,48;15,68;15,37;15,39;16,05;12,97;11,52;12,66;12,67
P/Ativo;0,69;0,78;0,72;0,73;0,82;0,56;0,80;0,56;0,66
LPA;0.84;0.55;1.02;0.16;1.33;2.26;0.81;1.04;0.88
P/SR;6,48;7,82;7,41;7,58;11,14;6,14;7,55;5,30;6,43
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,69;-0,78;-0,72;-0,73;-0,82;-0,56;-0,80;-0,56;-0,66
Dív. líquida/PL;0,77;0,73;0,72;0,74;0,72;0,90;1,07;0,89;0,97
Dív. líquida/EBITDA;10,26;6,28;4,71;9,36;5,19;-;6,13;4,21;5,91
Dív. líquida/EBIT;43,75;11,77;7,05;24,48;7,29;4,51;9,13;5,82;9,97
PL/Ativos;0,53;0,52;0,52;0,53;0,54;0,48;0,44;0,48;0,46
Passivos/Ativos;0,47;0,47;0,47;0,46;0,46;0,52;0,56;0,51;0,54
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;16,83%;68,70%;68,78%;69,27%;69,37%;67,58%;70,92%;71,79%;71,86%
M. EBITDA;37,03%;60,78%;81,30%;43,36%;100,79%;-%;73,04%;96,41%;73,80%
M. EBIT;8,68%;32,41%;54,34%;16,57%;71,82%;105,99%;49,07%;69,76%;43,75%
M. Líquida;26,64%;18,44%;35,28%;5,83%;59,99%;92,20%;29,34%;37,74%;31,02%
ROE;5,39%;3,53%;6,61%;1,06%;8,27%;17,39%;6,99%;8,24%;6,90%
ROA;2,85%;1,85%;3,44%;0,57%;4,43%;8,40%;3,09%;4,00%;3,17%
ROIC;0,73%;3,32%;5,30%;1,38%;5,62%;10,22%;5,55%;7,94%;4,82%
Giro ativos;0,11;0,10;0,10;0,10;0,07;0,09;0,11;0,11;0,10
CAGR Receitas 5 anos;11,94%;8,89%;7,55%;3,11%;-1,94%;3,12%;6,22%;8,64%;7,53%
CAGR Lucros 5 anos;0,01%;5,62%;-21,63%;17,38%;3,78%;2,34%;22,84%;19,80%;28,13%
