;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,29%;1,26%;1,27%;0,92%;-%;-%;-%;-%;-%
Div;0.73;2.89;2.89;2.17;;;;;
P/L;24.39;25.64;45.62;16.24;12.31;12.74;19.94;14.43;13.23
PEG Ratio;0,25;-;-;-;-;-;-;-;-
P/VP;2,40;2,38;2,42;2,06;2,85;2,12;2,17;1,83;2,39
EV/EBITDA;27,99;13,26;17,59;13,24;8,15;7,99;11,65;8,90;12,29
EV/EBIT;104,83;20,57;30,80;18,26;9,97;10,05;16,64;12,15;17,28
P/EBITDA;22,53;10,56;14,17;10,63;7,16;6,50;8,54;6,18;8,80
P/EBIT;84,39;16,38;24,81;14,66;8,76;8,17;12,21;8,43;12,37
VPA;104,91;96,55;93,86;114,47;110,35;96,10;77,93;69,09;66,84
P/Ativo;1,14;1,04;1,14;1,03;1,44;0,99;0,91;0,79;0,97
LPA;10.32;8.94;4.98;14.5;25.53;15.98;8.48;8.76;12.05
P/SR;1,52;1,47;1,57;1,75;1,81;1,42;1,42;1,13;1,58
P/Cap. Giro;14,39;12,95;35,30;13,43;11,48;9,69;50,48;13,33;29,63
P/Ativo Circ. Liq.;-1,47;-1,41;-1,47;-1,34;-1,94;-1,33;-1,09;-0,96;-1,16
Dív. líquida/PL;0,58;0,61;0,58;0,51;0,39;0,49;0,79;0,81;0,95
Dív. líquida/EBITDA;5,46;2,70;3,42;2,61;0,99;1,50;3,10;2,73;3,49
Dív. líquida/EBIT;20,44;4,19;5,99;3,61;1,21;1,88;4,43;3,72;4,91
PL/Ativos;0,48;0,44;0,47;0,50;0,50;0,47;0,42;0,43;0,41
Passivos/Ativos;0,52;0,56;0,53;0,50;0,50;0,53;0,58;0,57;0,59
Liq. corrente;1,55;1,44;1,17;1,50;1,92;1,66;1,12;1,51;1,25
M. Bruta;28,45%;27,86%;27,67%;31,26%;34,89%;35,43%;28,15%;28,03%;29,99%
M. EBITDA;6,73%;13,92%;11,07%;16,47%;25,33%;21,83%;16,64%;18,22%;17,91%
M. EBIT;1,80%;8,98%;6,32%;11,95%;20,71%;17,36%;11,65%;13,35%;12,73%
M. Líquida;6,21%;5,73%;3,44%;10,78%;14,75%;11,13%;7,13%;7,80%;11,90%
ROE;9,83%;9,26%;5,31%;12,67%;23,14%;16,63%;10,89%;12,68%;18,03%
ROA;4,68%;4,06%;2,50%;6,35%;11,66%;7,75%;4,56%;5,46%;7,36%
ROIC;0,02%;6,61%;4,46%;7,62%;16,42%;11,57%;7,68%;8,66%;8,53%
Giro ativos;0,75;0,71;0,73;0,59;0,79;0,70;0,64;0,70;0,62
CAGR Receitas 5 anos;2,40%;1,42%;2,85%;11,03%;10,00%;13,96%;14,30%;12,69%;11,50%
CAGR Lucros 5 anos;-1,96%;-13,91%;0,83%;27,28%;28,88%;10,01%;9,02%;16,05%;6,49%
