;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;2,48%;3,40%;3,00%;2,52%;2,45%;2,53%;2,57%;2,74%;2,38%
Div;5.14;4.91;4.7;4.45;4.19;3.98;3.75;3.53;3.3
P/L;19.89;24.75;10.73;24.11;21.57;28.16;25.39;22.63;288.74
PEG Ratio;0,15;-;-;-;-;-;-;-;-
P/VP;6,30;4,87;5,49;6,19;6,08;6,55;6,46;5,79;6,24
EV/EBITDA;46,16;14,54;16,45;-;-;17,54;15,91;13,76;16,15
EV/EBIT;130,91;20,65;24,23;20,00;19,50;25,09;22,23;18,78;21,05
P/EBITDA;43,78;14,05;16,18;-;-;17,23;15,57;13,35;15,48
P/EBIT;124,15;19,96;23,83;20,29;19,57;24,65;21,76;18,21;20,17
VPA;32,90;29,70;28,57;28,53;28,12;24,04;22,60;22,28;22,39
P/Ativo;2,59;1,93;2,25;2,64;2,47;2,37;2,43;2,26;2,39
LPA;10.43;5.84;14.6;7.33;7.93;5.59;5.74;5.7;0.48
P/SR;5,42;3,92;4,43;4,81;4,80;5,02;4,68;4,24;4,91
P/Cap. Giro;133,50;62,47;52,31;23,45;28,59;47,38;41,24;23,38;29,91
P/Ativo Circ. Liq.;-3,61;-2,80;-3,31;-4,20;-3,72;-3,35;-3,41;-3,24;-3,29
Dív. líquida/PL;0,34;0,17;0,09;-0,09;-0,02;0,12;0,14;0,18;0,27
Dív. líquida/EBITDA;2,39;0,49;0,27;-;-;0,31;0,34;0,42;0,67
Dív. líquida/EBIT;6,77;0,69;0,40;-0,28;-0,07;0,44;0,48;0,57;0,88
PL/Ativos;0,41;0,40;0,41;0,43;0,41;0,36;0,38;0,39;0,38
Passivos/Ativos;0,59;0,60;0,59;0,57;0,59;0,64;0,62;0,61;0,62
Liq. corrente;1,07;1,11;1,16;1,43;1,35;1,21;1,26;1,47;1,41
M. Bruta;68,08%;69,07%;68,82%;67,43%;68,16%;65,58%;66,42%;66,79%;66,72%
M. EBITDA;12,38%;27,90%;27,38%;-%;-%;29,11%;30,05%;31,79%;31,72%
M. EBIT;4,37%;19,64%;18,59%;23,71%;24,54%;20,35%;21,50%;23,29%;24,34%
M. Líquida;27,26%;15,84%;41,28%;19,95%;22,26%;17,82%;18,42%;18,75%;1,70%
ROE;31,69%;19,68%;51,11%;25,68%;28,20%;23,25%;25,42%;25,60%;2,16%
ROA;13,03%;7,81%;20,98%;10,94%;11,47%;8,41%;9,59%;10,00%;0,83%
ROIC;-1,89%;13,71%;14,37%;19,14%;20,30%;15,67%;17,71%;18,07%;2,36%
Giro ativos;0,48;0,49;0,51;0,55;0,52;0,47;0,52;0,53;0,49
CAGR Receitas 5 anos;1,72%;2,18%;5,46%;5,46%;3,34%;2,00%;2,73%;2,61%;2,03%
CAGR Lucros 5 anos;-1,66%;93,38%;4,77%;4,77%;-0,92%;-1,52%;2,04%;-34,58%;11,33%
