;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,05%;4,79%;7,04%;4,65%;3,18%;3,76%;3,04%;3,60%;2,53%
Div;0.52;2.08;2.62;2.0;1.86;1.8;1.71;1.56;1.26
P/L;12.91;12.77;-47.03;9.63;12.89;15.44;24.94;10.9;17.67
PEG Ratio;-0,04;-;-;-;-;-;-;-;-
P/VP;0,96;0,90;0,83;0,94;1,12;0,91;1,14;1,11;1,32
EV/EBITDA;-20,10;-21,88;-20,75;-7,38;-9,63;-;-1,02;-2,08;-1,40
EV/EBIT;-27,75;-30,37;-29,96;-8,52;-11,18;-11,36;-1,15;-2,32;-1,60
P/EBITDA;20,02;16,29;12,46;5,59;7,78;-;13,38;6,17;8,97
P/EBIT;27,65;22,61;18,00;6,45;9,03;10,08;15,06;6,88;10,27
VPA;51,32;48,39;44,31;45,61;52,17;52,52;49,50;39,09;37,58
P/Ativo;0,12;0,11;0,09;0,10;0,14;0,13;0,16;0,15;0,18
LPA;3.83;3.4;-0.79;4.47;4.54;3.1;2.26;3.97;2.81
P/SR;8,27;2,35;1,64;2,25;3,37;2,65;5,15;2,57;3,23
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,12;-0,11;-0,09;-0,10;-0,14;-0,13;-0,16;-0,15;-0,18
Dív. líquida/PL;-1,93;-2,10;-2,22;-2,19;-2,51;-1,94;-1,22;-1,48;-1,53
Dív. líquida/EBITDA;-40,12;-38,18;-33,21;-12,97;-17,41;-;-14,41;-8,25;-10,37
Dív. líquida/EBIT;-55,40;-52,98;-47,96;-14,97;-20,21;-21,44;-16,22;-9,20;-11,87
PL/Ativos;0,12;0,12;0,11;0,11;0,13;0,14;0,14;0,13;0,13
Passivos/Ativos;0,88;0,88;0,89;0,89;0,87;0,86;0,86;0,87;0,87
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
M. EBITDA;41,30%;14,45%;13,19%;40,27%;43,34%;-%;38,49%;41,62%;35,96%
M. EBIT;29,91%;10,41%;9,14%;34,88%;37,34%;26,24%;34,19%;37,35%;31,43%
M. Líquida;64,07%;18,43%;-3,50%;23,38%;26,16%;17,13%;20,65%;23,57%;18,26%
ROE;7,47%;7,02%;-1,77%;9,79%;8,71%;5,91%;4,56%;10,17%;7,49%
ROA;0,90%;0,84%;-0,20%;1,07%;1,11%;0,82%;0,64%;1,36%;1,00%
ROIC;1,25%;2,12%;2,38%;8,87%;9,46%;7,06%;5,00%;11,48%;8,41%
Giro ativos;0,01;0,05;0,06;0,05;0,04;0,05;0,03;0,06;0,05
CAGR Receitas 5 anos;10,59%;18,17%;12,90%;14,86%;18,75%;7,96%;4,27%;2,51%;2,91%
CAGR Lucros 5 anos;8,47%;-%;21,22%;21,56%;18,28%;10,21%;15,67%;4,56%;13,48%
