;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;0,87%;1,53%;1,67%;1,42%;1,74%;2,90%;2,22%;1,11%
Div;;1.35;1.71;1.78;1.43;1.11;1.73;1.1;0.66
P/L;14.95;15.4;13.43;15.26;14.85;10.68;8.0;8.06;13.52
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;2,55;2,72;2,28;2,43;2,53;1,23;1,26;1,09;1,54
EV/EBITDA;4,77;4,44;3,85;4,91;2,46;1,32;2,59;1,98;3,82
EV/EBIT;4,95;4,57;3,97;5,26;2,65;1,51;2,79;2,13;4,01
P/EBITDA;6,72;6,50;6,17;9,21;9,97;6,21;4,64;4,23;7,57
P/EBIT;6,98;6,70;6,37;9,87;10,73;7,10;4,99;4,57;7,97
VPA;63,57;57,06;48,95;43,99;39,74;51,95;47,44;45,72;38,65
P/Ativo;0,36;0,38;0,30;0,28;0,34;0,18;0,21;0,18;0,25
LPA;10.83;10.08;8.31;7.0;6.76;5.97;7.45;6.15;4.4
P/SR;2,26;2,48;2,00;2,09;2,13;1,09;1,07;0,95;1,35
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,36;-0,38;-0,30;-0,28;-0,34;-0,18;-0,21;-0,18;-0,25
Dív. líquida/PL;-0,74;-0,86;-0,86;-1,13;-1,90;-0,97;-0,55;-0,58;-0,76
Dív. líquida/EBITDA;-1,96;-2,07;-2,33;-4,30;-7,50;-4,89;-2,04;-2,25;-3,76
Dív. líquida/EBIT;-2,03;-2,13;-2,40;-4,61;-8,08;-5,59;-2,20;-2,43;-3,95
PL/Ativos;0,14;0,14;0,13;0,12;0,13;0,15;0,17;0,17;0,16
Passivos/Ativos;0,86;0,86;0,87;0,88;0,87;0,85;0,83;0,83;0,84
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;33,68%;38,12%;32,44%;22,68%;21,41%;17,60%;23,05%;22,45%;17,82%
M. EBIT;32,43%;37,01%;31,44%;21,15%;19,89%;15,39%;21,42%;20,80%;16,94%
M. Líquida;15,14%;16,09%;14,92%;13,68%;14,38%;10,24%;13,36%;11,78%;9,98%
ROE;17,04%;17,67%;16,97%;15,91%;17,02%;11,50%;15,71%;13,46%;11,39%
ROA;2,41%;2,49%;2,21%;1,86%;2,27%;1,72%;2,66%;2,29%;1,82%
ROIC;21,27%;25,01%;21,60%;12,88%;13,40%;9,67%;13,87%;11,76%;8,91%
Giro ativos;0,16;0,15;0,15;0,14;0,16;0,17;0,20;0,19;0,18
CAGR Receitas 5 anos;10,62%;9,82%;11,55%;12,07%;8,52%;9,28%;9,62%;10,33%;10,18%
CAGR Lucros 5 anos;14,87%;15,20%;18,86%;21,58%;10,25%;16,58%;18,47%;17,01%;14,39%
