;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;2,93%;4,19%;4,46%;3,94%;4,10%;3,28%;4,28%;3,53%
Div;;2.34;3.0;2.84;2.69;2.57;2.47;2.43;2.23
P/L;7.88;23.93;22.93;39.73;34.2;32.18;21.06;-58.53;36.47
PEG Ratio;0,07;-;-;-;-;-;-;-;-
P/VP;1,36;1,97;1,77;1,56;1,63;1,69;2,03;1,77;1,77
EV/EBITDA;14,52;10,30;10,10;11,77;12,61;12,20;11,69;21,31;9,19
EV/EBIT;69,56;19,55;19,57;30,07;31,02;31,85;23,31;-95,16;21,43
P/EBITDA;5,52;4,71;4,53;5,20;6,16;6,20;6,89;11,67;5,56
P/EBIT;26,45;8,95;8,78;13,28;15,15;16,20;13,74;-52,10;12,98
VPA;44,58;40,45;40,38;40,87;41,77;37,11;37,10;32,10;35,82
P/Ativo;0,26;0,36;0,34;0,31;0,35;0,34;0,42;0,33;0,39
LPA;7.67;3.34;3.12;1.6;2.0;1.95;3.58;-0.97;1.73
P/SR;1,29;1,75;1,68;1,41;1,74;1,75;2,19;1,46;1,67
P/Cap. Giro;-13,75;-23,93;-15,36;-7,42;-8,33;-4,56;-13,78;-9,08;-6,17
P/Ativo Circ. Liq.;-0,28;-0,39;-0,37;-0,34;-0,37;-0,37;-0,44;-0,35;-0,42
Dív. líquida/PL;2,21;2,34;2,18;1,97;1,71;1,64;1,42;1,46;1,15
Dív. líquida/EBITDA;9,00;5,58;5,57;6,57;6,45;5,99;4,80;9,64;3,63
Dív. líquida/EBIT;43,11;10,60;10,79;16,79;15,88;15,65;9,57;-43,06;8,45
PL/Ativos;0,19;0,18;0,19;0,20;0,21;0,20;0,21;0,18;0,22
Passivos/Ativos;0,81;0,82;0,81;0,80;0,79;0,80;0,79;0,82;0,78
Liq. corrente;0,82;0,85;0,79;0,68;0,64;0,49;0,64;0,62;0,53
M. Bruta;9,61%;41,01%;41,09%;35,55%;38,38%;37,10%;36,37%;35,19%;37,36%
M. EBITDA;23,28%;37,03%;37,10%;27,17%;28,29%;28,23%;31,77%;12,52%;30,06%
M. EBIT;4,86%;19,50%;19,14%;10,63%;11,50%;10,81%;15,94%;-2,80%;12,89%
M. Líquida;16,31%;7,30%;7,33%;3,55%;5,09%;5,44%;10,40%;-2,50%;4,59%
ROE;17,20%;8,25%;7,72%;3,92%;4,78%;5,26%;9,65%;-3,02%;4,84%
ROA;3,26%;1,50%;1,46%;0,78%;1,02%;1,07%;1,99%;-0,56%;1,07%
ROIC;0,48%;6,55%;6,09%;3,53%;3,63%;3,13%;5,25%;-4,23%;4,99%
Giro ativos;0,20;0,21;0,20;0,22;0,20;0,20;0,19;0,22;0,23
CAGR Receitas 5 anos;7,35%;5,24%;6,93%;4,66%;3,33%;-1,64%;0,12%;0,76%;2,31%
CAGR Lucros 5 anos;1,93%;-%;4,29%;-8,28%;-3,11%;-2,71%;-%;-%;-%
