;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;1,49%;1,88%;2,46%;-%;-%;-%;-%;-%
Div;;1.71;1.44;0.99;;;;;
P/L;18.35;43.91;29.76;5.18;13.2;6.05;-8.25;-12.32;
PEG Ratio;-;-0,60;-;-;-;-;-;-;-
P/VP;-56,85;-23,16;-15,70;-17,09;17,31;-17,74;-20,23;2,01;-
EV/EBITDA;12,87;22,48;16,82;4,42;7,28;8,06;7,75;10,13;11,23
EV/EBIT;20,84;71,37;53,39;7,81;14,91;26,96;-306,70;-26,07;-13,23
P/EBITDA;10,31;17,58;11,91;2,75;4,07;3,19;2,52;5,65;-
P/EBIT;16,69;55,80;37,82;4,86;8,34;10,65;-99,76;-14,53;-
VPA;-2,24;-4,95;-4,87;-2,35;3,25;-2,10;-1,29;24,34;95,35
P/Ativo;1,06;0,94;0,64;0,31;0,35;0,23;0,17;0,28;-
LPA;6.93;2.61;2.57;7.77;4.25;6.16;-3.17;-3.97;-5.85
P/SR;0,88;0,81;0,55;0,28;0,46;0,30;0,21;0,44;-
P/Cap. Giro;-8,18;-6,08;-4,12;-2,57;-4,06;-1,79;-2,16;-6,37;-
P/Ativo Circ. Liq.;-1,94;-1,73;-1,17;-0,60;-0,54;-0,34;-0,25;-0,42;-
Dív. líquida/PL;-;-;-;-;13,63;-;-;1,59;1,66
Dív. líquida/EBITDA;2,56;4,90;4,90;1,67;3,21;4,88;5,23;4,48;11,23
Dív. líquida/EBIT;4,15;15,57;15,57;2,95;6,57;16,31;-206,94;-11,54;-13,23
PL/Ativos;-0,02;-0,04;-0,04;-0,02;0,02;-0,01;-0,01;0,14;0,16
Passivos/Ativos;1,02;1,04;1,04;1,02;0,98;1,01;1,01;0,86;0,84
Liq. corrente;0,78;0,75;0,75;0,80;0,80;0,70;0,80;0,88;0,81
M. Bruta;22,24%;15,20%;15,20%;21,63%;31,22%;31,40%;27,65%;25,98%;21,96%
M. EBITDA;8,55%;4,60%;4,60%;10,35%;11,18%;9,51%;8,34%;7,87%;4,53%
M. EBIT;5,28%;1,45%;1,45%;5,85%;5,46%;2,85%;-0,21%;-3,06%;-3,84%
M. Líquida;4,81%;1,84%;1,84%;5,50%;3,45%;5,01%;-2,55%;-3,60%;-1,88%
ROE;-309,85%;-52,75%;-52,75%;-330,15%;131,10%;-293,27%;-245,22%;-16,29%;-6,14%
ROA;5,76%;2,15%;2,15%;6,00%;2,63%;3,88%;-2,07%;-2,29%;-0,99%
ROIC;19,82%;4,41%;4,41%;19,56%;9,87%;-5,77%;-0,77%;-6,93%;-6,14%
Giro ativos;1,20;1,17;1,17;1,09;0,76;0,78;0,81;0,64;0,53
CAGR Receitas 5 anos;10,24%;10,24%;10,24%;13,10%;11,22%;45,13%;-%;-%;-%
CAGR Lucros 5 anos;-%;-%;-%;-%;-%;-%;-%;-%;-%
