;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;4,92%;4,39%;4,53%;4,40%;3,72%;2,38%;2,50%;3,03%;2,17%
Div;5.08;4.97;4.88;4.8;7.31;3.6;3.05;2.8;2.28
P/L;11.03;12.01;13.48;15.7;14.62;14.45;13.36;12.09;17.37
PEG Ratio;-14,37;-;-;-;-;-;-;-;-
P/VP;2,08;2,44;2,54;2,77;4,99;4,45;4,01;3,63;4,37
EV/EBITDA;14,57;5,89;6,56;7,78;9,66;8,41;10,35;8,25;10,44
EV/EBIT;26,99;6,94;7,83;10,35;10,16;8,91;11,18;8,80;11,15
P/EBITDA;21,21;7,59;8,11;9,43;10,73;9,99;11,04;8,81;11,29
P/EBIT;39,30;8,94;9,68;12,56;11,28;10,57;11,93;9,41;12,06
VPA;49,55;46,40;42,45;39,41;39,37;34,04;30,39;25,45;24,04
P/Ativo;1,53;1,87;1,96;2,10;3,60;3,22;3,05;2,89;3,37
LPA;9.36;9.42;7.99;6.95;13.45;10.48;9.12;7.64;6.04
P/SR;3,13;3,55;3,73;3,77;5,87;5,52;5,07;4,14;5,24
P/Cap. Giro;-;-;-;-;-;-;13,75;14,16;12,25
P/Ativo Circ. Liq.;-1,53;-1,87;-1,96;-2,10;-3,60;-3,22;-4,13;-3,89;-5,02
Dív. líquida/PL;-0,65;-0,55;-0,49;-0,49;-0,50;-0,70;-0,25;-0,23;-0,33
Dív. líquida/EBITDA;-6,64;-1,70;-1,55;-1,66;-1,07;-1,57;-0,69;-0,57;-0,84
Dív. líquida/EBIT;-12,31;-2,00;-1,86;-2,20;-1,13;-1,67;-0,75;-0,60;-0,90
PL/Ativos;0,73;0,77;0,77;0,76;0,72;0,72;0,76;0,80;0,77
Passivos/Ativos;0,20;0,16;0,18;0,18;0,20;0,13;0,24;0,20;0,23
Liq. corrente;-;-;-;-;-;-;6,78;4,86;6,28
M. Bruta;25,32%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;14,74%;46,86%;46,00%;39,98%;54,74%;55,29%;45,89%;46,92%;46,39%
M. EBIT;7,95%;39,75%;38,55%;30,03%;52,07%;52,24%;42,49%;43,95%;43,44%
M. Líquida;28,34%;29,61%;27,69%;24,01%;40,18%;38,23%;37,94%;34,20%;30,15%
ROE;18,88%;20,30%;18,82%;17,62%;34,17%;30,79%;30,01%;30,00%;25,13%
ROA;13,86%;15,59%;14,57%;13,38%;24,65%;22,26%;22,84%;23,90%;19,43%
ROIC;-0,91%;20,64%;19,31%;16,40%;34,34%;32,74%;24,06%;28,50%;20,34%
Giro ativos;0,49;0,53;0,53;0,56;0,61;0,58;0,60;0,70;0,64
CAGR Receitas 5 anos;4,78%;3,76%;5,97%;12,36%;8,12%;7,13%;9,05%;9,94%;9,30%
CAGR Lucros 5 anos;-0,29%;-0,54%;1,25%;20,98%;14,48%;11,89%;12,09%;10,76%;9,10%
