;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,85%;3,72%;3,56%;3,32%;3,63%;4,23%;3,27%;3,74%;3,25%
Div;0.85;3.32;3.24;3.17;3.1;3.06;2.96;2.86;2.76
P/L;17.64;16.99;12.47;20.38;22.44;22.46;22.39;17.23;17.27
PEG Ratio;1,70;-;-;-;-;-;-;-;-
P/VP;1,49;1,41;1,49;1,64;1,51;1,31;1,67;1,42;1,71
EV/EBITDA;19,82;10,03;8,93;11,11;12,49;11,55;11,79;11,11;10,68
EV/EBIT;99,12;17,14;13,63;19,13;23,49;21,19;18,57;16,75;15,45
P/EBITDA;11,48;5,44;5,11;6,66;7,02;5,98;7,00;6,07;6,68
P/EBIT;57,43;9,30;7,80;11,47;13,20;10,97;11,03;9,15;9,66
VPA;66,96;63,36;61,25;58,28;56,60;55,09;54,21;53,70;49,72
P/Ativo;0,50;0,44;0,47;0,49;0,48;0,39;0,52;0,44;0,55
LPA;5.64;5.25;7.29;4.68;3.8;3.22;4.04;4.44;4.92
P/SR;2,16;2,03;2,14;2,16;2,21;2,02;2,39;1,93;2,19
P/Cap. Giro;94,21;133,88;418,97;20,68;243,56;-12,04;-14,93;-10,16;-19,30
P/Ativo Circ. Liq.;-0,54;-0,48;-0,53;-0,60;-0,52;-0,43;-0,56;-0,48;-0,59
Dív. líquida/PL;1,08;1,19;1,11;1,09;1,17;1,22;1,14;1,18;1,02
Dív. líquida/EBITDA;8,33;4,59;3,82;4,45;5,47;5,57;4,79;5,04;4,00
Dív. líquida/EBIT;41,68;7,83;5,83;7,66;10,29;10,22;7,54;7,59;5,79
PL/Ativos;0,34;0,31;0,32;0,30;0,32;0,30;0,31;0,31;0,32
Passivos/Ativos;0,66;0,69;0,68;0,70;0,68;0,70;0,69;0,69;0,68
Liq. corrente;1,08;1,04;1,01;1,14;1,02;0,72;0,68;0,62;0,72
M. Bruta;11,42%;53,53%;50,50%;49,04%;56,07%;58,38%;53,81%;50,56%;52,10%
M. EBITDA;18,84%;37,24%;41,94%;32,41%;31,47%;33,75%;34,16%;31,80%;32,77%
M. EBIT;3,77%;21,79%;27,46%;18,83%;16,73%;18,40%;21,69%;21,09%;22,65%
M. Líquida;12,26%;11,93%;17,18%;10,59%;9,84%;8,99%;10,68%;11,20%;12,67%
ROE;8,42%;8,29%;11,91%;8,02%;6,72%;5,84%;7,45%;8,26%;9,89%
ROA;2,83%;2,58%;3,80%;2,40%;2,13%;1,75%;2,31%;2,56%;3,17%
ROIC;0,24%;6,10%;7,72%;5,50%;4,69%;4,99%;6,11%;5,87%;7,03%
Giro ativos;0,23;0,22;0,22;0,23;0,22;0,19;0,22;0,23;0,25
CAGR Receitas 5 anos;3,94%;3,51%;5,42%;2,52%;-0,50%;-0,54%;-0,03%;-0,26%;-1,29%
CAGR Lucros 5 anos;6,27%;12,76%;1,71%;1,57%;-1,59%;4,22%;5,41%;6,03%;3,45%
