;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,83%;1,16%;0,82%;-%;-%;0,89%;2,70%;2,78%;1,19%
Div;1.0;1.0;0.75;;;1.0;3.75;2.75;2.0
P/L;24.87;18.54;13.95;-22.06;-13.02;-5.85;120.63;18.79;23.14
PEG Ratio;-0,53;-;-;-;-;-;-;-;-
P/VP;-33,89;-41,44;-40,50;-12,45;-45,89;-34,34;8,51;5,29;18,24
EV/EBITDA;19,32;8,57;10,32;26,48;57,10;-48,01;14,71;14,09;15,69
EV/EBIT;47,58;13,07;17,55;-362,38;-47,41;-17,97;25,37;26,13;25,24
P/EBITDA;11,46;4,58;5,77;13,90;29,20;-26,78;9,53;8,44;11,33
P/EBIT;28,22;6,98;9,82;-190,22;-24,24;-10,02;16,44;15,64;18,22
VPA;-3,56;-2,08;-2,25;-6,62;-1,85;-3,29;16,32;18,71;9,24
P/Ativo;0,98;0,72;0,73;0,70;0,79;0,87;1,07;0,81;1,36
LPA;4.85;4.65;6.53;-3.74;-6.53;-19.3;1.15;5.26;7.28
P/SR;6,82;1,30;1,56;2,49;2,61;5,77;2,24;1,60;2,85
P/Cap. Giro;11,50;6,72;4,99;4,22;6,20;6,26;16,98;14,16;11,58
P/Ativo Circ. Liq.;-1,22;-0,92;-1,04;-1,00;-1,02;-1,20;-1,35;-1,02;-1,87
Dív. líquida/PL;-;-;-;-;-;-;4,62;3,54;7,02
Dív. líquida/EBITDA;7,86;4,00;4,54;12,58;27,91;-21,23;5,17;5,65;4,36
Dív. líquida/EBIT;19,37;6,09;7,73;-172,16;-23,17;-7,95;8,92;10,48;7,02
PL/Ativos;-0,03;-0,02;-0,02;-0,06;-0,02;-0,03;0,13;0,15;0,07
Passivos/Ativos;1,03;1,02;1,02;1,06;1,02;1,03;0,87;0,85;0,93
Liq. corrente;1,76;1,90;1,93;2,22;2,23;2,03;1,44;1,40;1,77
M. Bruta;43,68%;43,51%;43,22%;36,38%;32,02%;16,83%;38,48%;39,17%;38,60%
M. EBITDA;59,53%;28,48%;27,00%;17,90%;8,96%;-21,54%;23,54%;18,98%;25,14%
M. EBIT;24,17%;18,68%;15,87%;-1,31%;-10,79%;-57,53%;13,65%;10,24%;15,63%
M. Líquida;27,42%;7,03%;11,18%;-11,28%;-20,08%;-98,63%;1,86%;8,52%;12,31%
ROE;-136,28%;-223,53%;-290,39%;-56,45%;-352,48%;-587,29%;7,06%;28,14%;78,83%
ROA;3,94%;3,86%;5,22%;-3,16%;-6,03%;-14,90%;0,89%;4,33%;5,89%
ROIC;3,95%;12,87%;4,70%;-0,51%;-3,47%;-13,93%;5,97%;1,66%;5,86%
Giro ativos;0,14;0,55;0,47;0,28;0,30;0,15;0,48;0,51;0,48
CAGR Receitas 5 anos;1,52%;-0,56%;-9,15%;-2,84%;-12,46%;4,00%;3,63%;3,33%;-3,78%
CAGR Lucros 5 anos;32,44%;4,98%;-%;-%;-%;-30,00%;-4,71%;8,28%;-16,97%
