;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;1,38%;0,70%;0,79%;0,54%;0,19%;1,52%;1,45%;-%
Div;;0.52;0.3;0.3;0.23;0.05;0.2;0.15;
P/L;35.4;28.97;33.06;15.67;14.12;63.11;-100.72;5.74;15.11
PEG Ratio;10,28;-;-;-;-;-;-;-;-
P/VP;3,93;3,11;3,66;3,49;4,35;3,72;2,05;1,52;3,44
EV/EBITDA;19,47;5,83;7,27;5,89;5,72;9,38;8,94;3,10;6,17
EV/EBIT;59,62;8,14;9,91;7,83;7,46;14,77;19,59;4,34;9,61
P/EBITDA;18,28;5,42;6,88;5,64;5,59;8,08;6,34;2,12;4,68
P/EBIT;55,99;7,57;9,38;7,50;7,29;12,73;13,89;2,97;7,29
VPA;13,01;12,24;11,63;10,88;9,60;7,00;6,41;6,76;5,51
P/Ativo;1,29;1,00;1,16;1,06;1,27;0,90;0,47;0,35;0,74
LPA;1.44;1.31;1.29;2.43;2.96;0.41;-0.13;1.8;1.26
P/SR;2,82;2,15;2,67;2,39;2,66;2,66;1,32;0,80;1,67
P/Cap. Giro;9,13;7,02;7,40;5,86;6,80;6,42;4,05;2,09;4,81
P/Ativo Circ. Liq.;-1,70;-1,32;-1,59;-1,53;-1,83;-1,15;-0,58;-0,47;-1,03
Dív. líquida/PL;0,25;0,24;0,21;0,15;0,10;0,60;0,84;0,71;1,09
Dív. líquida/EBITDA;1,18;0,41;0,39;0,25;0,13;1,29;2,60;0,98;1,49
Dív. líquida/EBIT;3,63;0,57;0,53;0,33;0,17;2,04;5,70;1,37;2,31
PL/Ativos;0,33;0,32;0,32;0,30;0,29;0,24;0,23;0,23;0,21
Passivos/Ativos;0,67;0,68;0,68;0,70;0,71;0,76;0,77;0,77;0,79
Liq. corrente;2,45;2,42;2,42;2,46;2,52;2,72;2,47;3,14;2,16
M. Bruta;5,48%;30,09%;31,33%;33,76%;38,59%;17,91%;9,01%;27,82%;26,96%
M. EBITDA;15,43%;39,63%;38,83%;42,29%;47,62%;32,95%;20,85%;37,87%;35,73%
M. EBIT;5,04%;28,39%;28,49%;31,81%;36,51%;20,91%;9,51%;27,05%;22,94%
M. Líquida;7,97%;7,42%;8,09%;15,22%;18,85%;4,22%;-1,31%;13,97%;11,08%
ROE;11,09%;10,74%;11,07%;22,30%;30,80%;5,89%;-2,03%;26,56%;22,78%
ROA;3,65%;3,44%;3,52%;6,79%;8,97%;1,42%;-0,46%;6,16%;4,87%
ROIC;-4,39%;17,73%;16,24%;19,02%;25,79%;10,18%;4,50%;19,33%;13,58%
Giro ativos;0,46;0,46;0,44;0,45;0,48;0,34;0,35;0,44;0,44
CAGR Receitas 5 anos;12,07%;4,17%;6,79%;9,03%;-0,57%;-6,36%;-2,30%;-1,85%;-6,61%
CAGR Lucros 5 anos;-%;-8,58%;10,62%;-%;-%;-%;1,72%;-7,18%;-%
