;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,38%;1,76%;2,17%;2,08%;2,08%;2,65%;1,97%;2,47%;1,67%
Div;0.53;1.93;1.74;1.58;1.44;1.3;1.2;1.1;0.94
P/L;10.93;10.18;9.66;13.29;9.86;10.23;10.61;8.85;-6.41
PEG Ratio;0,63;-;-;-;-;-;-;-;-
P/VP;2,09;1,91;1,57;1,75;1,30;0,95;1,35;1,22;1,49
EV/EBITDA;9,82;4,71;4,16;4,88;4,38;3,98;4,92;4,20;8,04
EV/EBIT;34,33;7,79;7,40;9,72;7,68;7,80;8,54;8,11;22,08
P/EBITDA;9,83;4,71;4,11;4,85;4,21;3,80;4,48;4,03;7,03
P/EBIT;34,38;7,77;7,30;9,65;7,39;7,45;7,77;7,77;19,32
VPA;66,15;57,20;51,35;43,40;53,27;51,78;45,14;36,52;37,83
P/Ativo;0,45;0,39;0,31;0,33;0,30;0,24;0,31;0,26;0,09
LPA;12.68;10.75;8.32;5.71;7.0;4.79;5.73;5.02;-8.78
P/SR;1,38;1,19;0,98;1,07;1,03;0,86;1,06;0,84;1,17
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,45;-0,39;-0,31;-0,33;-0,30;-0,24;-0,31;-0,26;-0,09
Dív. líquida/PL;0,00;0,00;0,02;0,01;0,05;0,04;0,13;0,05;0,21
Dív. líquida/EBITDA;-0,01;0,01;0,06;0,03;0,17;0,18;0,44;0,17;1,00
Dív. líquida/EBIT;-0,05;0,02;0,10;0,06;0,29;0,35;0,77;0,33;2,76
PL/Ativos;0,22;0,20;0,20;0,19;0,23;0,25;0,23;0,21;0,06
Passivos/Ativos;0,78;0,80;0,80;0,81;0,77;0,75;0,77;0,79;0,94
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;11,11%;43,95%;41,95%;41,25%;43,15%;42,48%;44,69%;41,10%;40,72%
M. EBITDA;14,09%;25,20%;23,81%;22,02%;24,52%;22,53%;23,59%;20,89%;16,64%
M. EBIT;4,03%;15,26%;13,40%;11,07%;13,98%;11,48%;13,59%;10,82%;6,05%
M. Líquida;12,67%;11,64%;10,12%;8,04%;10,47%;8,36%;9,95%;9,50%;-18,24%
ROE;19,17%;18,79%;16,20%;13,15%;13,14%;9,25%;12,69%;13,75%;-23,20%
ROA;4,16%;3,82%;3,23%;2,46%;3,06%;2,32%;2,91%;2,89%;-1,39%
ROIC;1,14%;15,90%;13,73%;11,27%;11,41%;8,61%;10,84%;9,80%;0,29%
Giro ativos;0,33;0,33;0,32;0,31;0,29;0,28;0,29;0,30;0,08
CAGR Receitas 5 anos;5,05%;5,29%;5,44%;6,57%;5,11%;2,19%;-1,72%;-4,92%;-5,60%
CAGR Lucros 5 anos;8,33%;6,74%;-%;21,42%;0,65%;21,18%;61,20%;-%;5,99%
