;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,33%;1,74%;2,29%;2,12%;1,08%;1,27%;1,55%;-%;-%
Div;1.16;1.08;1.0;0.88;0.72;0.64;0.56;;
P/L;18.08;14.77;8.15;-11.48;2.9;6.11;16.45;10.68;-38.76
PEG Ratio;0,48;-;-;-;-;-;-;-;-
P/VP;8,36;5,66;3,53;2,45;4,04;9,73;10,24;4,30;4,90
EV/EBITDA;25,28;11,09;5,11;52,05;46,63;9,57;14,46;10,87;14,77
EV/EBIT;32,09;12,51;5,63;-12,63;105,44;11,28;19,66;13,94;19,15
P/EBITDA;22,57;10,20;5,16;52,23;43,89;8,60;12,35;9,37;13,36
P/EBIT;28,65;11,50;5,68;-12,67;99,25;10,13;16,80;12,02;17,33
VPA;10,44;10,95;12,37;16,90;16,46;5,17;3,53;6,52;7,71
P/Ativo;2,22;1,51;1,04;1,75;1,48;1,79;1,62;1,18;1,52
LPA;4.83;4.19;5.35;-3.61;22.91;8.22;2.2;2.63;-0.97
P/SR;3,68;2,84;2,23;12,74;3,79;3,37;3,40;3,12;3,97
P/Cap. Giro;-90,06;19,86;3,47;-827,86;8,80;10,87;45,90;10,11;9,42
P/Ativo Circ. Liq.;-3,18;-2,47;-2,13;-1,81;-2,26;-2,86;-2,18;-1,72;-2,16
Dív. líquida/PL;1,00;0,49;-0,03;-0,01;0,25;1,11;1,74;0,69;0,52
Dív. líquida/EBITDA;2,71;0,89;-0,05;-0,18;2,74;0,98;2,11;1,50;1,41
Dív. líquida/EBIT;3,44;1,01;-0,05;0,04;6,20;1,15;2,86;1,92;1,83
PL/Ativos;0,27;0,27;0,30;0,71;0,37;0,18;0,16;0,28;0,31
Passivos/Ativos;0,73;0,73;0,70;0,29;0,63;0,82;0,84;0,72;0,69
Liq. corrente;0,92;1,24;2,44;0,94;1,97;1,80;1,16;1,60;2,18
M. Bruta;71,64%;71,99%;71,98%;33,33%;74,57%;75,92%;75,27%;76,61%;77,63%
M. EBITDA;16,32%;27,82%;43,25%;24,39%;8,64%;39,23%;27,54%;33,34%;29,73%
M. EBIT;12,85%;24,67%;39,26%;-100,51%;3,82%;33,30%;20,25%;26,00%;22,92%
M. Líquida;20,37%;19,21%;27,36%;-110,94%;130,60%;55,17%;20,68%;29,25%;-10,24%
ROE;46,24%;38,29%;43,26%;-21,38%;139,17%;159,14%;62,23%;40,28%;-12,64%
ROA;12,26%;10,20%;12,80%;-15,22%;51,11%;29,35%;9,83%;11,09%;-3,91%
ROIC;9,56%;16,47%;20,02%;-19,49%;1,29%;22,45%;14,26%;13,72%;-5,61%
Giro ativos;0,60;0,53;0,47;0,14;0,39;0,53;0,48;0,38;0,38
CAGR Receitas 5 anos;3,55%;3,17%;-0,27%;2,30%;3,63%;-0,35%;0,93%;-6,74%;-4,41%
CAGR Lucros 5 anos;2,03%;1,81%;-%;13,37%;26,86%;107,89%;-2,39%;-%;17,61%
