;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,44%;1,44%;1,37%;1,36%;1,15%;1,57%;1,56%;1,98%;1,76%
Div;0.82;3.06;2.59;2.25;2.0;1.83;1.74;1.58;1.43
P/L;22.18;25.71;24.82;26.85;27.85;29.44;32.28;24.35;27.84
PEG Ratio;9,02;-;-;-;-;-;-;-;-
P/VP;6,04;7,82;7,65;7,78;7,95;6,52;7,21;5,35;5,64
EV/EBITDA;46,10;16,05;14,90;15,47;17,92;17,06;18,90;14,94;13,71
EV/EBIT;78,92;17,99;16,80;17,92;20,80;20,88;23,03;17,85;16,00
P/EBITDA;43,12;15,07;14,76;15,54;16,21;14,66;15,57;13,27;12,36
P/EBIT;73,82;16,89;16,63;17,99;18,81;17,94;18,98;15,85;14,42
VPA;30,93;27,15;24,78;21,26;21,86;17,95;15,44;14,91;14,42
P/Ativo;1,56;1,85;1,94;1,86;2,55;1,80;1,79;1,86;2,03
LPA;8.42;8.26;7.63;6.16;6.24;3.97;3.45;3.28;2.92
P/SR;3,46;4,27;4,10;3,95;4,42;3,45;3,38;2,69;2,96
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-1,56;-1,85;-1,94;-1,86;-2,55;-1,80;-1,79;-1,86;-2,03
Dív. líquida/PL;0,42;0,51;0,08;-0,03;0,84;1,07;1,54;0,68;0,62
Dív. líquida/EBITDA;2,98;0,98;0,15;-0,06;1,71;2,41;3,33;1,68;1,35
Dív. líquida/EBIT;5,11;1,10;0,17;-0,07;1,98;2,94;4,06;2,00;1,58
PL/Ativos;0,26;0,24;0,25;0,24;0,32;0,28;0,25;0,35;0,36
Passivos/Ativos;0,74;0,76;0,75;0,76;0,68;0,72;0,75;0,65;0,64
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;22,94%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%
M. EBITDA;8,03%;28,32%;27,78%;25,43%;27,24%;23,51%;21,68%;20,25%;23,97%
M. EBIT;4,69%;25,27%;24,65%;21,96%;23,47%;19,21%;17,79%;16,95%;20,54%
M. Líquida;15,60%;16,60%;16,52%;14,72%;15,86%;11,70%;10,46%;11,04%;10,64%
ROE;27,24%;30,43%;30,81%;28,99%;28,55%;22,14%;22,35%;21,97%;20,27%
ROA;7,02%;7,19%;7,82%;6,91%;9,14%;6,10%;5,56%;7,65%;7,30%
ROIC;-0,14%;14,25%;16,06%;15,96%;16,46%;12,23%;10,96%;14,36%;13,33%
Giro ativos;0,45;0,43;0,47;0,47;0,58;0,52;0,53;0,69;0,69
CAGR Receitas 5 anos;7,99%;8,75%;8,12%;8,45%;5,96%;5,16%;4,05%;3,30%;2,77%
CAGR Lucros 5 anos;18,44%;17,88%;15,37%;12,19%;4,74%;3,52%;3,99%;4,88%;12,23%
