;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,28%;0,93%;0,69%;1,04%;0,76%;1,05%;1,18%;1,51%;0,83%
Div;0.41;1.3;1.05;0.93;0.82;0.72;0.62;0.52;0.42
P/L;11.83;9.34;10.64;5.22;9.2;10.59;12.02;8.87;18.49
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;1,75;1,75;2,22;1,58;2,58;2,12;1,94;1,44;2,48
EV/EBITDA;9,36;7,19;8,07;4,42;7,46;8,58;9,66;6,87;12,67
EV/EBIT;9,56;7,29;8,18;4,47;7,58;8,84;10,04;7,11;13,14
P/EBITDA;8,76;6,97;7,88;3,97;7,06;8,18;8,81;6,07;11,56
P/EBIT;8,94;7,07;8,00;4,01;7,17;8,42;9,15;6,29;11,99
VPA;82,83;79,69;68,32;56,50;42,02;32,47;27,17;24,05;20,60
P/Ativo;1,20;1,23;1,55;1,01;1,60;1,33;1,25;0,92;1,58
LPA;12.28;14.97;14.29;17.06;11.79;6.51;4.39;3.91;2.76
P/SR;1,24;1,21;1,42;0,91;1,38;1,24;1,11;0,81;1,36
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-1,20;-1,23;-1,55;-1,01;-1,60;-1,33;-1,25;-0,92;-1,58
Dív. líquida/PL;0,12;0,05;0,05;0,18;0,15;0,11;0,19;0,19;0,24
Dív. líquida/EBITDA;0,61;0,22;0,19;0,45;0,40;0,40;0,85;0,80;1,11
Dív. líquida/EBIT;0,62;0,22;0,19;0,46;0,41;0,42;0,89;0,82;1,15
PL/Ativos;0,68;0,70;0,70;0,64;0,62;0,63;0,64;0,64;0,64
Passivos/Ativos;0,32;0,30;0,30;0,36;0,38;0,37;0,36;0,36;0,36
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;23,70%;25,91%;26,37%;31,37%;28,35%;24,31%;22,01%;22,84%;21,63%
M. EBITDA;14,13%;17,31%;18,07%;23,03%;19,58%;15,13%;12,55%;13,27%;11,79%
M. EBIT;13,84%;17,08%;17,81%;22,79%;19,29%;14,69%;12,08%;12,82%;11,37%
M. Líquida;10,47%;12,92%;13,38%;17,50%;15,03%;11,69%;9,20%;9,09%;7,37%
ROE;14,82%;18,79%;20,91%;30,20%;28,05%;20,05%;16,15%;16,25%;13,40%
ROA;10,11%;13,17%;14,57%;19,30%;17,39%;12,55%;10,37%;10,35%;8,52%
ROIC;12,01%;15,39%;17,25%;23,15%;20,65%;14,76%;12,06%;12,00%;9,78%
Giro ativos;0,97;1,02;1,09;1,10;1,16;1,07;1,13;1,14;1,16
CAGR Receitas 5 anos;15,91%;17,15%;18,90%;17,97%;13,41%;17,00%;20,75%;26,48%;27,30%
CAGR Lucros 5 anos;24,06%;26,58%;41,34%;36,34%;25,89%;24,85%;25,84%;1,66%;65,31%
