;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,54%;0,44%;0,41%;1,93%;0,99%;1,61%;0,58%;0,88%;0,99%
Div;0.32;0.32;0.32;1.6;1.28;1.28;1.27;1.27;1.28
P/L;125.39;67.66;42.5;47.86;144.87;13.37;87.08;43.33;63.79
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;4,80;5,50;6,17;7,65;13,01;2,22;7,18;5,07;5,11
EV/EBITDA;43,29;36,86;26,85;31,49;81,86;8,34;38,65;28,02;27,90
EV/EBIT;87,76;57,30;35,08;41,67;126,17;10,68;59,25;41,29;41,79
P/EBITDA;42,44;36,33;26,53;31,47;81,41;8,10;37,20;27,24;26,87
P/EBIT;86,04;56,47;34,66;41,64;125,47;10,37;57,02;40,13;40,25
VPA;12,31;13,10;12,51;10,83;9,94;35,77;30,58;28,57;25,35
P/Ativo;3,60;4,21;4,60;5,67;8,99;1,51;4,44;3,43;3,11
LPA;0.47;1.06;1.82;1.73;0.89;5.94;2.52;3.34;2.03
P/SR;7,55;9,81;10,67;11,78;21,85;4,15;11,72;8,50;8,62
P/Cap. Giro;21,28;24,83;24,60;30,31;56,77;7,40;26,93;17,14;22,84
P/Ativo Circ. Liq.;-4,72;-5,45;-6,01;-7,71;-11,61;-2,03;-5,68;-4,57;-4,01
Dív. líquida/PL;0,10;0,08;0,08;0,01;0,07;0,07;0,28;0,15;0,20
Dív. líquida/EBITDA;0,85;0,53;0,33;0,02;0,46;0,24;1,45;0,78;1,03
Dív. líquida/EBIT;1,72;0,82;0,43;0,03;0,70;0,31;2,23;1,15;1,54
PL/Ativos;0,75;0,77;0,75;0,74;0,69;0,68;0,62;0,68;0,61
Passivos/Ativos;0,25;0,23;0,25;0,26;0,31;0,32;0,38;0,32;0,39
Liq. corrente;3,46;3,87;4,84;3,44;3,35;4,88;4,05;5,01;2,57
M. Bruta;64,80%;66,41%;67,72%;68,42%;67,97%;65,41%;66,31%;67,21%;66,53%
M. EBITDA;17,78%;27,02%;40,21%;37,42%;26,84%;51,23%;31,50%;31,20%;32,08%
M. EBIT;8,77%;17,38%;30,78%;28,28%;17,41%;40,03%;20,55%;21,18%;21,42%
M. Líquida;6,02%;14,50%;25,10%;24,61%;15,08%;31,04%;13,46%;19,62%;13,51%
ROE;3,83%;8,13%;14,51%;15,99%;8,98%;16,60%;8,24%;11,69%;8,01%
ROA;2,87%;6,22%;10,81%;11,86%;6,20%;11,31%;5,10%;7,92%;4,88%
ROIC;3,62%;7,70%;12,79%;14,02%;8,05%;14,25%;7,89%;9,59%;6,55%
Giro ativos;0,48;0,43;0,43;0,48;0,41;0,36;0,38;0,40;0,36
CAGR Receitas 5 anos;10,17%;12,07%;14,45%;13,28%;10,31%;14,82%;15,67%;12,35%;11,47%
CAGR Lucros 5 anos;11,84%;17,73%;29,02%;6,09%;16,31%;-2,84%;2,31%;-7,50%;-1,43%
