;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;1,96%;2,02%;2,08%;1,40%;1,85%;1,99%;2,34%;1,83%
Div;;2.96;2.78;3.25;2.42;2.2;2.12;1.95;1.8
P/L;20.03;19.16;17.99;18.36;10.32;11.22;16.76;15.4;17.39
PEG Ratio;1,32;-;-;-;-;-;-;-;-
P/VP;2,67;2,46;2,44;2,95;3,19;2,38;2,55;2,17;2,73
EV/EBITDA;26,68;11,96;11,27;11,62;7,51;-;11,37;10,76;11,77
EV/EBIT;67,73;16,25;15,13;15,32;8,63;9,24;14,36;13,80;14,45
P/EBITDA;21,01;8,93;8,93;9,59;6,52;-;9,10;8,08;9,25
P/EBIT;53,33;12,13;11,98;12,65;7,49;7,85;11,50;10,37;11,37
VPA;65,24;61,28;56,60;53,09;54,15;50,15;41,88;38,33;36,10
P/Ativo;1,20;1,03;1,10;1,35;1,51;1,15;1,12;1,03;1,28
LPA;8.71;7.87;7.66;8.52;16.76;10.62;6.37;5.41;5.66
P/SR;1,79;1,69;1,66;1,76;1,91;1,70;1,86;1,50;1,81
P/Cap. Giro;71,10;74,83;27,58;50,04;20,84;12,53;28,77;-119,27;53,91
P/Ativo Circ. Liq.;-1,41;-1,21;-1,32;-1,59;-1,89;-1,46;-1,39;-1,18;-1,46
Dív. líquida/PL;0,72;0,84;0,64;0,62;0,49;0,42;0,63;0,72;0,74
Dív. líquida/EBITDA;5,67;3,03;2,34;2,02;0,99;-;2,26;2,68;2,51
Dív. líquida/EBIT;14,40;4,12;3,14;2,67;1,14;1,40;2,86;3,44;3,09
PL/Ativos;0,45;0,42;0,45;0,46;0,47;0,48;0,44;0,47;0,47
Passivos/Ativos;0,55;0,58;0,54;0,53;0,52;0,51;0,55;0,52;0,52
Liq. corrente;1,13;1,10;1,31;1,22;1,56;1,72;1,25;0,94;1,24
M. Bruta;7,91%;32,86%;33,00%;34,74%;39,02%;38,50%;34,80%;34,59%;36,25%
M. EBITDA;8,52%;18,93%;18,60%;18,31%;29,27%;-%;20,45%;18,62%;19,60%
M. EBIT;3,35%;13,94%;13,86%;13,89%;25,49%;21,69%;16,19%;14,51%;15,96%
M. Líquida;8,93%;8,82%;9,23%;9,57%;18,49%;15,16%;11,11%;9,77%;10,43%
ROE;13,35%;12,85%;13,54%;16,05%;30,96%;21,17%;15,21%;14,11%;15,69%
ROA;5,98%;5,39%;6,09%;7,37%;14,66%;10,20%;6,68%;6,69%;7,35%
ROIC;0,49%;8,49%;9,38%;11,23%;20,59%;14,73%;9,64%;10,00%;10,80%
Giro ativos;0,67;0,61;0,66;0,77;0,79;0,67;0,60;0,68;0,70
CAGR Receitas 5 anos;5,02%;4,20%;5,95%;8,38%;4,72%;0,77%;1,06%;0,05%;-0,49%
CAGR Lucros 5 anos;0,30%;3,02%;4,15%;25,34%;15,18%;9,06%;-2,82%;6,78%;6,49%
