;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,19%;0,85%;0,73%;0,68%;0,83%;0,78%;0,64%;0,85%;0,65%
Div;0.27;0.95;0.89;0.82;0.78;0.74;0.67;0.63;0.59
P/L;9.73;8.75;11.76;13.04;12.53;13.58;14.98;11.85;7.2
PEG Ratio;1,77;-;-;-;-;-;-;-;-
P/VP;1,97;1,77;2,54;2,95;1,08;1,13;1,56;1,54;1,68
EV/EBITDA;40,04;6,58;8,25;9,07;7,30;-;8,44;6,87;8,55
EV/EBIT;40,04;8,44;10,67;11,72;11,72;12,12;13,03;10,59;13,13
P/EBITDA;32,16;5,03;6,81;7,57;5,83;-;7,27;5,65;7,45
P/EBIT;32,16;6,44;8,80;9,78;9,37;10,11;11,22;8,72;11,44
VPA;71,47;63,18;47,84;40,83;86,80;83,80;67,36;48,55;53,98
P/Ativo;0,37;0,32;0,41;0,45;0,31;0,34;0,44;0,36;0,45
LPA;14.45;12.75;10.35;9.25;7.48;6.99;7.03;6.29;12.6
P/SR;1,88;1,62;2,10;2,23;1,83;2,10;2,52;1,93;2,52
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,37;-0,32;-0,41;-0,45;-0,31;-0,34;-0,44;-0,36;-0,45
Dív. líquida/PL;0,48;0,55;0,54;0,59;0,27;0,23;0,25;0,33;0,25
Dív. líquida/EBITDA;7,88;1,56;1,44;1,50;1,47;-;1,17;1,22;1,10
Dív. líquida/EBIT;7,88;2,00;1,86;1,95;2,35;2,01;1,80;1,88;1,69
PL/Ativos;0,19;0,18;0,16;0,15;0,29;0,30;0,28;0,23;0,27
Passivos/Ativos;0,81;0,82;0,84;0,85;0,71;0,70;0,72;0,77;0,73
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;9,67%;39,51%;37,16%;36,26%;37,59%;39,26%;41,35%;40,66%;40,01%
M. EBITDA;5,86%;32,26%;30,77%;29,49%;31,29%;-%;34,62%;34,17%;33,82%
M. EBIT;5,86%;25,16%;23,80%;22,82%;19,48%;20,76%;22,43%;22,16%;22,02%
M. Líquida;19,36%;18,53%;17,82%;17,11%;14,57%;15,45%;16,80%;16,30%;35,00%
ROE;20,22%;20,18%;21,64%;22,65%;8,62%;8,34%;10,43%;12,95%;23,34%
ROA;3,77%;3,68%;3,46%;3,44%;2,50%;2,52%;2,93%;3,04%;6,20%
ROIC;0,90%;14,16%;15,14%;15,21%;7,43%;7,48%;9,15%;10,71%;3,59%
Giro ativos;0,19;0,20;0,19;0,20;0,17;0,16;0,17;0,19;0,18
CAGR Receitas 5 anos;5,00%;4,83%;4,69%;5,38%;4,70%;4,58%;4,26%;2,97%;3,10%
CAGR Lucros 5 anos;7,07%;6,71%;-9,27%;6,26%;6,78%;6,98%;5,83%;22,40%;2,03%
