;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,29%;1,87%;1,11%;0,73%;0,67%;1,04%;2,02%;1,74%;1,00%
Div;0.41;1.61;1.6;1.58;1.57;1.53;1.48;1.34;1.29
P/L;-171.06;-8.58;10.78;9.45;221.19;41.79;14.52;11.8;257.64
PEG Ratio;1,86;-;-;-;-;-;-;-;-
P/VP;1,68;1,02;1,80;3,18;4,86;3,68;1,89;2,18;3,70
EV/EBITDA;-;-12,33;23,42;9,52;39,34;27,31;11,36;8,12;18,75
EV/EBIT;-10.721,69;-7,79;46,62;10,65;59,69;41,49;15,00;9,90;25,21
P/EBITDA;-;-10,02;19,63;8,92;36,71;23,14;8,80;7,36;18,39
P/EBIT;-9.413,57;-6,33;39,07;9,97;55,70;35,16;11,63;8,98;24,72
VPA;84,64;84,74;80,20;68,13;48,07;40,09;38,61;35,39;34,55
P/Ativo;1,01;0,61;0,93;1,64;2,49;1,50;0,79;1,08;1,82
LPA;-0.83;-10.03;13.41;22.96;1.06;3.53;5.03;6.53;0.5
P/SR;4,50;1,88;1,76;3,47;8,22;5,02;2,16;2,43;4,60
P/Cap. Giro;8,92;5,39;10,24;10,39;204,68;38,84;9,49;10,04;11,07
P/Ativo Circ. Liq.;-1,31;-0,79;-1,30;-2,47;-3,05;-1,90;-1,01;-1,47;-2,68
Dív. líquida/PL;0,23;0,23;0,35;0,22;0,35;0,66;0,55;0,22;0,07
Dív. líquida/EBITDA;-;-2,30;3,79;0,60;2,62;4,16;2,56;0,76;0,36
Dív. líquida/EBIT;-1.308,12;-1,45;7,55;0,67;3,98;6,33;3,38;0,92;0,49
PL/Ativos;0,60;0,60;0,52;0,52;0,51;0,41;0,42;0,50;0,49
Passivos/Ativos;0,40;0,40;0,48;0,48;0,49;0,59;0,58;0,50;0,51
Liq. corrente;1,95;1,95;1,47;1,89;1,07;1,22;1,58;1,69;2,06
M. Bruta;1.693,78%;1,16%;12,33%;42,00%;29,99%;31,80%;35,04%;36,07%;36,01%
M. EBITDA;-%;-18,77%;8,98%;38,92%;22,39%;21,69%;24,51%;32,96%;25,02%
M. EBIT;-0,05%;-29,72%;4,51%;34,81%;14,76%;14,27%;18,56%;27,01%;18,61%
M. Líquida;-2,63%;-21,93%;16,36%;36,75%;3,72%;12,01%;14,86%;20,55%;1,79%
ROE;-0,98%;-11,84%;16,72%;33,70%;2,20%;8,80%;13,03%;18,45%;1,44%
ROA;-0,59%;-7,10%;8,61%;17,40%;1,13%;3,60%;5,41%;9,15%;0,71%
ROIC;-646,15%;-12,50%;0,03%;19,26%;5,76%;5,00%;8,31%;14,87%;2,67%
Giro ativos;0,22;0,32;0,53;0,47;0,30;0,30;0,36;0,45;0,40
CAGR Receitas 5 anos;8,42%;23,30%;18,97%;4,45%;2,05%;7,98%;7,11%;4,05%;-1,37%
CAGR Lucros 5 anos;-%;17,80%;117,83%;-28,10%;2,33%;31,95%;10,92%;-29,35%;10,42%
