;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,77%;3,17%;3,54%;2,99%;5,52%;5,89%;4,59%;5,79%;5,11%
Div;0.27;1.03;0.96;0.88;1.66;1.66;1.64;1.64;1.58
P/L;23.86;26.98;26.99;28.47;-14.93;14.76;14.86;11.17;18.89
PEG Ratio;0,73;-;-;-;-;-;-;-;-
P/VP;1,81;1,70;1,43;1,55;1,61;1,62;2,00;1,75;1,98
EV/EBITDA;24,48;12,60;12,05;13,30;11,62;10,57;10,88;9,46;10,74
EV/EBIT;108,43;21,82;22,17;24,78;20,66;15,40;15,30;12,87;14,97
P/EBITDA;14,51;7,46;6,83;8,09;8,63;5,01;5,86;4,62;5,44
P/EBIT;64,28;12,92;12,56;15,07;15,36;7,30;8,24;6,28;7,57
VPA;19,48;19,07;18,90;18,89;18,67;17,39;17,97;16,19;15,63
P/Ativo;0,59;0,58;0,51;0,57;0,67;0,45;0,57;0,47;0,51
LPA;1.47;1.2;1.0;1.03;-2.01;1.91;2.41;2.54;1.64
P/SR;2,90;2,83;2,40;2,72;3,82;2,85;3,34;2,62;2,86
P/Cap. Giro;-24,58;-52,88;-48,96;-22,30;8,23;-6,76;-12,16;-9,57;-12,32
P/Ativo Circ. Liq.;-0,65;-0,63;-0,55;-0,61;-0,78;-0,48;-0,60;-0,50;-0,54
Dív. líquida/PL;1,24;1,17;1,10;1,00;0,56;1,80;1,71;1,84;1,93
Dív. líquida/EBITDA;9,97;5,14;5,22;5,21;2,98;5,56;5,02;4,84;5,31
Dív. líquida/EBIT;44,16;8,90;9,61;9,71;5,31;8,10;7,06;6,59;7,39
PL/Ativos;0,33;0,34;0,36;0,37;0,41;0,28;0,28;0,27;0,26
Passivos/Ativos;0,67;0,66;0,64;0,63;0,59;0,72;0,72;0,73;0,74
Liq. corrente;0,77;0,86;0,88;0,75;2,16;0,46;0,56;0,53;0,57
M. Bruta;16,47%;70,91%;69,03%;66,88%;74,72%;83,36%;81,57%;80,17%;80,61%
M. EBITDA;19,98%;37,95%;35,19%;33,68%;44,27%;56,93%;57,01%;56,78%;52,61%
M. EBIT;4,51%;21,91%;19,13%;18,07%;24,88%;39,07%;40,53%;41,72%;37,77%
M. Líquida;12,15%;10,49%;8,90%;9,57%;-25,59%;19,31%;22,47%;23,47%;15,15%
ROE;7,57%;6,31%;5,31%;5,43%;-10,78%;10,98%;13,44%;15,67%;10,48%
ROA;2,48%;2,16%;1,89%;2,00%;-4,45%;3,05%;3,82%;4,21%;2,72%
ROIC;0,41%;5,27%;4,76%;4,36%;3,75%;6,47%;7,60%;8,28%;6,33%
Giro ativos;0,20;0,21;0,21;0,21;0,17;0,16;0,17;0,18;0,18
CAGR Receitas 5 anos;1,72%;1,32%;1,19%;-5,11%;-0,16%;-0,21%;1,40%;-9,30%;-10,01%
CAGR Lucros 5 anos;-12,65%;-16,54%;-7,69%;-%;16,59%;0,21%;10,20%;-5,69%;4,93%
