;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,29%;1,24%;1,15%;1,09%;0,93%;1,02%;1,22%;1,26%;1,06%
Div;0.4;1.44;1.31;1.21;1.12;1.04;0.96;0.84;0.72
P/L;35.21;31.68;45.37;56.13;50.66;72.23;35.38;21.84;37.01
PEG Ratio;-1,84;-;-;-;-;-;-;-;-
P/VP;2,98;2,65;2,72;5,70;6,72;6,18;4,80;4,33;4,89
EV/EBITDA;35,65;17,18;25,80;28,73;27,31;-;21,32;15,09;17,95
EV/EBIT;88,93;25,72;42,24;42,57;38,71;54,02;32,67;20,99;25,61
P/EBITDA;34,84;16,65;24,67;27,44;26,00;-;19,17;12,92;15,66
P/EBIT;86,92;24,93;40,39;40,66;36,85;50,68;29,38;17,98;22,35
VPA;46,03;43,79;42,08;19,39;17,84;16,47;16,42;15,40;13,94
P/Ativo;1,93;1,71;1,71;2,51;2,61;2,10;1,84;1,66;1,79
LPA;3.89;3.66;2.52;1.97;2.37;1.41;2.23;3.05;1.84
P/SR;3,75;3,29;3,75;3,61;4,16;3,76;2,70;2,30;2,60
P/Cap. Giro;15,37;16,00;16,46;14,01;12,23;11,71;14,95;17,01;12,61
P/Ativo Circ. Liq.;-2,60;-2,27;-2,26;-4,03;-4,23;-3,51;-2,70;-2,34;-2,56
Dív. líquida/PL;0,07;0,08;0,12;0,27;0,34;0,41;0,54;0,73;0,71
Dív. líquida/EBITDA;0,80;0,53;1,13;1,29;1,31;-;2,15;2,17;2,28
Dív. líquida/EBIT;2,01;0,79;1,85;1,91;1,86;3,34;3,30;3,02;3,26
PL/Ativos;0,65;0,65;0,63;0,44;0,39;0,34;0,38;0,38;0,36
Passivos/Ativos;0,34;0,34;0,37;0,56;0,61;0,66;0,62;0,62;0,64
Liq. corrente;1,96;1,75;1,76;1,89;2,27;1,80;1,63;1,51;1,88
M. Bruta;38,23%;37,51%;36,90%;37,74%;38,02%;37,53%;38,98%;38,91%;39,24%
M. EBITDA;10,77%;19,77%;15,21%;13,15%;16,02%;-%;14,10%;17,82%;16,61%
M. EBIT;4,32%;13,21%;9,29%;8,87%;11,30%;7,42%;9,20%;12,81%;11,64%
M. Líquida;10,66%;10,39%;8,27%;6,43%;8,22%;5,21%;7,64%;10,54%;7,03%
ROE;8,46%;8,36%;5,99%;10,16%;13,27%;8,56%;13,56%;19,83%;13,22%
ROA;5,48%;5,40%;3,78%;4,46%;5,16%;2,90%;5,20%;7,60%;4,83%
ROIC;1,06%;7,38%;5,29%;7,54%;8,89%;5,47%;8,88%;12,43%;8,76%
Giro ativos;0,51;0,52;0,46;0,69;0,63;0,56;0,68;0,72;0,69
CAGR Receitas 5 anos;10,28%;7,18%;3,25%;6,62%;5,95%;6,03%;6,30%;4,42%;-0,17%
CAGR Lucros 5 anos;17,29%;2,10%;1,41%;10,43%;-5,67%;3,54%;19,21%;2,19%;-1,40%
