;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,66%;2,23%;2,13%;1,92%;1,31%;1,46%;1,48%;1,82%;1,46%
Div;0.68;2.66;3.19;2.41;2.26;2.1;1.98;1.86;1.7
P/L;23.21;24.61;27.7;28.81;28.27;32.17;25.39;18.29;18.65
PEG Ratio;-0,70;-;-;-;-;-;-;-;-
P/VP;2,96;4,05;4,49;4,48;6,47;5,99;5,97;5,30;5,35
EV/EBITDA;43,81;12,35;16,18;16,76;18,50;18,86;15,34;12,38;12,60
EV/EBIT;206,66;15,25;20,48;22,75;23,86;25,26;19,71;15,78;15,35
P/EBITDA;35,50;10,62;14,35;14,06;16,29;16,96;13,70;10,63;11,57
P/EBIT;167,49;13,12;18,16;19,09;21,01;22,71;17,60;13,54;14,09
VPA;34,76;29,51;33,30;28,04;26,65;24,09;22,35;19,30;21,84
P/Ativo;1,04;1,41;1,63;1,42;1,91;1,74;1,78;1,53;1,80
LPA;4.44;4.85;5.4;4.36;6.1;4.48;5.26;5.59;6.26
P/SR;1,47;1,73;2,17;1,67;2,42;2,46;2,08;1,60;2,02
P/Cap. Giro;8,85;17,80;14,80;12,05;20,26;17,32;17,59;15,44;11,51
P/Ativo Circ. Liq.;-1,66;-2,13;-2,47;-2,18;-2,79;-2,67;-2,74;-2,44;-2,95
Dív. líquida/PL;0,69;0,66;0,57;0,86;0,88;0,67;0,72;0,88;0,48
Dív. líquida/EBITDA;8,30;1,72;1,83;2,69;2,21;1,90;1,64;1,76;1,03
Dív. líquida/EBIT;39,17;2,13;2,32;3,66;2,85;2,55;2,11;2,24;1,26
PL/Ativos;0,35;0,35;0,36;0,32;0,29;0,29;0,30;0,29;0,34
Passivos/Ativos;0,65;0,65;0,64;0,68;0,71;0,71;0,70;0,71;0,66
Liq. corrente;1,47;1,31;1,47;1,52;1,42;1,41;1,41;1,36;1,66
M. Bruta;9,64%;41,61%;40,41%;37,14%;38,78%;43,78%;42,87%;41,45%;44,34%
M. EBITDA;4,15%;16,31%;15,09%;11,91%;14,86%;14,52%;15,21%;15,01%;17,43%
M. EBIT;0,88%;13,21%;11,93%;8,77%;11,52%;10,84%;11,84%;11,78%;14,31%
M. Líquida;6,35%;7,04%;7,82%;5,81%;8,56%;7,66%;8,21%;8,72%;10,81%
ROE;12,77%;16,45%;16,22%;15,56%;22,89%;18,61%;23,52%;28,96%;28,68%
ROA;4,50%;5,74%;5,87%;4,95%;6,74%;5,42%;7,02%;8,37%;9,64%
ROIC;-2,06%;12,84%;10,87%;9,12%;12,14%;10,57%;13,55%;15,12%;15,41%
Giro ativos;0,71;0,82;0,75;0,85;0,79;0,71;0,86;0,96;0,89
CAGR Receitas 5 anos;0,91%;1,10%;1,15%;3,32%;-0,58%;0,48%;1,51%;3,06%;1,64%
CAGR Lucros 5 anos;-2,13%;-1,08%;-8,43%;10,51%;-5,51%;-9,97%;-16,13%;11,12%;-4,43%
