;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;4,18%;6,38%;6,10%;6,76%;7,58%;4,49%;4,71%;2,77%
Div;;1.15;1.13;1.1;1.08;0.99;0.95;0.72;
P/L;22.48;23.3;16.38;15.95;20.16;260.05;21.89;22.92;
PEG Ratio;3,05;-;-;-;-;-;-;-;-
P/VP;1,99;1,99;1,29;1,32;1,17;0,98;1,42;1,01;1,20
EV/EBITDA;27,77;15,93;12,90;12,88;15,37;21,73;14,35;13,87;17,37
EV/EBIT;105,11;27,16;22,24;21,62;30,70;97,47;25,66;27,11;36,04
P/EBITDA;18,15;10,48;7,10;7,26;8,11;10,44;8,47;6,93;9,00
P/EBIT;68,69;17,87;12,23;12,19;16,21;46,82;15,15;13,55;18,67
VPA;13,82;13,74;13,65;13,68;13,59;13,89;14,90;15,26;15,06
P/Ativo;0,85;0,85;0,55;0,58;0,51;0,43;0,65;0,43;0,51
LPA;1.22;1.18;1.08;1.13;0.79;0.05;0.97;0.67;0.01
P/SR;3,73;4,03;2,55;2,12;2,17;2,65;3,63;2,40;2,94
P/Cap. Giro;-43,10;-23,59;-8,37;-13,00;-18,05;-16,54;-25,75;-18,50;-11,64
P/Ativo Circ. Liq.;-0,88;-0,88;-0,57;-0,61;-0,54;-0,45;-0,68;-0,46;-0,53
Dív. líquida/PL;1,06;1,04;1,06;1,02;1,04;1,07;0,99;1,01;1,12
Dív. líquida/EBITDA;9,62;5,45;5,80;5,62;7,26;11,29;5,88;6,94;8,37
Dív. líquida/EBIT;36,42;9,30;10,00;9,43;14,50;50,65;10,51;13,56;17,36
PL/Ativos;0,43;0,43;0,43;0,44;0,44;0,44;0,46;0,43;0,43
Passivos/Ativos;0,57;0,57;0,57;0,56;0,56;0,55;0,53;0,56;0,57
Liq. corrente;0,63;0,49;0,35;0,55;0,66;0,63;0,63;0,76;0,44
M. Bruta;12,10%;51,60%;49,49%;37,97%;46,65%;57,09%;55,68%;50,91%;50,26%
M. EBITDA;20,54%;38,48%;35,98%;29,15%;26,68%;25,34%;42,84%;34,63%;32,71%
M. EBIT;5,43%;22,56%;20,88%;17,37%;13,36%;5,65%;23,96%;17,72%;15,77%
M. Líquida;16,59%;17,30%;15,59%;13,27%;10,74%;1,02%;16,58%;10,47%;0,20%
ROE;8,86%;8,56%;7,89%;8,29%;5,79%;0,38%;6,49%;4,40%;0,08%
ROA;3,77%;3,66%;3,37%;3,64%;2,53%;0,17%;2,95%;1,88%;0,03%
ROIC;0,23%;4,36%;3,98%;4,17%;2,88%;0,27%;3,29%;2,70%;0,31%
Giro ativos;0,23;0,21;0,22;0,27;0,24;0,16;0,18;0,18;0,17
CAGR Receitas 5 anos;2,71%;1,63%;6,98%;4,93%;-4,07%;-4,03%;0,10%;6,56%;10,45%
CAGR Lucros 5 anos;3,60%;8,24%;69,34%;20,30%;-12,12%;16,37%;6,17%;-10,29%;3,57%
