;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;1,32%;1,08%;1,29%;0,86%;1,09%;1,28%;1,32%;1,30%
Div;;1.46;1.37;1.34;1.16;1.04;1.0;0.9;0.84
P/L;23.77;18.87;24.31;11.81;15.86;23.13;22.51;19.01;23.49
PEG Ratio;-0,24;-;-;-;-;-;-;-;-
P/VP;8,81;6,88;7,66;5,16;6,43;6,05;6,05;5,91;5,77
EV/EBITDA;50,94;12,23;15,50;7,31;10,49;-;14,24;12,41;13,60
EV/EBIT;60,35;12,91;16,54;7,53;10,77;15,23;15,15;13,23;14,53
P/EBITDA;54,15;13,23;16,90;8,37;11,36;-;15,69;13,47;14,97
P/EBIT;64,15;13,96;18,03;8,63;11,67;16,83;16,70;14,36;16,00
VPA;17,02;16,11;16,62;20,15;20,90;15,71;12,89;11,51;11,21
P/Ativo;4,20;3,22;4,05;2,87;2,95;3,27;3,60;3,55;3,69
LPA;6.31;5.87;5.23;8.8;8.47;4.11;3.47;3.58;2.75
P/SR;1,80;1,44;1,97;0,94;1,36;1,59;1,63;1,44;1,66
P/Cap. Giro;12,35;9,59;10,57;6,51;7,72;7,78;8,30;8,35;7,94
P/Ativo Circ. Liq.;-18,19;-13,96;-16,81;-14,95;-23,03;-16,70;-14,41;-20,27;-19,97
Dív. líquida/PL;-0,52;-0,52;-0,63;-0,65;-0,49;-0,57;-0,56;-0,46;-0,53
Dív. líquida/EBITDA;-3,21;-0,99;-1,40;-1,06;-0,87;-;-1,45;-1,06;-1,37
Dív. líquida/EBIT;-3,80;-1,05;-1,49;-1,09;-0,90;-1,60;-1,55;-1,13;-1,46
PL/Ativos;0,48;0,47;0,53;0,56;0,46;0,54;0,59;0,60;0,64
Passivos/Ativos;0,52;0,53;0,47;0,44;0,54;0,46;0,41;0,40;0,36
Liq. corrente;1,79;1,77;2,02;2,20;1,78;2,09;2,37;2,06;2,32
M. Bruta;8,37%;32,20%;34,90%;26,33%;27,02%;28,94%;32,25%;32,20%;33,51%
M. EBITDA;3,32%;10,90%;11,64%;11,23%;11,96%;-%;10,36%;10,72%;11,10%
M. EBIT;2,81%;10,33%;10,91%;10,89%;11,65%;9,46%;9,73%;10,06%;10,38%
M. Líquida;7,57%;7,64%;8,10%;7,95%;8,57%;6,88%;7,22%;7,60%;7,07%
ROE;37,08%;36,44%;31,50%;43,65%;40,51%;26,17%;26,90%;31,11%;24,57%
ROA;17,69%;17,04%;16,64%;24,28%;18,60%;14,13%;15,99%;18,65%;15,70%
ROIC;0,67%;36,51%;31,45%;44,50%;40,60%;26,25%;26,97%;31,19%;24,62%
Giro ativos;2,34;2,23;2,06;3,05;2,17;2,05;2,21;2,46;2,22
CAGR Receitas 5 anos;5,33%;2,70%;19,79%;22,06%;8,86%;4,49%;6,00%;2,92%;-0,21%
CAGR Lucros 5 anos;6,53%;4,02%;22,64%;26,86%;8,77%;9,39%;12,14%;7,98%;2,24%
