;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,47%;2,28%;2,73%;2,60%;1,75%;2,38%;1,87%;2,19%;1,32%
Div;0.26;1.0;0.92;0.86;0.78;0.72;0.66;0.54;0.39
P/L;14.25;13.12;10.69;10.18;11.76;15.92;12.19;9.06;18.53
PEG Ratio;0,56;-;-;-;-;-;-;-;-
P/VP;1,32;1,13;0,91;0,97;1,33;0,96;1,20;0,91;1,15
EV/EBITDA;-26,11;-7,69;-9,88;-19,07;-24,15;-30,34;-8,79;-9,58;-8,67
EV/EBIT;-31,17;-8,02;-10,33;-20,59;-28,98;-36,96;-9,40;-10,28;-9,58
P/EBITDA;11,74;2,67;2,50;4,80;7,74;7,91;5,38;4,24;6,71
P/EBIT;14,01;2,79;2,61;5,19;9,28;9,63;5,75;4,55;7,41
VPA;41,65;38,83;36,94;34,16;33,43;31,55;29,44;27,03;25,61
P/Ativo;0,12;0,10;0,08;0,09;0,11;0,09;0,13;0,10;0,14
LPA;3.87;3.35;3.15;3.25;3.78;1.9;2.89;2.72;1.59
P/SR;3,12;1,74;1,55;2,30;3,83;2,80;2,79;2,21;3,10
P/Cap. Giro;-;-;-;-;-;-;-;-;-
P/Ativo Circ. Liq.;-0,12;-0,10;-0,08;-0,09;-0,11;-0,09;-0,13;-0,10;-0,14
Dív. líquida/PL;-4,27;-4,38;-4,51;-4,82;-5,49;-4,65;-3,15;-2,97;-2,64
Dív. líquida/EBITDA;-37,85;-10,36;-12,38;-23,88;-31,89;-38,24;-14,17;-13,82;-15,37
Dív. líquida/EBIT;-45,18;-10,82;-12,94;-25,77;-38,26;-46,59;-15,15;-14,83;-16,99
PL/Ativos;0,09;0,09;0,09;0,09;0,09;0,10;0,11;0,11;0,12
Passivos/Ativos;0,91;0,91;0,91;0,91;0,91;0,90;0,89;0,89;0,88
Liq. corrente;-;-;-;-;-;-;-;-;-
M. Bruta;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%
M. EBITDA;26,60%;65,01%;61,82%;47,91%;49,49%;35,37%;51,85%;52,07%;46,15%
M. EBIT;22,29%;62,26%;59,14%;44,39%;41,25%;29,03%;48,51%;48,52%;41,78%
M. Líquida;21,92%;13,25%;14,46%;22,61%;32,56%;17,57%;22,89%;24,35%;16,71%
ROE;9,29%;8,63%;8,53%;9,52%;11,31%;6,04%;9,82%;10,06%;6,22%
ROA;0,83%;0,78%;0,78%;0,85%;0,96%;0,58%;1,07%;1,13%;0,73%
ROIC;3,03%;14,66%;13,37%;7,67%;5,88%;4,51%;8,65%;8,08%;5,16%
Giro ativos;0,04;0,06;0,05;0,04;0,03;0,03;0,05;0,05;0,04
CAGR Receitas 5 anos;11,12%;9,42%;2,95%;0,04%;0,05%;3,24%;1,51%;-0,12%;-4,03%
CAGR Lucros 5 anos;-0,22%;-1,19%;8,59%;12,40%;4,40%;43,70%;22,79%;45,88%;191,28%
