;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%
Div;;;;;;;;;
P/L;25.95;16.33;19.15;24.21;126.91;22.92;21.97;26.15;33.29
PEG Ratio;-10,77;4,20;-;-;-;-;-;-;-
P/VP;10,36;9,96;12,14;15,54;11,16;8,51;7,95;8,19;8,80
EV/EBITDA;95,96;10,86;12,23;14,98;40,22;13,10;12,40;13,61;15,27
EV/EBIT;-;12,47;14,03;18,09;92,04;17,40;16,46;17,99;20,17
P/EBITDA;96,83;10,82;12,62;15,26;42,20;13,52;12,77;13,99;15,75
P/EBIT;-;12,42;14,48;18,42;96,57;17,95;16,94;18,49;20,80
VPA;58,70;43,74;40,36;30,18;36,95;33,76;31,84;29,91;25,42
P/Ativo;4,07;3,61;4,43;5,01;4,38;3,33;4,53;4,99;5,35
LPA;23.42;26.68;25.58;19.38;3.25;12.53;11.52;9.36;6.72
P/SR;2,45;1,86;2,33;2,77;3,63;2,19;2,15;2,47;2,81
P/Cap. Giro;31,06;21,16;23,16;33,00;19,06;17,62;13,26;13,81;13,55
P/Ativo Circ. Liq.;-7,57;-7,21;-8,94;-9,61;-8,67;-5,76;-11,34;-11,95;-13,43
Dív. líquida/PL;-0,09;0,04;-0,38;-0,28;-0,52;-0,26;-0,22;-0,22;-0,27
Dív. líquida/EBITDA;-0,87;0,04;-0,39;-0,28;-1,98;-0,42;-0,36;-0,38;-0,48
Dív. líquida/EBIT;-;0,05;-0,45;-0,33;-4,53;-0,56;-0,48;-0,51;-0,63
PL/Ativos;0,39;0,36;0,36;0,32;0,39;0,39;0,57;0,61;0,61
Passivos/Ativos;0,61;0,64;0,64;0,68;0,61;0,61;0,43;0,39;0,39
Liq. corrente;1,39;1,52;1,61;1,46;1,87;1,81;2,32;2,64;2,90
M. Bruta;39,61%;39,09%;39,62%;39,03%;31,68%;36,24%;35,87%;35,63%;35,99%
M. EBITDA;2,53%;17,17%;18,46%;18,12%;8,60%;16,18%;16,88%;17,64%;17,84%
M. EBIT;0,00%;14,96%;16,10%;15,01%;3,76%;12,18%;12,72%;13,35%;13,51%
M. Líquida;9,42%;11,37%;12,17%;11,42%;2,86%;9,54%;9,80%;9,44%;8,44%
ROE;39,90%;61,00%;63,39%;64,21%;8,79%;37,11%;36,18%;31,29%;26,43%
ROA;15,67%;22,12%;23,13%;20,69%;3,45%;14,51%;20,64%;19,09%;16,06%
ROIC;-%;55,64%;63,39%;64,21%;8,79%;36,85%;35,90%;31,21%;26,43%
Giro ativos;1,66;1,94;1,90;1,81;1,21;1,52;2,10;2,02;1,90
CAGR Receitas 5 anos;11,65%;11,65%;12,20%;9,41%;17,94%;20,26%;21,52%;22,27%;21,95%
CAGR Lucros 5 anos;17,48%;17,48%;19,19%;-11,29%;22,38%;26,56%;26,33%;27,78%;35,13%
