;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;0,72%;0,95%;0,91%;0,71%;0,92%;0,86%;1,13%;0,78%
Div;;1.85;2.15;1.59;1.48;1.36;1.24;1.12;1.0
P/L;33.88;37.25;32.13;40.43;41.06;33.62;30.85;25.29;28.25
PEG Ratio;1,05;-;-;-;-;-;-;-;-
P/VP;4,34;4,18;4,01;3,36;4,21;3,26;3,39;2,51;3,42
EV/EBITDA;36,91;19,38;15,99;17,53;20,98;17,03;17,08;14,37;20,45
EV/EBIT;101,97;28,37;22,84;28,29;30,48;24,71;24,29;20,91;29,98
P/EBITDA;33,26;17,02;14,57;15,06;18,54;15,40;15,10;11,78;17,64
P/EBIT;91,87;24,92;20,81;24,31;26,92;22,34;21,46;17,14;25,85
VPA;66,10;61,48;56,65;52,13;49,32;45,49;42,48;39,40;37,56
P/Ativo;2,23;1,99;2,06;1,63;2,01;1,68;1,79;1,33;1,79
LPA;8.46;6.91;7.06;4.33;5.06;4.41;4.67;3.91;4.54
P/SR;4,81;4,58;3,85;3,18;4,96;4,05;3,87;2,98;4,37
P/Cap. Giro;30,28;33,09;17,36;24,62;29,71;15,99;22,59;27,37;23,03
P/Ativo Circ. Liq.;-2,58;-2,29;-2,49;-1,89;-2,30;-2,09;-2,06;-1,49;-2,04
Dív. líquida/PL;0,48;0,58;0,39;0,55;0,56;0,35;0,45;0,55;0,55
Dív. líquida/EBITDA;3,66;2,36;1,42;2,47;2,45;1,64;1,99;2,59;2,81
Dív. líquida/EBIT;10,10;3,45;2,03;3,98;3,56;2,38;2,83;3,77;4,12
PL/Ativos;0,51;0,47;0,51;0,49;0,48;0,52;0,53;0,53;0,52
Passivos/Ativos;0,49;0,53;0,49;0,51;0,52;0,48;0,47;0,47;0,48
Liq. corrente;2,23;1,83;3,17;1,99;2,21;2,17;2,58;1,79;2,66
M. Bruta;28,23%;26,96%;25,04%;21,29%;24,74%;26,39%;25,48%;25,12%;25,54%
M. EBITDA;14,46%;26,90%;26,45%;21,12%;26,77%;26,28%;25,61%;25,27%;24,75%
M. EBIT;5,23%;18,38%;18,52%;13,09%;18,43%;18,11%;18,01%;17,37%;16,88%
M. Líquida;14,19%;12,29%;11,99%;7,87%;12,08%;12,03%;12,53%;11,77%;15,45%
ROE;12,80%;11,23%;12,47%;8,31%;10,25%;9,70%;10,99%;9,91%;12,10%
ROA;6,59%;5,33%;6,42%;4,04%;4,90%;5,00%;5,80%;5,25%;6,33%
ROIC;1,01%;8,28%;10,05%;7,01%;7,89%;7,77%;8,95%;8,08%;5,43%
Giro ativos;0,46;0,43;0,53;0,51;0,41;0,42;0,46;0,45;0,41
CAGR Receitas 5 anos;8,52%;12,17%;13,46%;9,10%;7,25%;10,48%;9,61%;8,67%;6,97%
CAGR Lucros 5 anos;8,10%;12,59%;-0,87%;9,84%;21,45%;24,69%;84,11%;-%;-%
