;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;1,52%;5,34%;5,11%;4,05%;3,93%;3,93%;2,75%;-%;-%
Div;0.13;0.51;0.5;0.48;0.47;0.46;0.3;;
P/L;37.81;18.63;13.28;21.96;19.31;29.93;40.46;;
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;1,65;3,50;3,46;4,33;3,81;3,96;3,07;-;-
EV/EBITDA;18,07;10,60;9,37;12,30;12,21;14,07;-;-;-
EV/EBIT;31,16;15,71;12,96;18,36;17,51;23,07;27,93;2,08;1,61
P/EBITDA;10,71;7,31;6,53;9,30;9,40;10,83;-;-;-
P/EBIT;18,47;10,84;9,03;13,87;13,47;17,75;21,99;-;-
VPA;5,08;2,69;2,79;2,75;3,15;2,97;3,53;0,60;1,04
P/Ativo;0,52;0,82;0,82;1,01;1,06;1,11;1,01;-;-
LPA;0.22;0.51;0.73;0.54;0.62;0.39;0.27;0.5;0.49
P/SR;1,29;1,00;0,95;1,22;1,41;1,47;1,84;-;-
P/Cap. Giro;13,35;19,32;16,73;23,57;19,69;32,65;26,05;-;-
P/Ativo Circ. Liq.;-0,67;-1,18;-1,19;-1,53;-1,52;-1,54;-1,46;-;-
Dív. líquida/PL;1,13;1,57;1,50;1,40;1,14;1,19;0,83;2,98;1,22
Dív. líquida/EBITDA;7,36;3,29;2,84;3,01;2,82;3,25;-;-;-
Dív. líquida/EBIT;12,69;4,87;3,93;4,49;4,04;5,32;5,95;2,08;1,61
PL/Ativos;0,32;0,23;0,24;0,23;0,28;0,28;0,33;0,08;0,32
Passivos/Ativos;0,68;0,77;0,76;0,77;0,72;0,72;0,67;0,92;0,68
Liq. corrente;1,21;1,17;1,19;1,15;1,21;1,14;1,15;0,72;1,86
M. Bruta;18,88%;19,88%;18,54%;19,39%;21,24%;20,34%;19,02%;19,92%;21,01%
M. EBITDA;12,02%;13,64%;14,50%;13,07%;15,01%;13,57%;-%;-%;-%
M. EBIT;6,97%;9,20%;10,49%;8,76%;10,47%;8,28%;8,37%;10,67%;10,07%
M. Líquida;3,40%;5,35%;7,13%;5,53%;7,30%;4,91%;4,55%;6,17%;6,20%
ROE;4,36%;18,81%;26,03%;19,72%;19,71%;13,23%;7,58%;82,71%;46,95%
ROA;1,38%;4,42%;6,16%;4,62%;5,46%;3,72%;2,51%;6,35%;15,24%
ROIC;3,53%;10,32%;12,51%;9,21%;9,82%;7,78%;5,65%;25,85%;27,96%
Giro ativos;0,40;0,83;0,86;0,83;0,75;0,76;0,55;1,03;2,46
CAGR Receitas 5 anos;7,60%;9,54%;9,83%;26,28%;25,09%;16,84%;15,79%;14,70%;-5,53%
CAGR Lucros 5 anos;11,16%;12,75%;7,38%;31,79%;20,66%;17,62%;22,03%;26,81%;5,43%
