;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;0,72%;1,83%;2,56%;2,10%;1,97%;1,96%;1,97%;2,75%;2,32%
Div;1.79;5.31;7.01;6.47;6.0;5.36;4.63;4.4;3.81
P/L;-140.15;16.86;26.46;30.34;32.14;32.01;29.44;23.46;11.97
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;3,68;3,79;4,25;5,21;4,98;5,00;4,55;3,14;3,53
EV/EBITDA;53,18;11,67;15,67;17,25;17,45;16,66;16,31;12,09;15,45
EV/EBIT;-313,77;15,03;22,62;25,25;26,16;24,45;24,54;18,07;24,74
P/EBITDA;41,34;9,94;13,78;16,22;16,99;16,24;16,06;11,97;15,57
P/EBIT;-243,89;12,80;19,89;23,75;25,46;23,84;24,16;17,88;24,93
VPA;67,50;76,58;64,39;59,19;61,07;54,65;51,65;50,91;46,55
P/Ativo;1,35;1,63;1,90;2,52;2,51;2,40;2,74;1,83;1,94
LPA;-1.77;17.21;10.35;10.16;9.47;8.54;7.98;6.82;13.71
P/SR;4,59;5,33;4,83;5,39;6,53;6,82;5,81;3,93;4,39
P/Cap. Giro;34,40;29,55;46,65;24,30;12,10;9,64;18,52;12,81;10,60
P/Ativo Circ. Liq.;-1,57;-1,94;-2,27;-3,27;-3,65;-3,66;-3,62;-2,49;-2,85
Dív. líquida/PL;1,05;0,66;0,58;0,33;0,14;0,13;0,07;0,03;-0,03
Dív. líquida/EBITDA;11,84;1,73;1,89;1,03;0,46;0,42;0,25;0,13;-0,12
Dív. líquida/EBIT;-69,88;2,23;2,73;1,51;0,69;0,61;0,38;0,19;-0,19
PL/Ativos;0,37;0,43;0,45;0,48;0,50;0,48;0,60;0,58;0,55
Passivos/Ativos;0,63;0,57;0,55;0,52;0,50;0,52;0,40;0,42;0,45
Liq. corrente;1,38;1,52;1,33;1,81;2,99;3,59;2,54;2,17;2,36
M. Bruta;31,41%;32,49%;29,90%;26,46%;30,39%;33,85%;33,00%;30,69%;29,75%
M. EBITDA;11,11%;53,64%;35,07%;33,24%;38,46%;41,98%;36,18%;32,88%;28,16%
M. EBIT;-1,88%;41,65%;24,28%;22,70%;25,66%;28,60%;24,04%;22,01%;17,59%
M. Líquida;-3,28%;31,64%;18,26%;17,77%;20,33%;21,30%;19,73%;16,77%;36,65%
ROE;-2,63%;22,47%;16,07%;17,16%;15,50%;15,62%;15,45%;13,40%;29,46%
ROA;-0,96%;9,67%;7,19%;8,30%;7,82%;7,50%;9,29%;7,81%;16,25%
ROIC;-0,98%;13,10%;10,19%;11,46%;10,32%;10,28%;11,39%;9,92%;8,68%
Giro ativos;0,29;0,31;0,39;0,47;0,38;0,35;0,47;0,47;0,44
CAGR Receitas 5 anos;6,29%;7,13%;9,17%;6,59%;2,51%;-3,10%;-2,59%;-3,16%;-4,95%
CAGR Lucros 5 anos;16,81%;8,96%;-5,54%;27,17%;8,10%;12,16%;8,54%;20,78%;-12,41%
