;2025;2024;2023;2022;2021;2020;2019;2018;2017
D.Y;-%;2,90%;3,07%;4,21%;2,29%;0,99%;2,99%;2,76%;2,48%
Div;;5.41;5.04;5.82;3.45;1.17;3.26;2.75;2.38
P/L;20.46;21.28;19.98;17.67;30.57;-295.98;18.73;20.79;24.79
PEG Ratio;-;-;-;-;-;-;-;-;-
P/VP;9,29;9,75;8,91;7,66;6,84;6,65;5,59;5,65;5,65
EV/EBITDA;13,72;14,14;13,35;11,84;20,44;81,81;12,36;14,34;13,82
EV/EBIT;19,68;19,68;17,97;15,84;32,88;-99,04;17,69;21,75;19,74
P/EBITDA;12,61;13,37;13,01;11,52;20,75;79,58;11,94;13,49;13,05
P/EBIT;18,09;18,61;17,51;15,40;33,37;-96,33;17,08;20,46;18,63
VPA;19,87;19,14;18,44;18,06;22,02;17,90;19,52;17,68;16,99
P/Ativo;1,71;1,93;1,92;1,66;1,81;1,56;2,27;2,27;2,24
LPA;9.02;8.77;8.22;7.83;4.93;-0.4;5.82;4.8;3.87
P/SR;1,78;1,92;1,87;1,75;2,67;1,99;1,57;1,53;1,66
P/Cap. Giro;-16,39;-15,97;-20,88;-25,20;843,87;-22,43;-22,98;-14,92;-16,93
P/Ativo Circ. Liq.;-1,84;-2,08;-2,12;-1,88;-2,19;-1,75;-2,67;-2,52;-2,52
Dív. líquida/PL;0,82;0,56;0,23;0,22;-0,10;0,19;0,20;0,36;0,33
Dív. líquida/EBITDA;1,11;0,77;0,34;0,33;-0,31;2,23;0,42;0,85;0,77
Dív. líquida/EBIT;1,59;1,07;0,46;0,44;-0,49;-2,70;0,60;1,29;1,10
PL/Ativos;0,18;0,20;0,21;0,22;0,26;0,23;0,41;0,40;0,40
Passivos/Ativos;0,82;0,80;0,79;0,78;0,74;0,77;0,59;0,60;0,60
Liq. corrente;0,42;0,38;0,51;0,64;1,01;0,61;0,61;0,40;0,46
M. Bruta;21,88%;21,37%;20,11%;20,72%;20,75%;18,04%;21,73%;21,60%;21,89%
M. EBITDA;14,10%;14,36%;14,38%;15,18%;12,89%;2,50%;13,15%;11,37%;12,69%
M. EBIT;9,83%;10,32%;10,68%;11,36%;8,01%;-2,06%;9,19%;7,50%;8,89%
M. Líquida;8,69%;9,02%;9,36%;9,89%;8,75%;-0,67%;8,38%;7,38%;6,68%
ROE;45,41%;45,82%;44,60%;43,34%;22,37%;-2,25%;29,82%;27,16%;22,80%
ROA;8,34%;9,08%;9,59%;9,40%;5,91%;-0,53%;12,11%;10,90%;9,05%
ROIC;23,67%;27,85%;31,87%;30,80%;13,91%;-7,73%;21,64%;19,34%;15,88%
Giro ativos;0,96;1,01;1,02;0,95;0,68;0,78;1,44;1,48;1,35
CAGR Receitas 5 anos;6,00%;5,35%;6,08%;0,75%;2,91%;6,25%;6,42%;6,12%;-1,56%
CAGR Lucros 5 anos;7,57%;10,50%;14,74%;10,91%;-%;20,04%;7,67%;0,15%;-4,67%
